10:50:03 | ================================================================================
10:50:03 |  UniTS | XANG | H1 | walkforward | seed=777
10:50:03 | ================================================================================
10:50:03 | Data: 4513 rows | Features: 15
10:51:46 |  Iter-01 | MAE=0.132 | MAPE=0.17%
10:53:26 |  Iter-02 | MAE=0.222 | MAPE=0.28%
10:55:10 |  Iter-03 | MAE=0.634 | MAPE=0.81%
10:57:39 |  Iter-04 | MAE=3.356 | MAPE=4.46%
10:59:43 |  Iter-05 | MAE=0.666 | MAPE=0.89%
11:01:31 |  Iter-06 | MAE=0.254 | MAPE=0.34%
11:03:13 |  Iter-07 | MAE=1.387 | MAPE=1.89%
11:04:54 |  Iter-08 | MAE=0.430 | MAPE=0.58%
11:07:02 |  Iter-09 | MAE=1.053 | MAPE=1.42%
11:09:16 |  Iter-10 | MAE=1.062 | MAPE=1.44%
11:11:02 |  Iter-11 | MAE=0.569 | MAPE=0.77%
11:12:39 |  Iter-12 | MAE=0.898 | MAPE=1.23%
11:14:23 |  Iter-13 | MAE=1.645 | MAPE=2.27%
11:16:01 |  Iter-14 | MAE=0.319 | MAPE=0.44%
11:18:06 |  Iter-15 | MAE=0.787 | MAPE=1.08%
11:20:19 |  Iter-16 | MAE=0.223 | MAPE=0.31%
11:22:09 |  Iter-17 | MAE=0.824 | MAPE=1.14%
11:23:44 |  Iter-18 | MAE=1.425 | MAPE=2.01%
11:25:19 |  Iter-19 | MAE=0.619 | MAPE=0.86%
11:27:27 |  Iter-20 | MAE=2.054 | MAPE=2.93%
11:29:08 |  Iter-21 | MAE=0.552 | MAPE=0.78%
11:30:49 |  Iter-22 | MAE=1.600 | MAPE=2.21%
11:32:41 |  Iter-23 | MAE=0.667 | MAPE=0.92%
11:34:19 |  Iter-24 | MAE=0.058 | MAPE=0.08%
11:36:15 |  Iter-25 | MAE=1.040 | MAPE=1.44%
11:38:15 |  Iter-26 | MAE=1.180 | MAPE=1.64%
11:40:34 |  Iter-27 | MAE=0.844 | MAPE=1.19%
11:42:23 |  Iter-28 | MAE=0.643 | MAPE=0.90%
11:43:55 |  Iter-29 | MAE=0.081 | MAPE=0.11%
11:45:37 |  Iter-30 | MAE=0.400 | MAPE=0.55%
11:47:38 |  Iter-31 | MAE=0.290 | MAPE=0.40%
11:49:59 |  Iter-32 | MAE=0.715 | MAPE=1.01%
11:51:54 |  Iter-33 | MAE=0.252 | MAPE=0.35%
11:53:35 |  Iter-34 | MAE=1.733 | MAPE=2.43%
11:55:22 |  Iter-35 | MAE=2.091 | MAPE=2.84%
11:57:28 |  Iter-36 | MAE=1.185 | MAPE=1.59%
11:59:15 |  Iter-37 | MAE=0.855 | MAPE=1.15%
12:00:59 |  Iter-38 | MAE=2.795 | MAPE=3.89%
12:02:48 |  Iter-39 | MAE=0.494 | MAPE=0.69%
12:04:57 |  Iter-40 | MAE=1.592 | MAPE=2.16%
12:07:14 |  Iter-41 | MAE=0.181 | MAPE=0.24%
12:08:49 |  Iter-42 | MAE=0.028 | MAPE=0.04%
12:10:23 |  Iter-43 | MAE=1.466 | MAPE=1.94%
12:12:13 |  Iter-44 | MAE=1.306 | MAPE=1.68%
12:13:53 |  Iter-45 | MAE=0.482 | MAPE=0.63%
12:15:45 |  Iter-46 | MAE=0.524 | MAPE=0.69%
12:17:26 |  Iter-47 | MAE=2.477 | MAPE=3.41%
12:19:09 |  Iter-48 | MAE=0.954 | MAPE=1.31%
12:21:32 |  Iter-49 | MAE=0.373 | MAPE=0.51%
12:23:30 |  Iter-50 | MAE=0.091 | MAPE=0.12%
12:25:34 |  Iter-51 | MAE=3.944 | MAPE=5.12%
12:27:38 |  Iter-52 | MAE=1.085 | MAPE=1.38%
12:29:40 |  Iter-53 | MAE=0.019 | MAPE=0.02%
12:31:41 |  Iter-54 | MAE=1.688 | MAPE=2.11%
12:33:17 |  Iter-55 | MAE=0.356 | MAPE=0.44%
12:35:25 |  Iter-56 | MAE=1.275 | MAPE=1.58%
12:37:09 |  Iter-57 | MAE=0.634 | MAPE=0.78%
12:39:01 |  Iter-58 | MAE=11.442 | MAPE=12.50%
12:40:49 |  Iter-59 | MAE=5.877 | MAPE=6.05%
12:42:40 |  Iter-60 | MAE=4.746 | MAPE=4.63%
12:44:16 |  Iter-61 | MAE=5.515 | MAPE=5.08%
12:45:50 |  Iter-62 | MAE=9.325 | MAPE=7.91%
12:47:24 |  Iter-63 | MAE=25.234 | MAPE=17.61%
12:49:01 |  Iter-64 | MAE=19.346 | MAPE=15.70%
12:50:40 |  Iter-65 | MAE=2.211 | MAPE=1.77%
12:52:15 |  Iter-66 | MAE=11.699 | MAPE=8.57%
12:53:48 |  Iter-67 | MAE=4.559 | MAPE=3.20%
12:55:23 |  Iter-68 | MAE=2.938 | MAPE=2.01%
12:56:57 |  Iter-69 | MAE=0.429 | MAPE=0.30%
12:58:31 |  Iter-70 | MAE=2.114 | MAPE=1.44%
13:00:13 |  Iter-71 | MAE=11.740 | MAPE=7.41%
13:01:53 |  Iter-72 | MAE=2.385 | MAPE=1.51%
13:03:42 |  Iter-73 | MAE=6.752 | MAPE=4.12%
13:05:24 |  Iter-74 | MAE=19.268 | MAPE=13.33%
13:06:58 |  Iter-75 | MAE=10.190 | MAPE=7.65%
13:08:32 |  Iter-76 | MAE=2.999 | MAPE=2.31%
13:10:00 |  Iter-77 | MAE=2.802 | MAPE=2.11%
13:11:29 |  Iter-78 | MAE=8.975 | MAPE=6.24%
13:13:04 |  Iter-79 | MAE=4.408 | MAPE=3.10%
13:14:37 |  Iter-80 | MAE=4.342 | MAPE=3.11%
13:16:11 |  Iter-81 | MAE=8.472 | MAPE=5.72%
13:17:46 |  Iter-82 | MAE=1.670 | MAPE=1.16%
13:19:26 |  Iter-83 | MAE=4.243 | MAPE=2.98%
13:21:12 |  Iter-84 | MAE=20.735 | MAPE=16.89%
13:22:46 |  Iter-85 | MAE=10.345 | MAPE=7.79%
13:24:20 |  Iter-86 | MAE=2.504 | MAPE=1.93%
13:25:58 |  Iter-87 | MAE=1.292 | MAPE=0.96%
13:27:36 |  Iter-88 | MAE=6.467 | MAPE=5.10%
13:29:25 |  Iter-89 | MAE=4.452 | MAPE=3.66%
13:31:02 |  Iter-90 | MAE=2.332 | MAPE=1.91%
13:32:40 |  Iter-91 | MAE=3.156 | MAPE=2.48%
13:34:18 |  Iter-92 | MAE=2.797 | MAPE=2.30%
13:35:55 |  Iter-93 | MAE=0.211 | MAPE=0.17%
13:37:38 |  Iter-94 | MAE=5.407 | MAPE=4.28%
13:39:16 |  Iter-95 | MAE=1.276 | MAPE=0.99%
13:40:54 |  Iter-96 | MAE=1.181 | MAPE=0.93%
13:42:38 |  Iter-97 | MAE=2.371 | MAPE=1.83%
13:44:34 |  Iter-98 | MAE=0.653 | MAPE=0.51%
13:46:26 |  Iter-99 | MAE=2.915 | MAPE=2.21%
13:48:16 |  Iter-100 | MAE=3.892 | MAPE=2.87%
13:48:16 | 
 OVERALL: MAE=3.202, MAPE=2.78%, R2=0.9654 (10692.9s)
13:48:16 | Saved model checkpoint: /data/quyhv/oil_forecast_tail_risk/results_v4/walkforward/UniTS/XANG_H1_seed777/model_checkpoint.pth
13:48:16 | Saved processor/scaler: /data/quyhv/oil_forecast_tail_risk/results_v4/walkforward/UniTS/XANG_H1_seed777/processor.pkl
