05:39:53 | ================================================================================
05:39:53 |  Gated_TabNet | XANG | H1 | walkforward | seed=2025
05:39:53 | ================================================================================
05:39:53 | Data: 4513 rows | Features: 15
05:49:59 |  Iter-01 | MAE=0.104 | MAPE=0.13%
05:57:22 |  Iter-02 | MAE=0.331 | MAPE=0.43%
06:03:49 |  Iter-03 | MAE=1.010 | MAPE=1.29%
06:10:32 |  Iter-04 | MAE=2.557 | MAPE=3.40%
06:16:03 |  Iter-05 | MAE=0.387 | MAPE=0.52%
06:21:37 |  Iter-06 | MAE=0.657 | MAPE=0.88%
06:27:31 |  Iter-07 | MAE=1.475 | MAPE=2.01%
06:33:54 |  Iter-08 | MAE=0.446 | MAPE=0.61%
06:40:21 |  Iter-09 | MAE=1.357 | MAPE=1.84%
06:50:48 |  Iter-10 | MAE=0.960 | MAPE=1.30%
06:56:01 |  Iter-11 | MAE=0.206 | MAPE=0.28%
07:02:05 |  Iter-12 | MAE=0.801 | MAPE=1.10%
07:08:49 |  Iter-13 | MAE=0.443 | MAPE=0.61%
07:16:13 |  Iter-14 | MAE=0.636 | MAPE=0.87%
07:21:46 |  Iter-15 | MAE=0.154 | MAPE=0.21%
07:29:20 |  Iter-16 | MAE=0.284 | MAPE=0.39%
07:36:51 |  Iter-17 | MAE=0.827 | MAPE=1.14%
07:43:20 |  Iter-18 | MAE=1.196 | MAPE=1.69%
07:50:25 |  Iter-19 | MAE=0.117 | MAPE=0.16%
07:56:41 |  Iter-20 | MAE=1.270 | MAPE=1.81%
08:03:35 |  Iter-21 | MAE=0.318 | MAPE=0.45%
08:10:31 |  Iter-22 | MAE=0.529 | MAPE=0.73%
08:16:35 |  Iter-23 | MAE=0.981 | MAPE=1.36%
08:24:34 |  Iter-24 | MAE=0.283 | MAPE=0.39%
08:33:22 |  Iter-25 | MAE=1.676 | MAPE=2.31%
08:38:23 |  Iter-26 | MAE=1.970 | MAPE=2.74%
08:45:37 |  Iter-27 | MAE=0.819 | MAPE=1.15%
08:53:15 |  Iter-28 | MAE=0.306 | MAPE=0.43%
08:58:42 |  Iter-29 | MAE=0.252 | MAPE=0.35%
09:03:41 |  Iter-30 | MAE=0.174 | MAPE=0.24%
09:10:10 |  Iter-31 | MAE=0.087 | MAPE=0.12%
09:16:38 |  Iter-32 | MAE=0.646 | MAPE=0.89%
09:23:30 |  Iter-33 | MAE=0.931 | MAPE=1.27%
09:29:34 |  Iter-34 | MAE=1.221 | MAPE=1.71%
09:36:31 |  Iter-35 | MAE=0.328 | MAPE=0.45%
09:43:09 |  Iter-36 | MAE=0.258 | MAPE=0.34%
09:50:49 |  Iter-37 | MAE=1.969 | MAPE=2.65%
09:57:42 |  Iter-38 | MAE=2.930 | MAPE=4.08%
10:04:44 |  Iter-39 | MAE=2.533 | MAPE=3.52%
10:11:17 |  Iter-40 | MAE=1.481 | MAPE=2.01%
10:18:54 |  Iter-41 | MAE=1.104 | MAPE=1.49%
10:26:40 |  Iter-42 | MAE=0.682 | MAPE=0.92%
10:31:46 |  Iter-43 | MAE=1.051 | MAPE=1.39%
10:40:33 |  Iter-44 | MAE=0.957 | MAPE=1.23%
10:49:16 |  Iter-45 | MAE=0.151 | MAPE=0.20%
10:56:08 |  Iter-46 | MAE=1.478 | MAPE=1.95%
11:04:27 |  Iter-47 | MAE=2.243 | MAPE=3.09%
11:10:59 |  Iter-48 | MAE=0.451 | MAPE=0.62%
11:17:54 |  Iter-49 | MAE=0.570 | MAPE=0.78%
11:24:18 |  Iter-50 | MAE=0.042 | MAPE=0.06%
11:32:40 |  Iter-51 | MAE=2.526 | MAPE=3.28%
11:39:27 |  Iter-52 | MAE=1.452 | MAPE=1.84%
11:45:53 |  Iter-53 | MAE=0.387 | MAPE=0.49%
11:51:04 |  Iter-54 | MAE=2.255 | MAPE=2.82%
11:57:28 |  Iter-55 | MAE=1.362 | MAPE=1.70%
12:03:54 |  Iter-56 | MAE=0.607 | MAPE=0.75%
12:11:10 |  Iter-57 | MAE=0.668 | MAPE=0.83%
12:16:56 |  Iter-58 | MAE=10.085 | MAPE=11.02%
12:25:57 |  Iter-59 | MAE=4.815 | MAPE=4.96%
12:31:39 |  Iter-60 | MAE=2.824 | MAPE=2.76%
12:33:58 |  Iter-61 | MAE=14.371 | MAPE=13.23%
12:36:06 |  Iter-62 | MAE=7.026 | MAPE=5.95%
12:38:05 |  Iter-63 | MAE=20.523 | MAPE=14.33%
12:40:17 |  Iter-64 | MAE=19.624 | MAPE=15.90%
12:42:25 |  Iter-65 | MAE=2.178 | MAPE=1.73%
12:47:56 |  Iter-66 | MAE=9.980 | MAPE=7.33%
12:50:12 |  Iter-67 | MAE=1.155 | MAPE=0.79%
13:00:17 |  Iter-68 | MAE=3.172 | MAPE=2.15%
13:10:12 |  Iter-69 | MAE=6.621 | MAPE=4.53%
13:12:18 |  Iter-70 | MAE=4.726 | MAPE=3.13%
13:14:28 |  Iter-71 | MAE=5.284 | MAPE=3.37%
13:25:25 |  Iter-72 | MAE=1.438 | MAPE=0.92%
13:27:48 |  Iter-73 | MAE=2.060 | MAPE=1.26%
13:30:00 |  Iter-74 | MAE=11.708 | MAPE=8.08%
13:32:14 |  Iter-75 | MAE=15.392 | MAPE=11.54%
13:40:12 |  Iter-76 | MAE=8.363 | MAPE=6.45%
13:46:01 |  Iter-77 | MAE=3.121 | MAPE=2.35%
13:48:22 |  Iter-78 | MAE=6.066 | MAPE=4.21%
13:56:11 |  Iter-79 | MAE=3.078 | MAPE=2.17%
13:58:20 |  Iter-80 | MAE=2.281 | MAPE=1.64%
14:00:23 |  Iter-81 | MAE=9.332 | MAPE=6.31%
14:07:08 |  Iter-82 | MAE=11.172 | MAPE=7.66%
14:09:01 |  Iter-83 | MAE=4.643 | MAPE=3.22%
14:11:12 |  Iter-84 | MAE=24.240 | MAPE=19.79%
14:19:52 |  Iter-85 | MAE=17.841 | MAPE=13.43%
14:22:08 |  Iter-86 | MAE=1.063 | MAPE=0.82%
14:24:14 |  Iter-87 | MAE=0.664 | MAPE=0.52%
14:26:18 |  Iter-88 | MAE=8.270 | MAPE=6.53%
14:29:02 |  Iter-89 | MAE=1.169 | MAPE=0.97%
14:31:18 |  Iter-90 | MAE=2.771 | MAPE=2.27%
14:33:34 |  Iter-91 | MAE=2.731 | MAPE=2.13%
14:35:37 |  Iter-92 | MAE=1.005 | MAPE=0.82%
14:37:30 |  Iter-93 | MAE=1.224 | MAPE=1.00%
14:39:39 |  Iter-94 | MAE=4.653 | MAPE=3.68%
14:41:48 |  Iter-95 | MAE=1.146 | MAPE=0.89%
14:43:51 |  Iter-96 | MAE=1.126 | MAPE=0.88%
14:45:47 |  Iter-97 | MAE=2.357 | MAPE=1.83%
14:47:50 |  Iter-98 | MAE=0.492 | MAPE=0.39%
14:50:17 |  Iter-99 | MAE=1.401 | MAPE=1.07%
14:52:23 |  Iter-100 | MAE=2.943 | MAPE=2.17%
14:52:23 | 
 OVERALL: MAE=3.190, MAPE=2.77%, R2=0.9641 (33151.3s)
