03:57:00 | ================================================================================
03:57:00 |  Gated_TabNet | DAU | H1 | walkforward | seed=777
03:57:00 | ================================================================================
03:57:00 | Data: 4513 rows | Features: 16
04:10:16 |  Iter-01 | MAE=1.323 | MAPE=1.60%
04:30:02 |  Iter-02 | MAE=0.463 | MAPE=0.56%
04:51:39 |  Iter-03 | MAE=1.452 | MAPE=1.78%
05:06:19 |  Iter-04 | MAE=1.215 | MAPE=1.52%
05:19:43 |  Iter-05 | MAE=0.082 | MAPE=0.10%
05:35:21 |  Iter-06 | MAE=0.773 | MAPE=0.96%
05:48:58 |  Iter-07 | MAE=1.576 | MAPE=2.00%
05:53:56 |  Iter-08 | MAE=0.137 | MAPE=0.17%
06:06:57 |  Iter-09 | MAE=0.800 | MAPE=1.00%
06:19:58 |  Iter-10 | MAE=0.179 | MAPE=0.22%
06:36:54 |  Iter-11 | MAE=0.431 | MAPE=0.53%
06:47:38 |  Iter-12 | MAE=0.733 | MAPE=0.91%
07:00:26 |  Iter-13 | MAE=0.469 | MAPE=0.59%
07:10:49 |  Iter-14 | MAE=0.347 | MAPE=0.44%
07:23:41 |  Iter-15 | MAE=0.936 | MAPE=1.17%
07:39:20 |  Iter-16 | MAE=0.526 | MAPE=0.66%
07:50:09 |  Iter-17 | MAE=0.783 | MAPE=0.99%
07:54:52 |  Iter-18 | MAE=0.776 | MAPE=0.99%
08:07:13 |  Iter-19 | MAE=0.044 | MAPE=0.06%
08:19:46 |  Iter-20 | MAE=1.950 | MAPE=2.52%
08:31:07 |  Iter-21 | MAE=0.054 | MAPE=0.07%
08:51:32 |  Iter-22 | MAE=1.289 | MAPE=1.62%
09:01:51 |  Iter-23 | MAE=0.781 | MAPE=0.98%
09:07:14 |  Iter-24 | MAE=0.301 | MAPE=0.37%
09:19:59 |  Iter-25 | MAE=0.512 | MAPE=0.62%
09:33:04 |  Iter-26 | MAE=2.286 | MAPE=2.80%
09:42:20 |  Iter-27 | MAE=2.425 | MAPE=2.97%
09:56:06 |  Iter-28 | MAE=0.911 | MAPE=1.11%
10:08:04 |  Iter-29 | MAE=0.332 | MAPE=0.40%
10:25:58 |  Iter-30 | MAE=0.727 | MAPE=0.87%
10:38:16 |  Iter-31 | MAE=1.758 | MAPE=2.06%
10:52:31 |  Iter-32 | MAE=0.298 | MAPE=0.35%
10:57:45 |  Iter-33 | MAE=0.375 | MAPE=0.44%
11:08:25 |  Iter-34 | MAE=1.415 | MAPE=1.68%
11:23:09 |  Iter-35 | MAE=0.280 | MAPE=0.32%
11:42:04 |  Iter-36 | MAE=0.977 | MAPE=1.10%
11:55:44 |  Iter-37 | MAE=1.895 | MAPE=2.14%
12:07:19 |  Iter-38 | MAE=2.193 | MAPE=2.52%
12:24:54 |  Iter-39 | MAE=2.227 | MAPE=2.58%
12:37:22 |  Iter-40 | MAE=1.998 | MAPE=2.28%
12:42:51 |  Iter-41 | MAE=0.208 | MAPE=0.24%
12:54:58 |  Iter-42 | MAE=1.670 | MAPE=1.88%
13:07:00 |  Iter-43 | MAE=1.496 | MAPE=1.71%
13:18:17 |  Iter-44 | MAE=0.318 | MAPE=0.36%
13:36:06 |  Iter-45 | MAE=1.128 | MAPE=1.27%
13:48:39 |  Iter-46 | MAE=0.661 | MAPE=0.74%
14:06:25 |  Iter-47 | MAE=0.604 | MAPE=0.70%
14:11:47 |  Iter-48 | MAE=0.481 | MAPE=0.56%
14:30:11 |  Iter-49 | MAE=0.134 | MAPE=0.16%
14:53:00 |  Iter-50 | MAE=0.374 | MAPE=0.43%
15:09:54 |  Iter-51 | MAE=2.890 | MAPE=3.17%
15:20:38 |  Iter-52 | MAE=0.457 | MAPE=0.49%
15:36:51 |  Iter-53 | MAE=0.594 | MAPE=0.65%
15:50:29 |  Iter-54 | MAE=0.828 | MAPE=0.90%
16:04:48 |  Iter-55 | MAE=0.379 | MAPE=0.41%
16:16:53 |  Iter-56 | MAE=1.625 | MAPE=1.76%
16:31:36 |  Iter-57 | MAE=0.079 | MAPE=0.08%
16:43:39 |  Iter-58 | MAE=21.924 | MAPE=19.09%
17:03:56 |  Iter-59 | MAE=12.782 | MAPE=10.18%
17:25:35 |  Iter-60 | MAE=11.997 | MAPE=8.38%
17:30:27 |  Iter-61 | MAE=19.432 | MAPE=12.73%
17:49:29 |  Iter-62 | MAE=2.810 | MAPE=1.81%
17:53:51 |  Iter-63 | MAE=18.951 | MAPE=10.25%
18:15:44 |  Iter-64 | MAE=20.075 | MAPE=12.48%
18:19:53 |  Iter-65 | MAE=9.440 | MAPE=5.76%
18:24:09 |  Iter-66 | MAE=28.212 | MAPE=14.54%
18:28:40 |  Iter-67 | MAE=17.405 | MAPE=9.07%
18:32:50 |  Iter-68 | MAE=8.067 | MAPE=4.23%
18:37:07 |  Iter-69 | MAE=13.883 | MAPE=7.02%
18:41:17 |  Iter-70 | MAE=5.872 | MAPE=2.96%
