12:54:56 | ================================================================================
12:54:56 |  GUMNet_Diffusion | XANG | H1 | walkforward | seed=777
12:54:56 | ================================================================================
12:54:56 | Data: 4513 rows | Features: 15
13:01:03 |  Iter-01 | MAE=0.287 | MAPE=0.37%
13:07:25 |  Iter-02 | MAE=0.198 | MAPE=0.25%
13:13:41 |  Iter-03 | MAE=0.214 | MAPE=0.28%
13:20:24 |  Iter-04 | MAE=2.815 | MAPE=3.74%
13:26:11 |  Iter-05 | MAE=0.710 | MAPE=0.96%
13:32:24 |  Iter-06 | MAE=0.286 | MAPE=0.39%
13:38:37 |  Iter-07 | MAE=1.066 | MAPE=1.45%
13:44:45 |  Iter-08 | MAE=0.611 | MAPE=0.83%
13:50:56 |  Iter-09 | MAE=1.508 | MAPE=2.04%
13:56:59 |  Iter-10 | MAE=1.040 | MAPE=1.41%
14:02:48 |  Iter-11 | MAE=0.119 | MAPE=0.16%
14:09:08 |  Iter-12 | MAE=0.336 | MAPE=0.46%
14:15:12 |  Iter-13 | MAE=0.185 | MAPE=0.25%
14:20:42 |  Iter-14 | MAE=0.406 | MAPE=0.56%
14:27:03 |  Iter-15 | MAE=0.130 | MAPE=0.18%
14:33:54 |  Iter-16 | MAE=0.465 | MAPE=0.64%
14:39:44 |  Iter-17 | MAE=0.544 | MAPE=0.75%
14:45:30 |  Iter-18 | MAE=0.780 | MAPE=1.10%
14:50:42 |  Iter-19 | MAE=0.457 | MAPE=0.64%
14:57:13 |  Iter-20 | MAE=0.769 | MAPE=1.10%
15:02:44 |  Iter-21 | MAE=1.482 | MAPE=2.10%
15:08:18 |  Iter-22 | MAE=0.639 | MAPE=0.88%
15:14:31 |  Iter-23 | MAE=1.244 | MAPE=1.72%
15:20:21 |  Iter-24 | MAE=0.180 | MAPE=0.25%
15:25:59 |  Iter-25 | MAE=1.327 | MAPE=1.83%
15:32:05 |  Iter-26 | MAE=1.556 | MAPE=2.16%
15:37:55 |  Iter-27 | MAE=0.719 | MAPE=1.01%
15:43:35 |  Iter-28 | MAE=0.469 | MAPE=0.66%
15:48:48 |  Iter-29 | MAE=0.052 | MAPE=0.07%
15:54:52 |  Iter-30 | MAE=0.197 | MAPE=0.27%
16:00:40 |  Iter-31 | MAE=0.244 | MAPE=0.33%
16:06:08 |  Iter-32 | MAE=0.727 | MAPE=0.99%
16:11:25 |  Iter-33 | MAE=0.774 | MAPE=1.06%
16:16:55 |  Iter-34 | MAE=1.034 | MAPE=1.45%
16:22:44 |  Iter-35 | MAE=0.562 | MAPE=0.76%
16:28:58 |  Iter-36 | MAE=0.561 | MAPE=0.75%
