07:50:25 | ================================================================================
07:50:25 |  GUMNet_Wavelet | XANG | H1 | walkforward | seed=2025
07:50:25 | ================================================================================
07:50:25 | Data: 4513 rows | Features: 15
07:56:38 |  Iter-01 | MAE=0.568 | MAPE=0.72%
08:01:37 |  Iter-02 | MAE=0.148 | MAPE=0.19%
08:07:19 |  Iter-03 | MAE=0.448 | MAPE=0.57%
08:12:24 |  Iter-04 | MAE=2.442 | MAPE=3.25%
08:17:26 |  Iter-05 | MAE=0.416 | MAPE=0.56%
08:23:05 |  Iter-06 | MAE=0.790 | MAPE=1.06%
08:29:10 |  Iter-07 | MAE=0.919 | MAPE=1.25%
08:34:12 |  Iter-08 | MAE=0.466 | MAPE=0.63%
08:39:14 |  Iter-09 | MAE=0.733 | MAPE=0.99%
08:45:15 |  Iter-10 | MAE=0.369 | MAPE=0.50%
08:51:03 |  Iter-11 | MAE=0.105 | MAPE=0.14%
08:55:53 |  Iter-12 | MAE=0.583 | MAPE=0.80%
09:00:43 |  Iter-13 | MAE=0.396 | MAPE=0.55%
09:06:26 |  Iter-14 | MAE=0.389 | MAPE=0.54%
09:11:55 |  Iter-15 | MAE=0.170 | MAPE=0.23%
09:18:38 |  Iter-16 | MAE=0.338 | MAPE=0.46%
09:23:56 |  Iter-17 | MAE=0.669 | MAPE=0.92%
09:30:11 |  Iter-18 | MAE=1.396 | MAPE=1.97%
09:36:22 |  Iter-19 | MAE=0.236 | MAPE=0.33%
09:41:28 |  Iter-20 | MAE=1.012 | MAPE=1.44%
09:46:46 |  Iter-21 | MAE=1.179 | MAPE=1.67%
09:52:58 |  Iter-22 | MAE=0.864 | MAPE=1.19%
10:00:57 |  Iter-23 | MAE=1.180 | MAPE=1.63%
10:05:45 |  Iter-24 | MAE=0.534 | MAPE=0.73%
10:12:03 |  Iter-25 | MAE=1.615 | MAPE=2.23%
10:16:49 |  Iter-26 | MAE=1.285 | MAPE=1.78%
10:24:03 |  Iter-27 | MAE=0.420 | MAPE=0.59%
10:29:29 |  Iter-28 | MAE=0.392 | MAPE=0.55%
10:34:34 |  Iter-29 | MAE=0.756 | MAPE=1.05%
10:40:12 |  Iter-30 | MAE=0.213 | MAPE=0.29%
10:46:28 |  Iter-31 | MAE=0.814 | MAPE=1.12%
10:53:13 |  Iter-32 | MAE=0.686 | MAPE=0.96%
10:59:03 |  Iter-33 | MAE=0.542 | MAPE=0.74%
11:05:11 |  Iter-34 | MAE=0.939 | MAPE=1.32%
11:10:25 |  Iter-35 | MAE=0.892 | MAPE=1.21%
11:15:52 |  Iter-36 | MAE=1.237 | MAPE=1.66%
11:22:36 |  Iter-37 | MAE=0.889 | MAPE=1.19%
11:28:30 |  Iter-38 | MAE=2.946 | MAPE=4.10%
11:33:22 |  Iter-39 | MAE=2.386 | MAPE=3.31%
11:39:34 |  Iter-40 | MAE=1.400 | MAPE=1.90%
11:44:52 |  Iter-41 | MAE=0.609 | MAPE=0.82%
11:51:22 |  Iter-42 | MAE=1.055 | MAPE=1.42%
11:56:29 |  Iter-43 | MAE=0.802 | MAPE=1.06%
12:02:57 |  Iter-44 | MAE=1.322 | MAPE=1.71%
12:08:18 |  Iter-45 | MAE=0.592 | MAPE=0.78%
12:14:27 |  Iter-46 | MAE=1.107 | MAPE=1.46%
12:19:37 |  Iter-47 | MAE=1.973 | MAPE=2.71%
12:25:00 |  Iter-48 | MAE=0.285 | MAPE=0.39%
12:30:31 |  Iter-49 | MAE=0.043 | MAPE=0.06%
12:36:27 |  Iter-50 | MAE=0.662 | MAPE=0.91%
12:41:50 |  Iter-51 | MAE=2.433 | MAPE=3.16%
12:46:53 |  Iter-52 | MAE=1.178 | MAPE=1.49%
12:53:26 |  Iter-53 | MAE=0.012 | MAPE=0.01%
12:59:32 |  Iter-54 | MAE=2.097 | MAPE=2.62%
13:07:11 |  Iter-55 | MAE=0.689 | MAPE=0.86%
13:12:59 |  Iter-56 | MAE=0.374 | MAPE=0.46%
13:18:33 |  Iter-57 | MAE=0.041 | MAPE=0.05%
13:23:20 |  Iter-58 | MAE=10.268 | MAPE=11.22%
13:30:37 |  Iter-59 | MAE=6.144 | MAPE=6.32%
13:36:29 |  Iter-60 | MAE=2.416 | MAPE=2.35%
13:41:50 |  Iter-61 | MAE=8.559 | MAPE=7.89%
13:47:11 |  Iter-62 | MAE=4.055 | MAPE=3.41%
13:53:00 |  Iter-63 | MAE=20.593 | MAPE=14.37%
14:00:00 |  Iter-64 | MAE=15.012 | MAPE=12.18%
14:06:30 |  Iter-65 | MAE=2.196 | MAPE=1.79%
14:12:36 |  Iter-66 | MAE=10.404 | MAPE=7.62%
14:17:51 |  Iter-67 | MAE=2.895 | MAPE=2.03%
14:23:35 |  Iter-68 | MAE=1.146 | MAPE=0.78%
14:29:28 |  Iter-69 | MAE=3.249 | MAPE=2.23%
14:36:07 |  Iter-70 | MAE=2.776 | MAPE=1.90%
14:41:59 |  Iter-71 | MAE=10.034 | MAPE=6.34%
14:47:14 |  Iter-72 | MAE=0.675 | MAPE=0.43%
14:52:17 |  Iter-73 | MAE=0.709 | MAPE=0.44%
14:57:43 |  Iter-74 | MAE=6.197 | MAPE=4.26%
15:03:25 |  Iter-75 | MAE=18.556 | MAPE=13.92%
15:09:09 |  Iter-76 | MAE=5.280 | MAPE=4.07%
15:14:51 |  Iter-77 | MAE=2.223 | MAPE=1.67%
15:19:51 |  Iter-78 | MAE=7.216 | MAPE=5.01%
15:25:05 |  Iter-79 | MAE=0.942 | MAPE=0.67%
15:30:07 |  Iter-80 | MAE=3.221 | MAPE=2.31%
15:35:08 |  Iter-81 | MAE=9.142 | MAPE=6.18%
15:40:08 |  Iter-82 | MAE=8.399 | MAPE=5.75%
15:45:52 |  Iter-83 | MAE=4.399 | MAPE=3.09%
15:51:00 |  Iter-84 | MAE=24.207 | MAPE=19.72%
15:56:08 |  Iter-85 | MAE=14.829 | MAPE=11.17%
16:01:44 |  Iter-86 | MAE=2.064 | MAPE=1.59%
16:07:06 |  Iter-87 | MAE=1.132 | MAPE=0.84%
16:12:21 |  Iter-88 | MAE=7.535 | MAPE=5.94%
16:17:37 |  Iter-89 | MAE=0.593 | MAPE=0.50%
16:23:05 |  Iter-90 | MAE=2.161 | MAPE=1.77%
16:28:29 |  Iter-91 | MAE=2.359 | MAPE=1.88%
16:33:40 |  Iter-92 | MAE=6.543 | MAPE=5.39%
16:38:47 |  Iter-93 | MAE=5.366 | MAPE=4.43%
16:44:18 |  Iter-94 | MAE=3.271 | MAPE=2.59%
16:49:32 |  Iter-95 | MAE=1.154 | MAPE=0.90%
16:54:37 |  Iter-96 | MAE=1.310 | MAPE=1.05%
17:00:01 |  Iter-97 | MAE=2.664 | MAPE=2.06%
17:05:07 |  Iter-98 | MAE=2.079 | MAPE=1.61%
17:09:54 |  Iter-99 | MAE=0.411 | MAPE=0.31%
17:14:52 |  Iter-100 | MAE=0.557 | MAPE=0.41%
17:14:52 | 
 OVERALL: MAE=2.940, MAPE=2.57%, R2=0.9691 (33867.6s)
17:14:52 | Saved model checkpoint: /data/quyhv/oil_forecast_tail_risk/results_v4/walkforward/GUMNet_Wavelet/XANG_H1_seed2025/model_checkpoint.pth
17:14:52 | Saved processor/scaler: /data/quyhv/oil_forecast_tail_risk/results_v4/walkforward/GUMNet_Wavelet/XANG_H1_seed2025/processor.pkl
