06:08:21 | ================================================================================
06:08:21 |  Informer | XANG | H1 | walkforward | seed=123
06:08:21 | ================================================================================
06:08:21 | Data: 4513 rows | Features: 15
06:18:30 |  Iter-01 | MAE=0.145 | MAPE=0.19%
06:21:57 |  Iter-02 | MAE=0.403 | MAPE=0.52%
06:25:38 |  Iter-03 | MAE=0.351 | MAPE=0.45%
06:31:01 |  Iter-04 | MAE=2.976 | MAPE=3.96%
06:33:42 |  Iter-05 | MAE=0.409 | MAPE=0.55%
06:37:44 |  Iter-06 | MAE=0.829 | MAPE=1.12%
06:41:35 |  Iter-07 | MAE=1.152 | MAPE=1.57%
06:44:34 |  Iter-08 | MAE=0.454 | MAPE=0.62%
06:48:48 |  Iter-09 | MAE=1.329 | MAPE=1.80%
06:53:56 |  Iter-10 | MAE=0.508 | MAPE=0.69%
06:57:20 |  Iter-11 | MAE=0.275 | MAPE=0.37%
07:01:06 |  Iter-12 | MAE=0.821 | MAPE=1.12%
07:05:27 |  Iter-13 | MAE=0.470 | MAPE=0.65%
07:08:22 |  Iter-14 | MAE=0.641 | MAPE=0.88%
07:12:41 |  Iter-15 | MAE=0.120 | MAPE=0.17%
07:16:54 |  Iter-16 | MAE=0.288 | MAPE=0.39%
07:20:42 |  Iter-17 | MAE=0.527 | MAPE=0.73%
07:24:04 |  Iter-18 | MAE=1.692 | MAPE=2.39%
07:27:49 |  Iter-19 | MAE=0.546 | MAPE=0.76%
07:31:25 |  Iter-20 | MAE=1.806 | MAPE=2.58%
07:35:57 |  Iter-21 | MAE=0.742 | MAPE=1.05%
07:39:39 |  Iter-22 | MAE=0.787 | MAPE=1.09%
07:43:15 |  Iter-23 | MAE=0.611 | MAPE=0.84%
07:46:12 |  Iter-24 | MAE=0.152 | MAPE=0.21%
07:49:22 |  Iter-25 | MAE=1.493 | MAPE=2.06%
07:52:41 |  Iter-26 | MAE=1.419 | MAPE=1.97%
07:55:17 |  Iter-27 | MAE=0.775 | MAPE=1.09%
07:57:58 |  Iter-28 | MAE=1.045 | MAPE=1.47%
08:00:36 |  Iter-29 | MAE=0.200 | MAPE=0.28%
08:04:13 |  Iter-30 | MAE=0.259 | MAPE=0.36%
08:08:51 |  Iter-31 | MAE=0.540 | MAPE=0.74%
08:11:52 |  Iter-32 | MAE=0.676 | MAPE=0.94%
08:14:45 |  Iter-33 | MAE=1.522 | MAPE=2.09%
08:19:10 |  Iter-34 | MAE=1.019 | MAPE=1.43%
08:22:44 |  Iter-35 | MAE=1.058 | MAPE=1.44%
08:27:17 |  Iter-36 | MAE=0.124 | MAPE=0.17%
08:30:02 |  Iter-37 | MAE=1.019 | MAPE=1.37%
08:34:29 |  Iter-38 | MAE=3.660 | MAPE=5.10%
08:38:11 |  Iter-39 | MAE=2.571 | MAPE=3.57%
08:41:02 |  Iter-40 | MAE=1.080 | MAPE=1.46%
08:44:43 |  Iter-41 | MAE=0.414 | MAPE=0.56%
08:47:18 |  Iter-42 | MAE=1.104 | MAPE=1.49%
08:51:27 |  Iter-43 | MAE=1.595 | MAPE=2.11%
08:54:35 |  Iter-44 | MAE=0.895 | MAPE=1.15%
08:58:03 |  Iter-45 | MAE=0.165 | MAPE=0.22%
09:02:42 |  Iter-46 | MAE=1.510 | MAPE=1.99%
09:05:29 |  Iter-47 | MAE=2.511 | MAPE=3.45%
09:08:20 |  Iter-48 | MAE=0.117 | MAPE=0.16%
09:12:36 |  Iter-49 | MAE=0.643 | MAPE=0.88%
09:16:25 |  Iter-50 | MAE=0.303 | MAPE=0.42%
09:18:59 |  Iter-51 | MAE=2.328 | MAPE=3.02%
09:22:43 |  Iter-52 | MAE=1.393 | MAPE=1.77%
