14:31:38 | ================================================================================
14:31:38 |  GUMNet_RL | XANG | H1 | walkforward | seed=9999
14:31:38 | ================================================================================
14:31:38 | Data: 4513 rows | Features: 15
14:36:39 |  Iter-01 | MAE=0.120 | MAPE=0.15%
14:41:25 |  Iter-02 | MAE=0.206 | MAPE=0.26%
14:46:19 |  Iter-03 | MAE=0.293 | MAPE=0.37%
14:51:21 |  Iter-04 | MAE=2.284 | MAPE=3.04%
14:56:10 |  Iter-05 | MAE=0.331 | MAPE=0.44%
15:00:38 |  Iter-06 | MAE=0.570 | MAPE=0.77%
15:05:28 |  Iter-07 | MAE=1.369 | MAPE=1.87%
15:10:04 |  Iter-08 | MAE=0.514 | MAPE=0.70%
15:14:46 |  Iter-09 | MAE=1.329 | MAPE=1.80%
15:20:05 |  Iter-10 | MAE=0.707 | MAPE=0.96%
15:24:52 |  Iter-11 | MAE=0.048 | MAPE=0.07%
15:29:34 |  Iter-12 | MAE=0.703 | MAPE=0.96%
15:34:08 |  Iter-13 | MAE=0.607 | MAPE=0.84%
15:39:59 |  Iter-14 | MAE=0.329 | MAPE=0.45%
15:45:34 |  Iter-15 | MAE=0.105 | MAPE=0.14%
15:50:47 |  Iter-16 | MAE=0.590 | MAPE=0.81%
15:55:44 |  Iter-17 | MAE=0.573 | MAPE=0.79%
16:00:37 |  Iter-18 | MAE=1.094 | MAPE=1.55%
16:05:48 |  Iter-19 | MAE=0.148 | MAPE=0.20%
16:10:48 |  Iter-20 | MAE=0.927 | MAPE=1.32%
16:16:03 |  Iter-21 | MAE=1.427 | MAPE=2.02%
16:21:06 |  Iter-22 | MAE=0.440 | MAPE=0.61%
16:25:54 |  Iter-23 | MAE=0.804 | MAPE=1.11%
16:30:51 |  Iter-24 | MAE=0.636 | MAPE=0.87%
16:35:31 |  Iter-25 | MAE=1.329 | MAPE=1.84%
16:40:16 |  Iter-26 | MAE=1.694 | MAPE=2.35%
16:45:16 |  Iter-27 | MAE=0.913 | MAPE=1.28%
16:50:00 |  Iter-28 | MAE=0.528 | MAPE=0.74%
16:55:27 |  Iter-29 | MAE=0.904 | MAPE=1.26%
17:00:13 |  Iter-30 | MAE=0.165 | MAPE=0.23%
17:05:52 |  Iter-31 | MAE=0.870 | MAPE=1.19%
17:10:54 |  Iter-32 | MAE=0.634 | MAPE=0.87%
17:16:15 |  Iter-33 | MAE=0.364 | MAPE=0.50%
17:21:19 |  Iter-34 | MAE=0.914 | MAPE=1.28%
17:26:40 |  Iter-35 | MAE=0.711 | MAPE=0.97%
17:31:33 |  Iter-36 | MAE=0.537 | MAPE=0.72%
17:36:04 |  Iter-37 | MAE=1.394 | MAPE=1.87%
17:40:50 |  Iter-38 | MAE=3.203 | MAPE=4.46%
17:45:32 |  Iter-39 | MAE=1.609 | MAPE=2.24%
17:50:08 |  Iter-40 | MAE=1.589 | MAPE=2.15%
17:54:47 |  Iter-41 | MAE=0.431 | MAPE=0.58%
17:59:14 |  Iter-42 | MAE=0.431 | MAPE=0.58%
18:03:53 |  Iter-43 | MAE=1.051 | MAPE=1.39%
18:08:46 |  Iter-44 | MAE=1.371 | MAPE=1.77%
18:13:28 |  Iter-45 | MAE=0.567 | MAPE=0.74%
18:18:37 |  Iter-46 | MAE=1.083 | MAPE=1.43%
18:24:09 |  Iter-47 | MAE=2.308 | MAPE=3.17%
18:29:41 |  Iter-48 | MAE=0.242 | MAPE=0.33%
18:34:33 |  Iter-49 | MAE=1.188 | MAPE=1.63%
18:39:58 |  Iter-50 | MAE=0.669 | MAPE=0.92%
18:44:37 |  Iter-51 | MAE=2.200 | MAPE=2.85%
18:49:20 |  Iter-52 | MAE=1.215 | MAPE=1.54%
18:54:21 |  Iter-53 | MAE=0.222 | MAPE=0.28%
18:58:56 |  Iter-54 | MAE=2.174 | MAPE=2.71%
19:04:01 |  Iter-55 | MAE=0.659 | MAPE=0.82%
19:08:45 |  Iter-56 | MAE=0.771 | MAPE=0.96%
19:13:55 |  Iter-57 | MAE=0.572 | MAPE=0.71%
19:18:55 |  Iter-58 | MAE=10.041 | MAPE=10.97%
19:24:02 |  Iter-59 | MAE=7.736 | MAPE=7.96%
19:29:12 |  Iter-60 | MAE=5.067 | MAPE=4.95%
19:34:20 |  Iter-61 | MAE=12.914 | MAPE=11.90%
19:38:49 |  Iter-62 | MAE=6.124 | MAPE=5.19%
19:43:33 |  Iter-63 | MAE=21.415 | MAPE=14.95%
19:48:32 |  Iter-64 | MAE=25.640 | MAPE=20.82%
19:53:16 |  Iter-65 | MAE=2.109 | MAPE=1.80%
19:57:50 |  Iter-66 | MAE=11.524 | MAPE=8.43%
20:02:22 |  Iter-67 | MAE=5.579 | MAPE=3.90%
20:07:05 |  Iter-68 | MAE=3.281 | MAPE=2.24%
20:11:31 |  Iter-69 | MAE=1.605 | MAPE=1.09%
20:16:22 |  Iter-70 | MAE=3.879 | MAPE=2.65%
20:20:54 |  Iter-71 | MAE=11.635 | MAPE=7.34%
20:25:47 |  Iter-72 | MAE=0.752 | MAPE=0.48%
20:30:38 |  Iter-73 | MAE=2.764 | MAPE=1.69%
20:35:04 |  Iter-74 | MAE=14.737 | MAPE=10.18%
20:39:57 |  Iter-75 | MAE=15.297 | MAPE=11.48%
20:45:04 |  Iter-76 | MAE=8.191 | MAPE=6.32%
20:49:57 |  Iter-77 | MAE=0.580 | MAPE=0.44%
20:54:41 |  Iter-78 | MAE=6.811 | MAPE=4.73%
21:00:04 |  Iter-79 | MAE=1.727 | MAPE=1.21%
21:05:10 |  Iter-80 | MAE=4.943 | MAPE=3.54%
21:09:51 |  Iter-81 | MAE=8.638 | MAPE=5.83%
21:14:24 |  Iter-82 | MAE=6.359 | MAPE=4.36%
21:18:57 |  Iter-83 | MAE=4.292 | MAPE=3.01%
21:23:58 |  Iter-84 | MAE=22.686 | MAPE=18.48%
21:29:09 |  Iter-85 | MAE=14.712 | MAPE=11.08%
21:33:54 |  Iter-86 | MAE=0.842 | MAPE=0.64%
21:38:55 |  Iter-87 | MAE=0.922 | MAPE=0.68%
21:43:59 |  Iter-88 | MAE=8.024 | MAPE=6.33%
21:48:39 |  Iter-89 | MAE=1.205 | MAPE=1.00%
21:53:04 |  Iter-90 | MAE=2.623 | MAPE=2.15%
21:57:37 |  Iter-91 | MAE=2.343 | MAPE=1.83%
22:02:07 |  Iter-92 | MAE=0.372 | MAPE=0.31%
22:06:44 |  Iter-93 | MAE=3.211 | MAPE=2.65%
22:11:25 |  Iter-94 | MAE=3.686 | MAPE=2.92%
22:16:07 |  Iter-95 | MAE=0.892 | MAPE=0.70%
22:21:04 |  Iter-96 | MAE=2.067 | MAPE=1.64%
22:25:44 |  Iter-97 | MAE=2.188 | MAPE=1.69%
22:30:21 |  Iter-98 | MAE=1.972 | MAPE=1.53%
22:35:28 |  Iter-99 | MAE=0.936 | MAPE=0.71%
22:40:06 |  Iter-100 | MAE=0.571 | MAPE=0.42%
22:40:06 | 
 OVERALL: MAE=3.236, MAPE=2.81%, R2=0.9618 (29309.1s)
