12:15:31 | ================================================================================
12:15:31 |  GUMNet_Decomp | DAU | H1 | walkforward | seed=123
12:15:31 | ================================================================================
12:15:31 | Data: 4513 rows | Features: 16
12:20:19 |  Iter-01 | MAE=1.506 | MAPE=1.83%
12:25:46 |  Iter-02 | MAE=0.477 | MAPE=0.58%
12:31:47 |  Iter-03 | MAE=1.342 | MAPE=1.65%
12:37:33 |  Iter-04 | MAE=1.219 | MAPE=1.52%
12:43:51 |  Iter-05 | MAE=0.210 | MAPE=0.26%
12:48:43 |  Iter-06 | MAE=0.385 | MAPE=0.48%
12:53:36 |  Iter-07 | MAE=1.576 | MAPE=2.00%
12:59:04 |  Iter-08 | MAE=0.340 | MAPE=0.43%
13:04:05 |  Iter-09 | MAE=0.289 | MAPE=0.36%
13:09:32 |  Iter-10 | MAE=0.652 | MAPE=0.80%
13:14:33 |  Iter-11 | MAE=0.091 | MAPE=0.11%
13:19:43 |  Iter-12 | MAE=0.076 | MAPE=0.09%
13:25:03 |  Iter-13 | MAE=0.054 | MAPE=0.07%
13:30:48 |  Iter-14 | MAE=0.114 | MAPE=0.14%
13:35:23 |  Iter-15 | MAE=0.651 | MAPE=0.81%
13:40:17 |  Iter-16 | MAE=0.734 | MAPE=0.91%
13:45:28 |  Iter-17 | MAE=0.589 | MAPE=0.74%
13:51:15 |  Iter-18 | MAE=1.121 | MAPE=1.44%
13:56:18 |  Iter-19 | MAE=0.367 | MAPE=0.46%
14:02:05 |  Iter-20 | MAE=1.761 | MAPE=2.28%
14:06:59 |  Iter-21 | MAE=0.119 | MAPE=0.16%
14:12:27 |  Iter-22 | MAE=1.050 | MAPE=1.32%
14:17:46 |  Iter-23 | MAE=0.170 | MAPE=0.21%
14:23:00 |  Iter-24 | MAE=1.053 | MAPE=1.30%
14:29:02 |  Iter-25 | MAE=0.418 | MAPE=0.51%
14:34:57 |  Iter-26 | MAE=0.814 | MAPE=1.00%
14:40:29 |  Iter-27 | MAE=2.402 | MAPE=2.94%
14:46:33 |  Iter-28 | MAE=0.100 | MAPE=0.12%
14:52:08 |  Iter-29 | MAE=0.401 | MAPE=0.49%
14:58:44 |  Iter-30 | MAE=0.924 | MAPE=1.10%
15:05:38 |  Iter-31 | MAE=1.714 | MAPE=2.01%
15:10:49 |  Iter-32 | MAE=0.025 | MAPE=0.03%
15:17:36 |  Iter-33 | MAE=0.136 | MAPE=0.16%
15:23:27 |  Iter-34 | MAE=2.471 | MAPE=2.94%
15:30:44 |  Iter-35 | MAE=0.409 | MAPE=0.47%
15:37:32 |  Iter-36 | MAE=1.121 | MAPE=1.27%
15:43:13 |  Iter-37 | MAE=0.728 | MAPE=0.82%
15:49:05 |  Iter-38 | MAE=1.594 | MAPE=1.83%
15:54:16 |  Iter-39 | MAE=1.325 | MAPE=1.54%
15:59:52 |  Iter-40 | MAE=1.483 | MAPE=1.69%
16:04:37 |  Iter-41 | MAE=0.565 | MAPE=0.64%
16:09:41 |  Iter-42 | MAE=1.706 | MAPE=1.92%
16:14:40 |  Iter-43 | MAE=1.649 | MAPE=1.89%
16:20:09 |  Iter-44 | MAE=0.609 | MAPE=0.69%
16:25:12 |  Iter-45 | MAE=1.575 | MAPE=1.77%
16:31:09 |  Iter-46 | MAE=0.217 | MAPE=0.24%
16:36:58 |  Iter-47 | MAE=0.272 | MAPE=0.31%
16:42:19 |  Iter-48 | MAE=0.220 | MAPE=0.25%
16:47:13 |  Iter-49 | MAE=0.212 | MAPE=0.24%
16:52:08 |  Iter-50 | MAE=0.599 | MAPE=0.69%
16:57:30 |  Iter-51 | MAE=3.289 | MAPE=3.60%
17:03:09 |  Iter-52 | MAE=1.306 | MAPE=1.41%
17:08:20 |  Iter-53 | MAE=0.750 | MAPE=0.82%
17:14:35 |  Iter-54 | MAE=0.380 | MAPE=0.41%
17:20:53 |  Iter-55 | MAE=0.516 | MAPE=0.56%
17:25:56 |  Iter-56 | MAE=0.951 | MAPE=1.03%
17:30:42 |  Iter-57 | MAE=0.178 | MAPE=0.19%
