17:03:51 | ================================================================================
17:03:51 |  GUMNet_Decomp | XANG | H1 | walkforward | seed=777
17:03:51 | ================================================================================
17:03:51 | Data: 4513 rows | Features: 15
17:08:44 |  Iter-01 | MAE=0.162 | MAPE=0.21%
17:13:25 |  Iter-02 | MAE=0.340 | MAPE=0.44%
17:18:10 |  Iter-03 | MAE=0.301 | MAPE=0.38%
17:23:18 |  Iter-04 | MAE=2.612 | MAPE=3.47%
17:28:05 |  Iter-05 | MAE=0.469 | MAPE=0.63%
17:32:26 |  Iter-06 | MAE=0.617 | MAPE=0.83%
17:37:20 |  Iter-07 | MAE=1.285 | MAPE=1.75%
17:43:02 |  Iter-08 | MAE=0.449 | MAPE=0.61%
17:47:36 |  Iter-09 | MAE=0.486 | MAPE=0.66%
17:52:37 |  Iter-10 | MAE=0.735 | MAPE=0.99%
17:58:02 |  Iter-11 | MAE=0.049 | MAPE=0.07%
18:02:36 |  Iter-12 | MAE=0.330 | MAPE=0.45%
18:07:43 |  Iter-13 | MAE=0.120 | MAPE=0.17%
18:12:27 |  Iter-14 | MAE=0.040 | MAPE=0.06%
18:17:51 |  Iter-15 | MAE=0.290 | MAPE=0.40%
18:22:42 |  Iter-16 | MAE=0.380 | MAPE=0.52%
18:27:50 |  Iter-17 | MAE=0.563 | MAPE=0.78%
18:32:31 |  Iter-18 | MAE=1.490 | MAPE=2.11%
18:37:30 |  Iter-19 | MAE=0.385 | MAPE=0.53%
18:43:14 |  Iter-20 | MAE=1.227 | MAPE=1.75%
18:48:32 |  Iter-21 | MAE=0.662 | MAPE=0.94%
18:53:34 |  Iter-22 | MAE=0.812 | MAPE=1.12%
18:58:54 |  Iter-23 | MAE=0.698 | MAPE=0.96%
19:04:09 |  Iter-24 | MAE=0.435 | MAPE=0.60%
19:09:17 |  Iter-25 | MAE=0.633 | MAPE=0.88%
19:14:07 |  Iter-26 | MAE=0.750 | MAPE=1.04%
19:19:07 |  Iter-27 | MAE=0.774 | MAPE=1.09%
19:24:37 |  Iter-28 | MAE=0.176 | MAPE=0.25%
19:29:07 |  Iter-29 | MAE=0.912 | MAPE=1.27%
19:34:21 |  Iter-30 | MAE=0.618 | MAPE=0.85%
19:39:29 |  Iter-31 | MAE=0.738 | MAPE=1.01%
19:44:58 |  Iter-32 | MAE=0.689 | MAPE=0.95%
19:50:15 |  Iter-33 | MAE=0.813 | MAPE=1.11%
19:55:37 |  Iter-34 | MAE=1.687 | MAPE=2.37%
20:00:46 |  Iter-35 | MAE=1.067 | MAPE=1.45%
20:05:43 |  Iter-36 | MAE=0.896 | MAPE=1.20%
20:10:37 |  Iter-37 | MAE=0.680 | MAPE=0.91%
20:16:25 |  Iter-38 | MAE=2.444 | MAPE=3.40%
20:21:22 |  Iter-39 | MAE=2.847 | MAPE=3.96%
20:26:46 |  Iter-40 | MAE=1.464 | MAPE=1.98%
20:31:43 |  Iter-41 | MAE=0.575 | MAPE=0.77%
20:36:49 |  Iter-42 | MAE=1.844 | MAPE=2.48%
20:41:45 |  Iter-43 | MAE=0.896 | MAPE=1.18%
