Model,Paradigm,H1_Seeds,H1_MAE_mean,H1_MAE_std,H1_RMSE_mean,H1_RMSE_std,H1_MAPE_mean,H1_MAPE_std,H1_CRPS_mean,H1_CRPS_std,H1_DA_mean,H1_DA_std,H1_R2_mean,H1_R2_std,H3_Seeds,H3_MAE_mean,H3_MAE_std,H3_RMSE_mean,H3_RMSE_std,H3_MAPE_mean,H3_MAPE_std,H3_CRPS_mean,H3_CRPS_std,H3_DA_mean,H3_DA_std,H3_R2_mean,H3_R2_std,H5_Seeds,H5_MAE_mean,H5_MAE_std,H5_RMSE_mean,H5_RMSE_std,H5_MAPE_mean,H5_MAPE_std,H5_CRPS_mean,H5_CRPS_std,H5_DA_mean,H5_DA_std,H5_R2_mean,H5_R2_std,H7_Seeds,H7_MAE_mean,H7_MAE_std,H7_RMSE_mean,H7_RMSE_std,H7_MAPE_mean,H7_MAPE_std,H7_CRPS_mean,H7_CRPS_std,H7_DA_mean,H7_DA_std,H7_R2_mean,H7_R2_std
NHits,P1 Linear,5,3.132106,0.07908095866894885,5.5863398,0.07086898378952537,2.75108,0.052492986198157975,3.1478309999999996,0.08112255792934538,57.072,1.2361779807131335,0.96631,0.0008623011075024697,5,5.1407378,0.16353481225891928,8.934466400000002,0.20847641068821146,4.54732,0.12011869796164108,5.174335,0.1666903845052257,45.614,3.4378691074559553,0.9133632,0.0041029566120055205,5,5.543584,0.13153788985231596,9.1619014,0.18886837486948455,4.85344,0.1120471436494481,5.4925215,0.09268697887109051,48.688,3.0760195057899113,0.9093572,0.003724251033429414,5,4.8448002,0.07323428055876555,8.6658208,0.09250070161333926,4.364579999999999,0.05508623784576306,4.84547425,0.0818645411285465,46.3,2.4430472774795,0.8906562000000001,0.0023200946877229103
Autoformer,P2 Transformer,5,3.1454128,0.07407035001510386,5.718515200000001,0.08869455044229038,2.74868,0.052504605512278646,3.1308875,0.07617807584042793,56.465999999999994,1.2511210972563769,0.964694,0.0010882464794337622,5,5.3626038000000005,0.046402912742197586,9.8277498,0.09205932590976325,4.69478,0.03743289462491512,5.34294975,0.027570445801391945,49.99999999999999,3.042952513595965,0.895221,0.001976024392561986,5,6.0876716,0.21957128542193294,10.483649600000001,0.524677473173987,5.38476,0.1764242001540604,6.07604825,0.24410842959878998,46.868,3.056916093058493,0.8810708,0.011803000845547716,5,4.862581799999999,0.09639264358736084,8.8020338,0.1516071137900859,4.369960000000001,0.08705654714034997,4.83605125,0.08997264448535164,51.028000000000006,3.3342489409160794,0.8871711999999998,0.003849721101586456
GUMNet_Decomp,P8 GUMNet Ours,5,3.1537824,0.08622194722598187,5.621694400000001,0.18219091753279018,2.7285800000000004,0.07007180317360187,2.19216925,0.07883396873294846,55.153999999999996,0.7424715482764318,0.9658518,0.0022450219063519165,5,5.1275818,0.15350533177111478,8.9567958,0.34755071140447996,4.51558,0.12192075131002086,3.5862612,0.12483074149006736,46.94,1.069785025133553,0.912846,0.006920406462051225,5,5.4669866,0.103154682983566,8.9457142,0.15216196120634076,4.82816,0.10136939577604302,3.96831825,0.08319867051935077,52.02199999999999,1.91950410262651,0.9135962,0.0029218919487208907,5,4.688884799999999,0.04991492233150309,8.4469662,0.09344783208271881,4.2262,0.03949131550100602,3.2502085,0.05996320190124947,52.056,1.8220493955982637,0.8961086,0.0022894948438465547
CARD,P3 Inverted,5,3.1652207999999997,0.04447049472807782,5.6919846,0.19236360007818543,2.7670000000000003,0.03242326325341113,3.1790725,0.03889322771704602,54.041999999999994,2.840580222419358,0.9649892000000001,0.0023242420183793395,5,5.1605897999999994,0.12528475893802865,9.0709156,0.13106235738090447,4.526940000000001,0.088569353616248,5.110316,0.08356472757988267,48.164,3.6004699693234485,0.9107265999999999,0.002567351756187673,5,5.450005,0.13633180903809655,9.102817400000001,0.16350015182941002,4.77796,0.10224156884555329,5.40705525,0.11836193462928654,48.284000000000006,3.907580325469972,0.9105316,0.003216298779653401,5,4.7770082,0.056550207039054994,8.649274,0.080324741732545,4.3141,0.031967546042822786,4.77102925,0.06179537344888757,46.918000000000006,4.147208217584452,0.8910764,0.002026439893014343
GUMNet_iTrans,P8 GUMNet Ours,5,3.1694096000000003,0.12239036399749782,5.6665986,0.2842895230349511,2.7338999999999998,0.09241231519662303,2.219197,0.10369208701487297,54.24400000000001,1.2217135507147316,0.9652533999999999,0.003435963073142669,5,5.2437696,0.2872737956950476,9.315292,0.4479890830558261,4.58722,0.223326580594429,3.6846298000000006,0.16164547850082295,48.470000000000006,1.8246314696398283,0.9056536,0.009226013106429011,5,5.0770706,0.2691140185591229,8.5229916,0.519110252876824,4.525440000000001,0.20961349765699736,3.6116330000000003,0.24542744395340135,50.506,2.0205009279879094,0.921301,0.009546850936303577,5,4.5439676,0.20220836625283334,8.523469799999999,0.44753953155688925,4.18024,0.1517652081341439,3.339497,0.08613395788828011,52.67,2.3270152556440187,0.8939394,0.011082455442725677
TEMPO,P6 Foundation,5,3.183493,0.09010913774085288,5.7804558,0.13405378449473182,2.80562,0.0658843046559649,3.1642805,0.09112612193685185,57.678,1.2524120727619967,0.9639139999999999,0.0016661598962884594,5,5.371999199999999,0.10088087040544409,9.7862686,0.17668403102442518,4.6915,0.0726719202993838,5.371999199999999,0.10088087040544409,48.674,1.1449471603528263,0.8960788,0.0037480433508698774,5,5.949025,0.28060877436459464,10.2559554,0.6092372254117764,5.22846,0.2127031414906702,5.935647250000001,0.31230079144582307,49.394,3.6472049572240945,0.8860644000000001,0.013000202715342565,5,4.7593112,0.11538531809099475,8.7225504,0.19947505481397923,4.31298,0.0975278503813143,4.7593112,0.11538531809099475,48.355999999999995,2.6911157537348718,0.8891744000000001,0.005060722185617381
S_Mamba,P5 SSM,5,3.1912474,0.08415251803624182,5.9729966,0.10379443813153008,2.80572,0.06390813406758168,3.15739175,0.055866203380823265,57.577999999999996,1.779993258414201,0.9614794,0.0013491361087748148,5,5.2413362,0.20959238091438348,9.5586582,0.6396491680586788,4.61062,0.16938309714962685,5.2413362,0.20959238091438348,50.918,2.819336092061391,0.9004448,0.012635320326766548,5,5.385851799999999,0.07997867488124556,8.8650084,0.19257525760346306,4.74168,0.056301239773205614,5.387347,0.08935635080675561,45.252,1.1793964558196701,0.9151323999999998,0.0036926693651070227,5,4.9191902,0.09792175375349443,8.8999012,0.17552518004138287,4.450360000000001,0.07720172536932036,4.909888499999999,0.10748594888751742,46.303999999999995,1.3575212705515884,0.8846376000000001,0.00450262708204885
GUMNet_MoE_Sparse,P8 GUMNet Ours,5,3.2045597999999997,0.03634628203489326,5.8409138,0.07397980273939643,2.7725,0.0351770948203514,2.347756,0.030768308273286703,56.767999999999994,2.5860038669731336,0.9631692,0.0009384705429580881,5,5.1446428,0.1834081015630445,8.894423999999999,0.32897464648024166,4.523700000000001,0.13637413244453672,3.5758336,0.08506431778977605,49.388,3.7808856105415316,0.9140674000000001,0.006404019662680637,5,5.420292999999999,0.0922989911515831,9.0425054,0.1755058510735181,4.806700000000001,0.08388430127264587,3.97341525,0.03278082672367341,48.080000000000005,2.602045349335788,0.9117084,0.003440929792948425,5,4.8077842,0.13115476196829468,8.804335,0.2780748350232358,4.3574600000000006,0.10003818470963971,3.35184,0.05949559311831424,47.67,3.2144921838449068,0.887033,0.0072514849789543125
GUMNet_Mamba,P8 GUMNet Ours,5,3.2093523999999993,0.06052816685345757,5.6562176,0.10148169967555709,2.77596,0.04315157471054799,2.265375,0.05596071801272755,58.38599999999999,1.1342592296296297,0.9654562,0.0012440818944104695,5,5.181901,0.08399506322159654,9.0511342,0.20354206126832838,4.55718,0.07052838861054468,3.6901658000000004,0.1069143317154439,43.26800000000001,1.6884004264391772,0.9110889999999999,0.004023889958733962,5,5.3932054,0.05622938970182755,8.833929000000001,0.1231775664331778,4.831999999999999,0.03847165190110748,3.9244382499999997,0.07620758296381999,50.303999999999995,1.737787098582563,0.9157500000000001,0.002366921291467018,5,4.8075538,0.13481516889341488,8.6756916,0.19904701586469503,4.36716,0.11335329902565681,3.45102125,0.043160604058417706,51.782000000000004,2.059363008311064,0.8903618,0.004992509525278856
FITS,P4 Frequency,5,3.215348,0.08498807681080918,5.779377,0.09911958216820725,2.7885,0.07005937481879206,3.1791945,0.04993334245521729,54.75,1.6450531906294097,0.9639365999999999,0.0012358245182872722,5,5.0826208,0.11441854295069478,8.864260400000001,0.20594491593491715,4.47728,0.07188962094767246,5.09139875,0.1264090253213254,42.758,1.492131361509434,0.91472,0.003964443466616744,5,5.8067388,0.11257785516947824,9.567436800000001,0.17545352782477747,5.1184400000000005,0.10591813064815678,5.8086072500000006,0.12579650756752958,45.454,1.8623490542860104,0.9011642,0.0036323190608755964,5,5.0281096000000005,0.08763072880810736,8.9144312,0.18485829617672012,4.50842,0.0605234632188211,5.032280999999999,0.09752911308681153,47.262,1.6770855672862968,0.8842558,0.0047819836637111165
GUMNet_RL,P8 GUMNet Ours,5,3.2153951999999997,0.08016966411155775,5.807718799999999,0.21206665639972733,2.79768,0.06328704132758939,2.33175375,0.07000964845424888,55.86,1.5199605258032214,0.9635442000000001,0.0026635885868504447,5,5.2653762,0.026409697494670415,9.1297106,0.09705875263076444,4.62042,0.030906335920002068,3.6665652,0.10179823504442494,44.593999999999994,1.2324706893066457,0.9095742,0.0019166677750721325,5,5.3039444,0.03201760220003996,8.9921136,0.11548625667428994,4.71516,0.04534735273420046,3.86146725,0.05890205495725499,50.403999999999996,1.6736618535415106,0.9127086,0.002239134171951273,5,4.868094,0.17995638328772898,8.8695814,0.24709901264278672,4.41948,0.14659596720237555,3.528146,0.07076895882376666,49.248000000000005,1.5516365553827351,0.885378,0.0064213317310352555
