Model,Paradigm,H1_Seeds,H1_MAE_mean,H1_MAE_std,H1_RMSE_mean,H1_RMSE_std,H1_MAPE_mean,H1_MAPE_std,H1_CRPS_mean,H1_CRPS_std,H1_DA_mean,H1_DA_std,H1_R2_mean,H1_R2_std,H3_Seeds,H3_MAE_mean,H3_MAE_std,H3_RMSE_mean,H3_RMSE_std,H3_MAPE_mean,H3_MAPE_std,H3_CRPS_mean,H3_CRPS_std,H3_DA_mean,H3_DA_std,H3_R2_mean,H3_R2_std,H5_Seeds,H5_MAE_mean,H5_MAE_std,H5_RMSE_mean,H5_RMSE_std,H5_MAPE_mean,H5_MAPE_std,H5_CRPS_mean,H5_CRPS_std,H5_DA_mean,H5_DA_std,H5_R2_mean,H5_R2_std,H7_Seeds,H7_MAE_mean,H7_MAE_std,H7_RMSE_mean,H7_RMSE_std,H7_MAPE_mean,H7_MAPE_std,H7_CRPS_mean,H7_CRPS_std,H7_DA_mean,H7_DA_std,H7_R2_mean,H7_R2_std
GUMNet_Adaptive,P8 GUMNet Ours,5,3.2333895999999998,0.07957563092454865,5.9605014,0.30187150582630357,2.78116,0.06890389248801551,2.6349256,0.0827496786715212,54.748000000000005,1.2605300472420324,0.9615536,0.003921262837403289,5,5.223669200000001,0.16233162431442616,9.1050922,0.3826940063896481,4.5771999999999995,0.12800868720520514,4.2392563999999995,0.16708575040451526,45.92,1.4424978336205563,0.9099126,0.00772091589385613,5,4.888613,0.13788854725465782,8.1086106,0.1549887302413953,4.39182,0.08355030580434761,3.7703046000000002,0.11895274483861236,51.51800000000001,1.110052251022446,0.9290050000000001,0.002725964123021437,5,4.658112,0.09675275600209027,8.616668800000001,0.09558584011117956,4.25324,0.06113148452311609,3.6408288,0.061017854116315794,50.959999999999994,0.9006220072816332,0.891892,0.002406528287803816
GUMNet,P8 GUMNet Ours,5,3.2378358,0.03739673728228172,5.765101799999999,0.08885731200841057,2.82532,0.02777649365920765,2.3367085000000003,0.03577671189824462,56.26400000000001,3.0051994942099927,0.9641165999999999,0.0011104933318124726,5,4.854549799999999,0.018972895260344572,8.353131,0.09037322447052547,4.25652,0.011005344156363457,3.41055675,0.019335676253689822,49.08200000000001,2.4007948683717233,0.9243032,0.001633768331190204,5,5.444003199999999,0.07761098123178188,8.9355482,0.1290937679276581,4.76042,0.05622861904759898,4.083369749999999,0.05642289249221017,52.428,0.8097505788821647,0.9137996000000002,0.0025009273959873254,5,4.872562,0.19191053613598186,8.7414788,0.2955854656842247,4.4107,0.1496041576962353,3.5649990000000003,0.12135526766481959,48.972,2.110501362235998,0.8886239999999999,0.007582924580925217
GUMNet_Patch,P8 GUMNet Ours,5,3.2529647999999995,0.100271798775927,5.8785944,0.25446374112049824,2.83154,0.07215767734621162,2.3630705,0.10103201342520088,56.668000000000006,1.6723325028235274,0.9626286000000001,0.003253178544131893,5,5.2457696,0.1640211664201909,9.2238546,0.29195172974490147,4.59242,0.13123957330012928,3.7297398,0.12939813821133597,43.88,1.290209285348697,0.9076178,0.005858934353617561,5,5.3655898,0.13608661584358686,8.9451372,0.18335221459846096,4.77582,0.09338900149375201,3.8356155000000003,0.15837034086832663,51.61800000000001,3.8527880813769158,0.9135962,0.003578570183746599,5,4.7227958,0.11017070532659776,8.624395400000001,0.17827505074418015,4.27584,0.089948754299323,3.4048755,0.09327032161545272,51.986000000000004,3.209128230532399,0.8916651999999999,0.004450999321500732
TimeMachine,P5 SSM,5,3.2552388,0.10199402258054145,5.965799199999999,0.2308686848919965,2.8412599999999997,0.07694732224060814,3.234808,0.10448151922469347,57.678,0.9810891906447653,0.9615262,0.0029408535087623914,5,5.2508988,0.19549362894621392,9.5689502,0.6034274621017509,4.60674,0.14680194276643604,5.2508988,0.19549362894621392,47.042,2.2670632986310744,0.9002804,0.011985377767930376,5,5.850189599999999,0.30298220096738354,9.9933404,0.9435678070719877,5.16742,0.23542420776122425,5.933036499999999,0.2836013459607517,49.494,1.599482416283469,0.8912441999999998,0.01998886583475911,5,4.959918,0.12165617772230083,8.8547658,0.3363122099462939,4.48866,0.07944942038806842,4.93383025,0.12287159343065239,47.194,1.4424368270395749,0.8856845999999999,0.008540547373558685
GUMNet_Fusion,P8 GUMNet Ours,5,3.2562766000000005,0.15674148962237155,6.0182872,0.4582497530977622,2.7961799999999997,0.11563477677584721,2.3502698,0.08398228013432363,55.86,1.515968337400225,0.960678,0.005806725858864016,5,5.328368,0.0769949322124514,9.4411458,0.22543501925335416,4.6520600000000005,0.06062931963992345,3.7440896,0.11541669071949687,45.614,1.189514186548442,0.9032555999999999,0.004632575724151745,5,5.0407246,0.21368514377242057,8.311500599999999,0.526650347408449,4.48278,0.14823087937403595,3.4596545,0.11212939878216603,51.516,4.606089881884633,0.9251356,0.00960662972326926,5,4.672594,0.26870900661124103,8.694557799999998,0.5789427346255933,4.2904,0.19458722465773537,3.3702875999999997,0.21518420425728282,50.684000000000005,1.3862842421379529,0.8894544,0.014572762148611354
Reformer,P2 Transformer,5,3.2704709999999997,0.1462482031916974,5.9002984,0.3696809715062973,2.8333800000000005,0.11561659742441827,3.3229300000000004,0.11391197376044368,56.772000000000006,1.7376697039426112,0.9622752,0.004790444547221068,5,5.3194026,0.22908262788836678,9.5071178,0.6329854760837406,4.64554,0.19702427870696546,5.3434375,0.25042000900537065,45.51199999999999,1.7189345537279774,0.9015202,0.012772179976808986,5,5.7195480000000005,0.38299033910426517,9.5355272,0.7407614081236685,5.0087399999999995,0.2867863776402221,5.669450250000001,0.41328328908109446,48.28,2.4467692984832063,0.9012632,0.015460261516546215,5,5.001216,0.2411497988993564,9.168602400000001,0.6079491274968982,4.49932,0.19067206822185565,5.0168455000000005,0.26733897122426803,46.232,2.5614324117571408,0.877076,0.016933354410748058
UniTS,P3 Inverted,5,3.2828066,0.061495748141152,5.860578000000001,0.15238913626502376,2.85036,0.049186526610444925,3.2857417499999997,0.06844036288395539,49.492000000000004,0.3193994364428334,0.9629019999999999,0.0019407238855643288,5,4.8466178,0.03708414681990132,8.5048578,0.1128193423104389,4.28032,0.031824795364620906,4.8448585,0.041274286780633745,48.980000000000004,2.280789337049787,0.9215235999999999,0.0020812212376391,5,5.542818800000001,0.10380792910640302,9.1258204,0.25819736203268956,4.881480000000001,0.07675538808448555,5.5831125,0.07315870681778043,48.686,2.7612504413761525,0.9100362000000001,0.005119632619631996,5,5.1092424,0.1979623618767971,9.404869600000001,0.5596706161043651,4.56022,0.15627354734567211,5.05039625,0.1779663565134924,47.124,3.4131311138015192,0.8707692,0.015229019579736575
MambaFormer,P5 SSM,5,3.3130598000000004,0.1758621378675921,6.002771999999999,0.335073119504385,2.8764600000000002,0.13743974097763714,3.2634927499999997,0.16240351655887103,55.455999999999996,1.9523175971137479,0.960985,0.004364771884073673,5,5.2414412,0.40020305316896304,9.460550800000002,0.7146762345222905,4.55722,0.2952571787442261,5.2414412,0.40020305316896304,47.246,3.1205999423187842,0.9023588,0.013970975834207122,5,5.5016788000000005,0.43408889719245286,9.038251999999998,0.7980140700892435,4.825660000000001,0.33723905823614203,5.50442475,0.4852872985409647,49.898,2.6811146935556494,0.9111374,0.01645406941276231,5,5.040375399999999,0.26796044342895076,9.110330999999999,0.4521275705258415,4.51648,0.21485767754492743,5.078077499999999,0.28748262092037835,48.767999999999994,1.5711575350676967,0.878867,0.011823703040925868
BiMamba,P5 SSM,5,3.3178652,0.05516607744764894,6.1268899999999995,0.19427766196863713,2.89182,0.04687435972896052,3.31432325,0.061166927969185284,56.366,2.084424141099888,0.9594403999999999,0.0025203652592431843,5,5.2515448000000005,0.09608309378740862,9.631432,0.20618385527387897,4.61404,0.08502274048747185,5.2515448000000005,0.09608309378740862,42.962,3.311467348472577,0.8993276,0.004366225399587154,5,6.3460790000000005,0.15244636328361544,10.958566999999999,0.34317623640398,5.6089,0.13274174927278912,6.29663075,0.12970821083373069,51.314,2.7236857381129704,0.8702492,0.008056856394400966,5,5.0540886,0.10385899120750218,8.984486999999998,0.21011656897255876,4.56068,0.08842371627566883,5.0051005,0.03852522368851345,48.76800000000001,3.5839330350886858,0.8824156000000001,0.005461904781301133
Crossformer,P3 Inverted,5,3.3269509999999998,0.2234789226473047,6.1292618,0.6420952675821242,2.84088,0.14948564345782497,3.2742455,0.2203161079749958,55.254,1.5819557515935778,0.9590044000000001,0.008515433085874142,5,5.1214844,0.1599946319369497,9.0690184,0.32613905534884974,4.4636000000000005,0.12354451829199059,5.1615157499999995,0.15487190802946638,48.775999999999996,3.3458487712387712,0.9106674,0.006576412201193008,5,5.9135032,0.3796707230995827,9.8847188,0.2613795793541643,5.1151,0.27934721763425513,5.881089499999999,0.41825121964586065,50.30200000000001,3.3621623994090464,0.8944618,0.005509211682264531,5,5.0590458,0.19838082065098936,9.344297999999998,0.43009528948501635,4.565600000000001,0.15456888432022803,4.987392,0.15336998477700925,48.632000000000005,2.075730232954175,0.8726094,0.011782996573028424
Lag_Llama,P6 Foundation,5,3.3351374,0.1700327845429816,6.0323224,0.4973054042109737,2.90892,0.1314050136029824,3.379454,0.16223171575404116,55.254,2.6827344259169603,0.9604554000000001,0.006676592711855336,5,5.1430094,0.17105505876716998,8.984463,0.2558889765402175,4.465719999999999,0.12407190495837464,5.1430094,0.17105505876716998,43.88,1.5129044913675145,0.9123676,0.005019917672631703,5,5.313738,0.2708725591543006,8.7616388,0.47210763596679894,4.683199999999999,0.1874409773768797,5.2183715,0.21503739795033336,49.09,0.9819164933944229,0.9168987999999999,0.008857415501149313,5,5.0782336,0.3298801841945646,9.3828516,0.8545508986871638,4.55998,0.2511025639056678,5.1269355,0.3523730900441319,46.782,2.7025203051966136,0.8707642,0.02419095627212781
FedFormer,P2 Transformer,5,3.3552495999999996,0.13177534255330164,6.0012007999999994,0.38453252534390375,2.88774,0.10263458676294267,3.405411,0.09552536773810395,55.660000000000004,1.442289846043437,0.9609669999999999,0.00507855936265396,5,5.4841794,0.150124025980654,10.088500999999999,0.43249627720802414,4.75036,0.10651188853832232,5.5037425,0.16204306391434994,47.144000000000005,4.049284381220958,0.889394,0.00947556343443492,5,5.5193666,0.43600149421789836,9.3610214,0.8238629796199366,4.83814,0.30056708801863175,5.4886669999999995,0.4826067773037383,47.678000000000004,2.0618671150197834,0.9046821999999999,0.016440025345479253,5,4.6069122,0.271701408168158,8.4560584,0.3977930886582119,4.15024,0.19568842173209927,4.726396,0.1445516402138003,48.696,2.775446630724503,0.8956671999999999,0.009699351697922904
GUMNet_Diffusion,P8 GUMNet Ours,5,3.357692,0.1528136936089172,6.025249199999999,0.21757299896761073,2.90302,0.11733211666035862,2.4119412000000002,0.08178809029779331,58.69000000000001,1.4408886147096864,0.9607632,0.002850013150846848,5,5.600696000000001,0.1681487509998216,9.812656,0.29541221178955995,4.90398,0.13286026343493382,3.8954880000000003,0.0830580348575621,46.022,3.279898778925961,0.8954570000000001,0.006411462017356118,5,5.5659994,0.06541186750613368,9.136930199999998,0.1969887712611049,4.9534199999999995,0.05924091153923955,3.91111725,0.10440257127670514,45.148,3.283281285543473,0.9098472000000001,0.003885772993884227,5,4.8474276000000005,0.21875414407375232,8.6374346,0.41619758624509107,4.42674,0.17624723090023292,3.4172522,0.11992636067420706,48.286,2.1746043318268264,0.8911315999999999,0.010236374369863585
Informer,P2 Transformer,5,3.3865906000000003,0.125203009079814,6.2063962,0.30979323318135915,2.92496,0.09492613128111765,3.3585345,0.12513599848664642,55.660000000000004,1.8746733048720794,0.9583192,0.0041159260634758355,5,5.4866095999999995,0.8041359240746804,9.994890800000002,2.05929243799373,4.7245,0.6081647243962776,5.643223999999999,0.828041592583066,49.184,3.2028649674939476,0.8870359999999999,0.04966429391423982,5,6.068297599999999,0.7086690966883205,10.2228282,1.543185635323683,5.23206,0.5154541089175644,5.788632,0.48651888106680924,49.294000000000004,2.3392699715937013,0.8846268,0.03626567909415182,5,4.7860112,0.4256365919938744,8.814974799999998,0.8934961538863835,4.33764,0.3205323297266595,4.75812775,0.4717739942341962,49.586,3.4479535959754464,0.8857102000000001,0.024013356944833846
GPT4TS,P6 Foundation,5,3.4320218,0.18607371869385536,6.3314528,0.5819353017542069,2.90686,0.14292594725941132,3.3717312500000003,0.1584441033588424,52.022000000000006,2.0938997110654567,0.9563648,0.008051798194192368,5,5.4619602,0.3700158233110579,9.782931399999999,0.673297292506542,4.7366399999999995,0.2765697785369905,5.4619602,0.3700158233110579,45.92,2.2113073056452373,0.8956916000000001,0.014835135868605975,5,5.904083999999999,0.44510570140091427,9.622114999999999,0.6580113071374989,5.11366,0.31484315841383603,5.8694370000000005,0.49157581686805935,51.11,5.127073239188222,0.8995976000000001,0.013358751477589487,5,4.5961812,0.3206441867250365,8.3912394,0.4444389532728201,4.19984,0.23958241671708727,4.5961812,0.3206441867250365,47.467999999999996,2.3786920775922207,0.8971998000000001,0.010810176509197283
TimeXer,P3 Inverted,5,3.6424668,0.341119898250102,6.7818629999999995,0.8805186819744373,3.0877000000000003,0.2752918887290362,3.5209145,0.26754190896240915,52.324,4.198997975708014,0.9495182,0.013208494727257917,5,5.2616206,0.3269001261747081,9.4623474,0.5835367247670367,4.565299999999999,0.24985731928442684,5.4022205,0.1863812120795708,47.04200000000001,0.8774371772383475,0.9025065999999999,0.011891896343308775,5,5.484009800000001,0.21468634147462676,9.135723800000001,0.48479958608950957,4.79944,0.14153763598421432,5.485076500000001,0.2400147751186373,48.583999999999996,1.4776413637956949,0.9096592000000001,0.00992360511910867,5,5.1204426000000005,0.15017719845515842,9.174712199999998,0.22810481247566916,4.59568,0.11535904645930477,5.143268,0.1599577889444589,49.112,1.6580036188139027,0.8773754,0.006074236070486567
