13:02:42 | ================================================================================
13:02:42 |  TimeXer | DAU | H1 | walkforward | seed=777
13:02:42 | ================================================================================
13:02:42 | Data: 4513 rows | Features: 16
13:08:52 |  Iter-01 | MAE=1.478 | MAPE=1.79%
13:14:58 |  Iter-02 | MAE=0.997 | MAPE=1.21%
13:21:11 |  Iter-03 | MAE=1.233 | MAPE=1.51%
13:25:24 |  Iter-04 | MAE=1.495 | MAPE=1.87%
13:31:17 |  Iter-05 | MAE=0.630 | MAPE=0.80%
13:37:48 |  Iter-06 | MAE=0.291 | MAPE=0.36%
13:43:53 |  Iter-07 | MAE=1.577 | MAPE=2.00%
13:50:44 |  Iter-08 | MAE=0.422 | MAPE=0.53%
13:54:50 |  Iter-09 | MAE=0.104 | MAPE=0.13%
13:59:14 |  Iter-10 | MAE=0.824 | MAPE=1.02%
14:05:39 |  Iter-11 | MAE=0.174 | MAPE=0.21%
14:11:58 |  Iter-12 | MAE=0.276 | MAPE=0.34%
14:16:22 |  Iter-13 | MAE=0.358 | MAPE=0.45%
14:22:09 |  Iter-14 | MAE=0.212 | MAPE=0.27%
14:30:20 |  Iter-15 | MAE=0.459 | MAPE=0.57%
14:35:47 |  Iter-16 | MAE=0.129 | MAPE=0.16%
14:40:11 |  Iter-17 | MAE=0.537 | MAPE=0.68%
14:46:54 |  Iter-18 | MAE=1.191 | MAPE=1.53%
14:52:14 |  Iter-19 | MAE=0.416 | MAPE=0.52%
14:57:16 |  Iter-20 | MAE=0.983 | MAPE=1.27%
15:02:24 |  Iter-21 | MAE=0.761 | MAPE=0.99%
15:07:10 |  Iter-22 | MAE=0.447 | MAPE=0.56%
15:14:37 |  Iter-23 | MAE=0.078 | MAPE=0.10%
15:20:01 |  Iter-24 | MAE=0.989 | MAPE=1.22%
15:27:04 |  Iter-25 | MAE=0.189 | MAPE=0.23%
15:32:34 |  Iter-26 | MAE=1.132 | MAPE=1.39%
15:37:07 |  Iter-27 | MAE=1.881 | MAPE=2.30%
15:42:56 |  Iter-28 | MAE=0.548 | MAPE=0.67%
15:48:44 |  Iter-29 | MAE=0.290 | MAPE=0.35%
15:54:32 |  Iter-30 | MAE=0.250 | MAPE=0.30%
15:59:37 |  Iter-31 | MAE=2.361 | MAPE=2.77%
16:08:01 |  Iter-32 | MAE=0.299 | MAPE=0.35%
16:14:45 |  Iter-33 | MAE=0.684 | MAPE=0.80%
16:20:27 |  Iter-34 | MAE=1.997 | MAPE=2.38%
16:26:15 |  Iter-35 | MAE=0.205 | MAPE=0.24%
16:32:34 |  Iter-36 | MAE=0.929 | MAPE=1.05%
16:38:36 |  Iter-37 | MAE=0.180 | MAPE=0.20%
16:46:53 |  Iter-38 | MAE=2.227 | MAPE=2.56%
16:51:33 |  Iter-39 | MAE=1.452 | MAPE=1.68%
16:56:56 |  Iter-40 | MAE=0.590 | MAPE=0.67%
17:01:30 |  Iter-41 | MAE=1.253 | MAPE=1.43%
17:06:41 |  Iter-42 | MAE=1.524 | MAPE=1.72%
17:13:19 |  Iter-43 | MAE=1.952 | MAPE=2.23%
17:18:22 |  Iter-44 | MAE=0.055 | MAPE=0.06%
17:23:18 |  Iter-45 | MAE=1.749 | MAPE=1.96%
17:28:40 |  Iter-46 | MAE=0.531 | MAPE=0.60%
17:34:58 |  Iter-47 | MAE=1.311 | MAPE=1.51%
17:40:07 |  Iter-48 | MAE=0.223 | MAPE=0.26%
17:48:13 |  Iter-49 | MAE=0.839 | MAPE=0.97%
17:54:24 |  Iter-50 | MAE=0.355 | MAPE=0.41%
17:57:40 |  Iter-51 | MAE=4.900 | MAPE=5.37%
18:02:43 |  Iter-52 | MAE=0.341 | MAPE=0.37%
18:07:52 |  Iter-53 | MAE=0.782 | MAPE=0.85%
18:13:32 |  Iter-54 | MAE=0.719 | MAPE=0.78%
18:19:31 |  Iter-55 | MAE=0.138 | MAPE=0.15%
18:24:08 |  Iter-56 | MAE=0.636 | MAPE=0.69%
18:29:29 |  Iter-57 | MAE=0.054 | MAPE=0.06%
18:35:28 |  Iter-58 | MAE=22.096 | MAPE=19.24%
18:38:50 |  Iter-59 | MAE=6.731 | MAPE=5.36%
18:45:39 |  Iter-60 | MAE=15.323 | MAPE=10.71%
18:50:54 |  Iter-61 | MAE=27.388 | MAPE=17.94%
18:56:22 |  Iter-62 | MAE=1.093 | MAPE=0.70%
19:00:27 |  Iter-63 | MAE=12.970 | MAPE=7.01%
19:05:11 |  Iter-64 | MAE=21.481 | MAPE=13.35%
19:12:44 |  Iter-65 | MAE=27.755 | MAPE=16.92%
19:16:56 |  Iter-66 | MAE=34.279 | MAPE=17.67%
19:20:24 |  Iter-67 | MAE=11.653 | MAPE=6.07%
19:25:01 |  Iter-68 | MAE=2.556 | MAPE=1.34%
19:28:23 |  Iter-69 | MAE=8.272 | MAPE=4.18%
19:34:28 |  Iter-70 | MAE=33.362 | MAPE=16.82%
19:38:53 |  Iter-71 | MAE=11.420 | MAPE=5.10%
19:42:27 |  Iter-72 | MAE=8.833 | MAPE=3.97%
19:45:42 |  Iter-73 | MAE=16.585 | MAPE=6.84%
19:49:17 |  Iter-74 | MAE=15.854 | MAPE=7.22%
19:53:22 |  Iter-75 | MAE=13.721 | MAPE=6.69%
19:57:09 |  Iter-76 | MAE=10.423 | MAPE=4.82%
20:02:31 |  Iter-77 | MAE=9.027 | MAPE=3.80%
20:07:45 |  Iter-78 | MAE=21.055 | MAPE=8.37%
20:15:00 |  Iter-79 | MAE=19.520 | MAPE=8.19%
