13:16:00 | ================================================================================
13:16:00 |  Crossformer | XANG | H1 | walkforward | seed=2025
13:16:00 | ================================================================================
13:16:00 | Data: 4513 rows | Features: 15
13:21:31 |  Iter-01 | MAE=0.094 | MAPE=0.12%
13:26:07 |  Iter-02 | MAE=0.161 | MAPE=0.21%
13:32:19 |  Iter-03 | MAE=0.685 | MAPE=0.88%
13:35:44 |  Iter-04 | MAE=2.431 | MAPE=3.24%
13:41:51 |  Iter-05 | MAE=0.421 | MAPE=0.56%
13:46:21 |  Iter-06 | MAE=0.594 | MAPE=0.80%
13:50:01 |  Iter-07 | MAE=1.185 | MAPE=1.62%
13:56:21 |  Iter-08 | MAE=0.438 | MAPE=0.59%
14:00:07 |  Iter-09 | MAE=1.067 | MAPE=1.45%
14:03:34 |  Iter-10 | MAE=0.551 | MAPE=0.75%
14:07:34 |  Iter-11 | MAE=0.197 | MAPE=0.27%
14:10:50 |  Iter-12 | MAE=0.360 | MAPE=0.49%
14:15:16 |  Iter-13 | MAE=0.853 | MAPE=1.18%
14:19:55 |  Iter-14 | MAE=0.097 | MAPE=0.13%
14:23:44 |  Iter-15 | MAE=0.320 | MAPE=0.44%
14:25:37 |  Iter-16 | MAE=0.030 | MAPE=0.04%
14:29:56 |  Iter-17 | MAE=0.722 | MAPE=1.00%
14:34:07 |  Iter-18 | MAE=1.366 | MAPE=1.93%
14:37:41 |  Iter-19 | MAE=1.533 | MAPE=2.13%
14:41:58 |  Iter-20 | MAE=1.209 | MAPE=1.73%
14:45:15 |  Iter-21 | MAE=0.841 | MAPE=1.19%
14:49:38 |  Iter-22 | MAE=0.996 | MAPE=1.38%
14:52:35 |  Iter-23 | MAE=1.112 | MAPE=1.54%
14:57:33 |  Iter-24 | MAE=0.558 | MAPE=0.77%
15:01:38 |  Iter-25 | MAE=0.595 | MAPE=0.82%
15:05:41 |  Iter-26 | MAE=1.792 | MAPE=2.49%
15:10:07 |  Iter-27 | MAE=0.107 | MAPE=0.15%
15:14:17 |  Iter-28 | MAE=1.739 | MAPE=2.44%
15:19:41 |  Iter-29 | MAE=0.208 | MAPE=0.29%
15:23:41 |  Iter-30 | MAE=0.095 | MAPE=0.13%
15:28:35 |  Iter-31 | MAE=0.064 | MAPE=0.09%
15:33:50 |  Iter-32 | MAE=0.678 | MAPE=0.95%
15:37:12 |  Iter-33 | MAE=0.919 | MAPE=1.26%
15:40:22 |  Iter-34 | MAE=1.169 | MAPE=1.64%
15:44:17 |  Iter-35 | MAE=0.524 | MAPE=0.71%
15:49:34 |  Iter-36 | MAE=1.061 | MAPE=1.42%
15:52:49 |  Iter-37 | MAE=0.594 | MAPE=0.80%
15:57:25 |  Iter-38 | MAE=3.646 | MAPE=5.08%
16:01:27 |  Iter-39 | MAE=1.887 | MAPE=2.62%
16:06:37 |  Iter-40 | MAE=1.528 | MAPE=2.07%
16:10:40 |  Iter-41 | MAE=0.057 | MAPE=0.08%
16:13:52 |  Iter-42 | MAE=0.907 | MAPE=1.22%
16:18:46 |  Iter-43 | MAE=0.898 | MAPE=1.19%
16:22:28 |  Iter-44 | MAE=1.109 | MAPE=1.43%
16:26:43 |  Iter-45 | MAE=1.042 | MAPE=1.36%
16:30:12 |  Iter-46 | MAE=0.822 | MAPE=1.08%
16:33:44 |  Iter-47 | MAE=2.268 | MAPE=3.12%
16:38:20 |  Iter-48 | MAE=0.183 | MAPE=0.25%
16:42:49 |  Iter-49 | MAE=0.551 | MAPE=0.76%
16:45:56 |  Iter-50 | MAE=1.682 | MAPE=2.31%
16:50:12 |  Iter-51 | MAE=3.643 | MAPE=4.73%
16:54:00 |  Iter-52 | MAE=1.552 | MAPE=1.97%
16:57:14 |  Iter-53 | MAE=0.157 | MAPE=0.20%
16:59:56 |  Iter-54 | MAE=1.565 | MAPE=1.95%
17:04:14 |  Iter-55 | MAE=0.602 | MAPE=0.75%
17:07:09 |  Iter-56 | MAE=0.822 | MAPE=1.02%
17:10:33 |  Iter-57 | MAE=0.202 | MAPE=0.25%
17:16:42 |  Iter-58 | MAE=10.981 | MAPE=12.00%
17:21:31 |  Iter-59 | MAE=5.193 | MAPE=5.34%
17:25:34 |  Iter-60 | MAE=3.180 | MAPE=3.10%
17:30:34 |  Iter-61 | MAE=11.555 | MAPE=10.63%
17:33:26 |  Iter-62 | MAE=2.547 | MAPE=2.10%
17:36:28 |  Iter-63 | MAE=14.493 | MAPE=10.10%
17:40:05 |  Iter-64 | MAE=15.966 | MAPE=13.00%
17:44:17 |  Iter-65 | MAE=8.231 | MAPE=6.62%
17:47:48 |  Iter-66 | MAE=7.668 | MAPE=5.63%
17:52:09 |  Iter-67 | MAE=2.196 | MAPE=1.54%
17:59:20 |  Iter-68 | MAE=4.144 | MAPE=2.83%
18:01:55 |  Iter-69 | MAE=1.615 | MAPE=1.10%
18:05:56 |  Iter-70 | MAE=0.960 | MAPE=0.66%
18:10:57 |  Iter-71 | MAE=4.113 | MAPE=2.61%
18:15:02 |  Iter-72 | MAE=2.047 | MAPE=1.29%
18:17:42 |  Iter-73 | MAE=4.293 | MAPE=2.67%
18:20:11 |  Iter-74 | MAE=17.999 | MAPE=12.42%
18:23:57 |  Iter-75 | MAE=17.388 | MAPE=13.04%
18:26:40 |  Iter-76 | MAE=5.408 | MAPE=4.15%
18:30:44 |  Iter-77 | MAE=3.588 | MAPE=2.70%
18:33:50 |  Iter-78 | MAE=10.416 | MAPE=7.24%
18:36:56 |  Iter-79 | MAE=2.366 | MAPE=1.67%
18:39:34 |  Iter-80 | MAE=1.372 | MAPE=0.98%
18:42:53 |  Iter-81 | MAE=7.369 | MAPE=4.98%
18:47:16 |  Iter-82 | MAE=4.245 | MAPE=2.92%
18:50:31 |  Iter-83 | MAE=3.461 | MAPE=2.42%
18:52:21 |  Iter-84 | MAE=20.437 | MAPE=16.66%
18:55:29 |  Iter-85 | MAE=15.932 | MAPE=11.98%
18:58:42 |  Iter-86 | MAE=2.141 | MAPE=1.66%
19:02:01 |  Iter-87 | MAE=1.232 | MAPE=0.94%
19:04:33 |  Iter-88 | MAE=8.414 | MAPE=6.64%
19:07:15 |  Iter-89 | MAE=2.568 | MAPE=2.11%
19:11:18 |  Iter-90 | MAE=2.460 | MAPE=2.03%
19:14:23 |  Iter-91 | MAE=4.948 | MAPE=3.95%
19:17:50 |  Iter-92 | MAE=0.112 | MAPE=0.09%
19:19:56 |  Iter-93 | MAE=1.444 | MAPE=1.19%
19:22:18 |  Iter-94 | MAE=5.775 | MAPE=4.57%
19:26:35 |  Iter-95 | MAE=0.392 | MAPE=0.30%
19:30:14 |  Iter-96 | MAE=0.898 | MAPE=0.68%
19:34:39 |  Iter-97 | MAE=4.448 | MAPE=3.42%
19:36:45 |  Iter-98 | MAE=1.600 | MAPE=1.24%
19:40:05 |  Iter-99 | MAE=1.963 | MAPE=1.49%
19:43:19 |  Iter-100 | MAE=2.143 | MAPE=1.58%
19:43:19 | 
 OVERALL: MAE=3.022, MAPE=2.65%, R2=0.9694 (23239.4s)
19:43:19 | Saved model checkpoint: /data/quyhv/oil_forecast_tail_risk/results_v4/walkforward/Crossformer/XANG_H1_seed2025/model_checkpoint.pth
19:43:19 | Saved processor/scaler: /data/quyhv/oil_forecast_tail_risk/results_v4/walkforward/Crossformer/XANG_H1_seed2025/processor.pkl
