13:44:27 | ================================================================================
13:44:27 |  Reformer | DAU | H1 | walkforward | seed=123
13:44:27 | ================================================================================
13:44:27 | Data: 4513 rows | Features: 16
13:55:05 |  Iter-01 | MAE=1.478 | MAPE=1.79%
14:00:10 |  Iter-02 | MAE=0.250 | MAPE=0.30%
14:07:57 |  Iter-03 | MAE=1.218 | MAPE=1.50%
14:13:12 |  Iter-04 | MAE=1.348 | MAPE=1.69%
14:18:42 |  Iter-05 | MAE=0.343 | MAPE=0.43%
14:22:56 |  Iter-06 | MAE=0.611 | MAPE=0.76%
14:28:11 |  Iter-07 | MAE=1.312 | MAPE=1.66%
14:35:23 |  Iter-08 | MAE=0.085 | MAPE=0.11%
14:39:57 |  Iter-09 | MAE=0.057 | MAPE=0.07%
14:47:29 |  Iter-10 | MAE=0.797 | MAPE=0.98%
14:52:29 |  Iter-11 | MAE=0.360 | MAPE=0.44%
14:58:50 |  Iter-12 | MAE=0.492 | MAPE=0.61%
15:05:26 |  Iter-13 | MAE=1.103 | MAPE=1.39%
15:09:50 |  Iter-14 | MAE=0.252 | MAPE=0.32%
15:18:13 |  Iter-15 | MAE=0.449 | MAPE=0.56%
15:22:02 |  Iter-16 | MAE=0.127 | MAPE=0.16%
15:30:14 |  Iter-17 | MAE=0.735 | MAPE=0.93%
15:36:10 |  Iter-18 | MAE=1.327 | MAPE=1.70%
15:44:12 |  Iter-19 | MAE=0.069 | MAPE=0.09%
15:48:57 |  Iter-20 | MAE=2.012 | MAPE=2.60%
15:56:38 |  Iter-21 | MAE=0.567 | MAPE=0.74%
16:13:22 |  Iter-22 | MAE=1.328 | MAPE=1.67%
16:18:03 |  Iter-23 | MAE=0.800 | MAPE=1.00%
16:24:59 |  Iter-24 | MAE=0.651 | MAPE=0.80%
16:29:46 |  Iter-25 | MAE=0.259 | MAPE=0.31%
16:34:47 |  Iter-26 | MAE=1.975 | MAPE=2.42%
16:42:08 |  Iter-27 | MAE=0.955 | MAPE=1.17%
16:50:15 |  Iter-28 | MAE=0.043 | MAPE=0.05%
16:58:46 |  Iter-29 | MAE=0.423 | MAPE=0.51%
17:04:24 |  Iter-30 | MAE=0.648 | MAPE=0.77%
17:10:58 |  Iter-31 | MAE=1.334 | MAPE=1.56%
17:18:30 |  Iter-32 | MAE=0.408 | MAPE=0.48%
17:24:44 |  Iter-33 | MAE=0.494 | MAPE=0.58%
17:30:28 |  Iter-34 | MAE=1.432 | MAPE=1.70%
17:35:56 |  Iter-35 | MAE=0.765 | MAPE=0.88%
17:44:18 |  Iter-36 | MAE=1.479 | MAPE=1.67%
17:49:13 |  Iter-37 | MAE=0.117 | MAPE=0.13%
18:00:46 |  Iter-38 | MAE=2.222 | MAPE=2.55%
18:04:41 |  Iter-39 | MAE=1.284 | MAPE=1.49%
18:10:28 |  Iter-40 | MAE=1.801 | MAPE=2.05%
18:17:06 |  Iter-41 | MAE=0.038 | MAPE=0.04%
18:25:02 |  Iter-42 | MAE=1.846 | MAPE=2.08%
18:30:31 |  Iter-43 | MAE=1.818 | MAPE=2.08%
18:41:32 |  Iter-44 | MAE=0.600 | MAPE=0.68%
18:49:40 |  Iter-45 | MAE=1.140 | MAPE=1.28%
18:58:58 |  Iter-46 | MAE=0.053 | MAPE=0.06%
19:03:37 |  Iter-47 | MAE=0.186 | MAPE=0.21%
19:11:59 |  Iter-48 | MAE=0.679 | MAPE=0.79%
19:22:31 |  Iter-49 | MAE=0.613 | MAPE=0.71%
19:28:04 |  Iter-50 | MAE=0.967 | MAPE=1.12%
19:38:01 |  Iter-51 | MAE=3.973 | MAPE=4.35%
19:42:35 |  Iter-52 | MAE=0.286 | MAPE=0.31%
19:46:58 |  Iter-53 | MAE=0.857 | MAPE=0.94%
19:53:21 |  Iter-54 | MAE=0.350 | MAPE=0.38%
