11:40:39 | ================================================================================
11:40:39 |  LTSF_Linear | DAU | H1 | walkforward | seed=777
11:40:39 | ================================================================================
11:40:40 | Data: 4513 rows | Features: 16
11:45:35 |  Iter-01 | MAE=1.336 | MAPE=1.62%
11:52:08 |  Iter-02 | MAE=0.298 | MAPE=0.36%
11:54:42 |  Iter-03 | MAE=1.105 | MAPE=1.36%
11:58:55 |  Iter-04 | MAE=1.411 | MAPE=1.76%
12:06:45 |  Iter-05 | MAE=0.124 | MAPE=0.16%
12:17:26 |  Iter-06 | MAE=0.512 | MAPE=0.64%
12:27:02 |  Iter-07 | MAE=1.245 | MAPE=1.58%
12:32:41 |  Iter-08 | MAE=0.277 | MAPE=0.35%
12:35:47 |  Iter-09 | MAE=0.458 | MAPE=0.57%
12:42:40 |  Iter-10 | MAE=0.360 | MAPE=0.44%
12:46:30 |  Iter-11 | MAE=0.546 | MAPE=0.67%
12:49:20 |  Iter-12 | MAE=0.584 | MAPE=0.72%
12:52:10 |  Iter-13 | MAE=0.969 | MAPE=1.22%
12:54:47 |  Iter-14 | MAE=0.054 | MAPE=0.07%
12:57:24 |  Iter-15 | MAE=0.723 | MAPE=0.90%
13:01:14 |  Iter-16 | MAE=0.308 | MAPE=0.38%
13:03:54 |  Iter-17 | MAE=0.533 | MAPE=0.67%
13:06:41 |  Iter-18 | MAE=1.219 | MAPE=1.56%
13:09:18 |  Iter-19 | MAE=0.047 | MAPE=0.06%
13:12:30 |  Iter-20 | MAE=1.988 | MAPE=2.57%
13:22:22 |  Iter-21 | MAE=0.330 | MAPE=0.43%
13:25:12 |  Iter-22 | MAE=1.466 | MAPE=1.84%
13:27:56 |  Iter-23 | MAE=1.029 | MAPE=1.29%
13:34:00 |  Iter-24 | MAE=0.703 | MAPE=0.87%
13:37:28 |  Iter-25 | MAE=0.408 | MAPE=0.49%
13:42:04 |  Iter-26 | MAE=1.489 | MAPE=1.82%
13:44:37 |  Iter-27 | MAE=1.083 | MAPE=1.33%
13:48:34 |  Iter-28 | MAE=0.149 | MAPE=0.18%
13:52:22 |  Iter-29 | MAE=0.430 | MAPE=0.52%
13:55:15 |  Iter-30 | MAE=0.596 | MAPE=0.71%
13:59:18 |  Iter-31 | MAE=2.009 | MAPE=2.35%
14:09:17 |  Iter-32 | MAE=0.655 | MAPE=0.78%
14:12:06 |  Iter-33 | MAE=0.415 | MAPE=0.48%
14:22:46 |  Iter-34 | MAE=1.298 | MAPE=1.55%
14:25:39 |  Iter-35 | MAE=0.924 | MAPE=1.07%
14:28:45 |  Iter-36 | MAE=1.561 | MAPE=1.76%
14:31:41 |  Iter-37 | MAE=0.373 | MAPE=0.42%
14:39:47 |  Iter-38 | MAE=2.362 | MAPE=2.72%
14:42:28 |  Iter-39 | MAE=1.571 | MAPE=1.82%
14:45:56 |  Iter-40 | MAE=1.704 | MAPE=1.94%
14:48:36 |  Iter-41 | MAE=0.107 | MAPE=0.12%
14:51:06 |  Iter-42 | MAE=1.704 | MAPE=1.92%
14:59:58 |  Iter-43 | MAE=1.418 | MAPE=1.62%
15:09:13 |  Iter-44 | MAE=0.378 | MAPE=0.43%
15:11:43 |  Iter-45 | MAE=1.130 | MAPE=1.27%
15:15:14 |  Iter-46 | MAE=0.080 | MAPE=0.09%
15:20:58 |  Iter-47 | MAE=0.556 | MAPE=0.64%
15:28:53 |  Iter-48 | MAE=0.643 | MAPE=0.74%
15:31:38 |  Iter-49 | MAE=0.767 | MAPE=0.89%
15:39:10 |  Iter-50 | MAE=0.898 | MAPE=1.04%
15:45:07 |  Iter-51 | MAE=4.046 | MAPE=4.43%
15:47:34 |  Iter-52 | MAE=0.710 | MAPE=0.77%
15:50:19 |  Iter-53 | MAE=0.913 | MAPE=1.00%
15:54:48 |  Iter-54 | MAE=0.327 | MAPE=0.36%
15:57:56 |  Iter-55 | MAE=0.321 | MAPE=0.35%
16:05:56 |  Iter-56 | MAE=0.780 | MAPE=0.85%
16:14:15 |  Iter-57 | MAE=0.071 | MAPE=0.08%
16:24:59 |  Iter-58 | MAE=22.146 | MAPE=19.28%
16:28:00 |  Iter-59 | MAE=13.467 | MAPE=10.73%
16:30:38 |  Iter-60 | MAE=15.045 | MAPE=10.51%
16:33:19 |  Iter-61 | MAE=18.850 | MAPE=12.34%
16:35:15 |  Iter-62 | MAE=0.353 | MAPE=0.23%
16:37:27 |  Iter-63 | MAE=19.839 | MAPE=10.73%
16:40:01 |  Iter-64 | MAE=19.189 | MAPE=11.93%
16:42:26 |  Iter-65 | MAE=4.928 | MAPE=3.00%
16:44:45 |  Iter-66 | MAE=27.958 | MAPE=14.41%
16:46:57 |  Iter-67 | MAE=1.354 | MAPE=0.71%
16:49:18 |  Iter-68 | MAE=4.471 | MAPE=2.35%
16:51:37 |  Iter-69 | MAE=9.295 | MAPE=4.70%
16:54:08 |  Iter-70 | MAE=2.922 | MAPE=1.47%
16:56:27 |  Iter-71 | MAE=15.786 | MAPE=7.05%
16:58:55 |  Iter-72 | MAE=2.252 | MAPE=1.01%
17:01:26 |  Iter-73 | MAE=16.782 | MAPE=6.92%
17:03:43 |  Iter-74 | MAE=11.566 | MAPE=5.27%
17:06:17 |  Iter-75 | MAE=23.146 | MAPE=11.28%
17:08:57 |  Iter-76 | MAE=5.468 | MAPE=2.53%
17:11:36 |  Iter-77 | MAE=15.934 | MAPE=6.71%
17:14:07 |  Iter-78 | MAE=13.868 | MAPE=5.51%
17:16:47 |  Iter-79 | MAE=16.027 | MAPE=6.72%
17:19:23 |  Iter-80 | MAE=3.368 | MAPE=1.37%
17:22:19 |  Iter-81 | MAE=46.751 | MAPE=15.99%
17:25:02 |  Iter-82 | MAE=22.101 | MAPE=8.26%
17:28:04 |  Iter-83 | MAE=24.999 | MAPE=10.30%
17:31:09 |  Iter-84 | MAE=59.723 | MAPE=31.23%
17:35:09 |  Iter-85 | MAE=5.613 | MAPE=2.82%
17:37:53 |  Iter-86 | MAE=3.601 | MAPE=1.89%
17:40:33 |  Iter-87 | MAE=5.453 | MAPE=2.82%
17:43:30 |  Iter-88 | MAE=12.869 | MAPE=7.17%
17:46:03 |  Iter-89 | MAE=15.537 | MAPE=9.39%
17:48:25 |  Iter-90 | MAE=2.875 | MAPE=1.77%
17:51:43 |  Iter-91 | MAE=5.691 | MAPE=3.51%
17:54:17 |  Iter-92 | MAE=11.674 | MAPE=7.95%
17:57:29 |  Iter-93 | MAE=6.050 | MAPE=4.16%
18:00:00 |  Iter-94 | MAE=12.247 | MAPE=7.67%
18:02:59 |  Iter-95 | MAE=2.629 | MAPE=1.59%
18:05:11 |  Iter-96 | MAE=1.093 | MAPE=0.66%
18:07:51 |  Iter-97 | MAE=1.245 | MAPE=0.74%
18:10:10 |  Iter-98 | MAE=7.246 | MAPE=4.52%
18:15:17 |  Iter-99 | MAE=1.204 | MAPE=0.73%
18:18:52 |  Iter-100 | MAE=5.719 | MAPE=3.32%
18:18:52 | 
 OVERALL: MAE=5.878, MAPE=3.42%, R2=0.9624 (23895.2s)
