06:56:07 | ================================================================================
06:56:07 |  Time_MoE | DAU | H1 | walkforward | seed=123
06:56:07 | ================================================================================
06:56:07 | Data: 4513 rows | Features: 16
07:01:11 |  Iter-01 | MAE=1.203 | MAPE=1.46%
07:16:18 |  Iter-02 | MAE=0.498 | MAPE=0.60%
07:36:05 |  Iter-03 | MAE=0.985 | MAPE=1.21%
07:53:33 |  Iter-04 | MAE=1.328 | MAPE=1.66%
08:00:17 |  Iter-05 | MAE=0.013 | MAPE=0.02%
08:12:52 |  Iter-06 | MAE=0.561 | MAPE=0.70%
08:34:34 |  Iter-07 | MAE=1.394 | MAPE=1.77%
08:49:00 |  Iter-08 | MAE=0.548 | MAPE=0.69%
08:54:55 |  Iter-09 | MAE=0.345 | MAPE=0.43%
09:15:10 |  Iter-10 | MAE=0.471 | MAPE=0.58%
09:30:32 |  Iter-11 | MAE=0.318 | MAPE=0.39%
09:50:18 |  Iter-12 | MAE=0.686 | MAPE=0.85%
09:55:24 |  Iter-13 | MAE=0.944 | MAPE=1.19%
10:12:57 |  Iter-14 | MAE=0.365 | MAPE=0.46%
10:18:50 |  Iter-15 | MAE=0.694 | MAPE=0.87%
10:23:37 |  Iter-16 | MAE=0.333 | MAPE=0.41%
10:42:15 |  Iter-17 | MAE=0.625 | MAPE=0.79%
10:59:00 |  Iter-18 | MAE=1.381 | MAPE=1.77%
11:04:19 |  Iter-19 | MAE=0.108 | MAPE=0.14%
11:20:15 |  Iter-20 | MAE=1.528 | MAPE=1.98%
11:25:53 |  Iter-21 | MAE=0.312 | MAPE=0.41%
11:39:03 |  Iter-22 | MAE=1.022 | MAPE=1.29%
11:56:50 |  Iter-23 | MAE=0.614 | MAPE=0.77%
12:01:55 |  Iter-24 | MAE=1.030 | MAPE=1.27%
12:22:20 |  Iter-25 | MAE=0.637 | MAPE=0.77%
12:28:25 |  Iter-26 | MAE=1.529 | MAPE=1.87%
12:49:04 |  Iter-27 | MAE=0.844 | MAPE=1.03%
12:55:42 |  Iter-28 | MAE=0.371 | MAPE=0.45%
13:01:20 |  Iter-29 | MAE=0.615 | MAPE=0.75%
13:07:02 |  Iter-30 | MAE=0.867 | MAPE=1.03%
