11:11:23 | ================================================================================
11:11:23 |  NBEATS | DAU | H1 | walkforward | seed=123
11:11:23 | ================================================================================
11:11:23 | Data: 4513 rows | Features: 16
11:14:57 |  Iter-01 | MAE=1.346 | MAPE=1.63%
11:18:26 |  Iter-02 | MAE=0.235 | MAPE=0.28%
11:22:16 |  Iter-03 | MAE=1.021 | MAPE=1.25%
11:25:59 |  Iter-04 | MAE=1.436 | MAPE=1.80%
11:29:42 |  Iter-05 | MAE=0.245 | MAPE=0.31%
11:33:12 |  Iter-06 | MAE=0.723 | MAPE=0.90%
11:36:49 |  Iter-07 | MAE=1.060 | MAPE=1.34%
11:40:34 |  Iter-08 | MAE=0.310 | MAPE=0.39%
11:44:04 |  Iter-09 | MAE=0.462 | MAPE=0.58%
11:47:41 |  Iter-10 | MAE=1.019 | MAPE=1.26%
11:51:30 |  Iter-11 | MAE=0.955 | MAPE=1.18%
11:55:07 |  Iter-12 | MAE=0.666 | MAPE=0.83%
11:58:37 |  Iter-13 | MAE=1.008 | MAPE=1.27%
12:02:13 |  Iter-14 | MAE=0.870 | MAPE=1.09%
12:05:49 |  Iter-15 | MAE=1.008 | MAPE=1.26%
12:09:25 |  Iter-16 | MAE=0.560 | MAPE=0.70%
12:12:55 |  Iter-17 | MAE=0.772 | MAPE=0.97%
12:16:38 |  Iter-18 | MAE=0.682 | MAPE=0.87%
12:20:27 |  Iter-19 | MAE=0.583 | MAPE=0.73%
12:23:57 |  Iter-20 | MAE=2.038 | MAPE=2.64%
12:27:27 |  Iter-21 | MAE=0.292 | MAPE=0.38%
12:31:16 |  Iter-22 | MAE=1.594 | MAPE=2.00%
12:34:53 |  Iter-23 | MAE=1.174 | MAPE=1.47%
12:38:36 |  Iter-24 | MAE=0.150 | MAPE=0.18%
12:42:12 |  Iter-25 | MAE=0.820 | MAPE=0.99%
12:45:42 |  Iter-26 | MAE=1.848 | MAPE=2.26%
12:49:12 |  Iter-27 | MAE=1.827 | MAPE=2.24%
12:52:55 |  Iter-28 | MAE=1.119 | MAPE=1.36%
12:56:24 |  Iter-29 | MAE=0.580 | MAPE=0.70%
12:59:54 |  Iter-30 | MAE=1.275 | MAPE=1.52%
13:03:24 |  Iter-31 | MAE=2.126 | MAPE=2.49%
13:07:07 |  Iter-32 | MAE=0.283 | MAPE=0.34%
13:10:37 |  Iter-33 | MAE=0.555 | MAPE=0.65%
13:14:13 |  Iter-34 | MAE=1.640 | MAPE=1.95%
13:17:43 |  Iter-35 | MAE=0.842 | MAPE=0.97%
13:21:13 |  Iter-36 | MAE=1.685 | MAPE=1.90%
13:24:49 |  Iter-37 | MAE=1.567 | MAPE=1.77%
13:28:25 |  Iter-38 | MAE=2.178 | MAPE=2.50%
13:31:55 |  Iter-39 | MAE=1.883 | MAPE=2.18%
13:35:32 |  Iter-40 | MAE=0.949 | MAPE=1.08%
13:39:01 |  Iter-41 | MAE=0.388 | MAPE=0.44%
13:42:37 |  Iter-42 | MAE=1.071 | MAPE=1.21%
13:46:07 |  Iter-43 | MAE=1.773 | MAPE=2.03%
13:49:40 |  Iter-44 | MAE=0.163 | MAPE=0.18%
13:53:13 |  Iter-45 | MAE=1.778 | MAPE=2.00%
13:56:46 |  Iter-46 | MAE=1.337 | MAPE=1.50%
14:00:38 |  Iter-47 | MAE=0.768 | MAPE=0.88%
14:04:18 |  Iter-48 | MAE=0.049 | MAPE=0.06%
14:07:58 |  Iter-49 | MAE=0.530 | MAPE=0.61%
14:11:30 |  Iter-50 | MAE=1.428 | MAPE=1.65%
14:15:03 |  Iter-51 | MAE=4.037 | MAPE=4.42%
14:18:43 |  Iter-52 | MAE=0.149 | MAPE=0.16%
14:22:22 |  Iter-53 | MAE=1.189 | MAPE=1.30%
14:26:02 |  Iter-54 | MAE=0.273 | MAPE=0.30%
14:29:28 |  Iter-55 | MAE=0.287 | MAPE=0.31%
14:33:01 |  Iter-56 | MAE=0.427 | MAPE=0.46%
14:36:34 |  Iter-57 | MAE=0.243 | MAPE=0.26%
14:40:20 |  Iter-58 | MAE=22.356 | MAPE=19.47%
14:43:53 |  Iter-59 | MAE=11.942 | MAPE=9.51%
14:47:32 |  Iter-60 | MAE=13.201 | MAPE=9.22%
14:51:39 |  Iter-61 | MAE=14.034 | MAPE=9.19%
14:55:45 |  Iter-62 | MAE=9.479 | MAPE=6.10%
14:59:11 |  Iter-63 | MAE=22.079 | MAPE=11.94%
15:02:37 |  Iter-64 | MAE=24.553 | MAPE=15.26%
15:07:03 |  Iter-65 | MAE=0.267 | MAPE=0.16%
15:10:36 |  Iter-66 | MAE=27.133 | MAPE=13.99%
15:14:01 |  Iter-67 | MAE=11.064 | MAPE=5.77%
15:17:28 |  Iter-68 | MAE=11.913 | MAPE=6.26%
15:20:54 |  Iter-69 | MAE=12.538 | MAPE=6.34%
15:24:27 |  Iter-70 | MAE=6.679 | MAPE=3.37%
15:27:53 |  Iter-71 | MAE=19.639 | MAPE=8.77%
15:31:26 |  Iter-72 | MAE=8.745 | MAPE=3.93%
15:34:59 |  Iter-73 | MAE=8.157 | MAPE=3.37%
15:38:25 |  Iter-74 | MAE=12.960 | MAPE=5.91%
15:41:58 |  Iter-75 | MAE=18.197 | MAPE=8.87%
15:45:25 |  Iter-76 | MAE=5.706 | MAPE=2.64%
15:48:51 |  Iter-77 | MAE=19.909 | MAPE=8.39%
15:52:17 |  Iter-78 | MAE=10.794 | MAPE=4.29%
15:55:56 |  Iter-79 | MAE=16.618 | MAPE=6.97%
15:59:29 |  Iter-80 | MAE=1.582 | MAPE=0.64%
16:03:02 |  Iter-81 | MAE=44.230 | MAPE=15.13%
16:06:28 |  Iter-82 | MAE=24.268 | MAPE=9.07%
16:10:01 |  Iter-83 | MAE=30.300 | MAPE=12.46%
16:13:34 |  Iter-84 | MAE=57.085 | MAPE=29.87%
16:17:07 |  Iter-85 | MAE=6.912 | MAPE=3.34%
16:20:33 |  Iter-86 | MAE=5.941 | MAPE=2.98%
