05:10:59 | ================================================================================
05:10:59 |  Autoformer | XANG | H1 | walkforward | seed=9999
05:10:59 | ================================================================================
05:10:59 | Data: 4513 rows | Features: 15
05:16:45 |  Iter-01 | MAE=0.393 | MAPE=0.50%
05:23:17 |  Iter-02 | MAE=0.201 | MAPE=0.26%
05:27:55 |  Iter-03 | MAE=0.289 | MAPE=0.37%
05:33:32 |  Iter-04 | MAE=2.510 | MAPE=3.34%
05:38:25 |  Iter-05 | MAE=0.397 | MAPE=0.53%
05:43:34 |  Iter-06 | MAE=0.469 | MAPE=0.63%
05:50:45 |  Iter-07 | MAE=1.030 | MAPE=1.40%
05:54:21 |  Iter-08 | MAE=0.436 | MAPE=0.59%
05:59:57 |  Iter-09 | MAE=0.837 | MAPE=1.13%
06:04:38 |  Iter-10 | MAE=0.765 | MAPE=1.04%
06:09:08 |  Iter-11 | MAE=0.486 | MAPE=0.66%
06:15:24 |  Iter-12 | MAE=0.911 | MAPE=1.25%
06:20:55 |  Iter-13 | MAE=0.991 | MAPE=1.37%
06:26:40 |  Iter-14 | MAE=0.376 | MAPE=0.52%
06:31:46 |  Iter-15 | MAE=0.344 | MAPE=0.47%
06:35:44 |  Iter-16 | MAE=0.538 | MAPE=0.74%
06:40:53 |  Iter-17 | MAE=0.526 | MAPE=0.73%
06:46:19 |  Iter-18 | MAE=1.357 | MAPE=1.92%
06:50:36 |  Iter-19 | MAE=0.375 | MAPE=0.52%
06:54:37 |  Iter-20 | MAE=0.599 | MAPE=0.85%
07:00:51 |  Iter-21 | MAE=1.122 | MAPE=1.59%
07:05:39 |  Iter-22 | MAE=0.446 | MAPE=0.62%
07:10:43 |  Iter-23 | MAE=0.902 | MAPE=1.25%
07:15:12 |  Iter-24 | MAE=0.254 | MAPE=0.35%
07:19:55 |  Iter-25 | MAE=1.291 | MAPE=1.78%
07:24:46 |  Iter-26 | MAE=1.884 | MAPE=2.62%
07:28:44 |  Iter-27 | MAE=0.189 | MAPE=0.27%
07:33:10 |  Iter-28 | MAE=0.639 | MAPE=0.90%
07:37:40 |  Iter-29 | MAE=0.528 | MAPE=0.74%
07:41:37 |  Iter-30 | MAE=0.382 | MAPE=0.53%
07:45:44 |  Iter-31 | MAE=0.803 | MAPE=1.10%
07:51:12 |  Iter-32 | MAE=0.663 | MAPE=0.92%
07:54:45 |  Iter-33 | MAE=1.002 | MAPE=1.37%
07:59:06 |  Iter-34 | MAE=1.233 | MAPE=1.73%
08:05:39 |  Iter-35 | MAE=0.476 | MAPE=0.65%
08:09:57 |  Iter-36 | MAE=0.905 | MAPE=1.21%
08:14:21 |  Iter-37 | MAE=1.055 | MAPE=1.42%
08:19:03 |  Iter-38 | MAE=3.674 | MAPE=5.12%
08:23:10 |  Iter-39 | MAE=2.058 | MAPE=2.86%
08:27:46 |  Iter-40 | MAE=0.959 | MAPE=1.30%
08:34:42 |  Iter-41 | MAE=0.290 | MAPE=0.39%
08:38:46 |  Iter-42 | MAE=0.961 | MAPE=1.29%
08:41:27 |  Iter-43 | MAE=1.279 | MAPE=1.69%
08:45:54 |  Iter-44 | MAE=1.505 | MAPE=1.94%
08:52:00 |  Iter-45 | MAE=0.393 | MAPE=0.52%
08:57:53 |  Iter-46 | MAE=1.021 | MAPE=1.35%
09:03:20 |  Iter-47 | MAE=2.369 | MAPE=3.26%
09:08:37 |  Iter-48 | MAE=0.381 | MAPE=0.52%
09:12:08 |  Iter-49 | MAE=0.332 | MAPE=0.46%
09:15:43 |  Iter-50 | MAE=0.322 | MAPE=0.44%
09:19:53 |  Iter-51 | MAE=2.584 | MAPE=3.35%
09:23:58 |  Iter-52 | MAE=1.720 | MAPE=2.18%
09:27:41 |  Iter-53 | MAE=0.123 | MAPE=0.16%
09:34:30 |  Iter-54 | MAE=1.651 | MAPE=2.06%
09:40:04 |  Iter-55 | MAE=0.765 | MAPE=0.95%
09:45:14 |  Iter-56 | MAE=0.603 | MAPE=0.75%
09:51:31 |  Iter-57 | MAE=0.110 | MAPE=0.14%
09:58:14 |  Iter-58 | MAE=10.541 | MAPE=11.52%
10:04:07 |  Iter-59 | MAE=6.423 | MAPE=6.61%
10:10:22 |  Iter-60 | MAE=3.592 | MAPE=3.50%
10:12:53 |  Iter-61 | MAE=14.240 | MAPE=13.11%
10:14:10 |  Iter-62 | MAE=6.950 | MAPE=5.88%
10:15:23 |  Iter-63 | MAE=24.800 | MAPE=17.31%
10:17:11 |  Iter-64 | MAE=16.081 | MAPE=13.06%
10:22:43 |  Iter-65 | MAE=3.342 | MAPE=2.81%
10:28:20 |  Iter-66 | MAE=12.411 | MAPE=9.08%
10:33:41 |  Iter-67 | MAE=3.673 | MAPE=2.57%
10:35:27 |  Iter-68 | MAE=2.744 | MAPE=1.87%
10:39:30 |  Iter-69 | MAE=1.038 | MAPE=0.71%
10:43:13 |  Iter-70 | MAE=3.710 | MAPE=2.53%
10:48:02 |  Iter-71 | MAE=5.398 | MAPE=3.41%
10:49:20 |  Iter-72 | MAE=2.767 | MAPE=1.77%
10:54:13 |  Iter-73 | MAE=2.368 | MAPE=1.45%
10:55:36 |  Iter-74 | MAE=14.096 | MAPE=9.74%
11:00:07 |  Iter-75 | MAE=15.560 | MAPE=11.67%
11:04:50 |  Iter-76 | MAE=7.341 | MAPE=5.66%
11:08:19 |  Iter-77 | MAE=1.499 | MAPE=1.13%
11:14:07 |  Iter-78 | MAE=6.595 | MAPE=4.58%
11:19:07 |  Iter-79 | MAE=0.296 | MAPE=0.21%
11:22:06 |  Iter-80 | MAE=6.500 | MAPE=4.65%
