12:59:58 | ================================================================================
12:59:58 |  GUMNet_iTrans | DAU | H1 | walkforward | seed=123
12:59:58 | ================================================================================
12:59:58 | Data: 4513 rows | Features: 16
13:11:54 |  Iter-01 | MAE=1.086 | MAPE=1.32%
13:21:30 |  Iter-02 | MAE=0.626 | MAPE=0.76%
13:31:44 |  Iter-03 | MAE=0.939 | MAPE=1.15%
13:41:05 |  Iter-04 | MAE=1.539 | MAPE=1.92%
13:52:24 |  Iter-05 | MAE=0.174 | MAPE=0.22%
14:03:10 |  Iter-06 | MAE=0.581 | MAPE=0.72%
14:15:22 |  Iter-07 | MAE=1.397 | MAPE=1.77%
14:24:49 |  Iter-08 | MAE=0.343 | MAPE=0.43%
14:35:07 |  Iter-09 | MAE=0.259 | MAPE=0.32%
14:45:41 |  Iter-10 | MAE=1.004 | MAPE=1.24%
14:56:17 |  Iter-11 | MAE=0.141 | MAPE=0.17%
15:07:18 |  Iter-12 | MAE=0.342 | MAPE=0.43%
15:17:42 |  Iter-13 | MAE=0.141 | MAPE=0.18%
15:27:19 |  Iter-14 | MAE=0.222 | MAPE=0.28%
15:36:57 |  Iter-15 | MAE=0.739 | MAPE=0.92%
15:47:40 |  Iter-16 | MAE=0.230 | MAPE=0.29%
15:58:22 |  Iter-17 | MAE=0.695 | MAPE=0.88%
16:08:14 |  Iter-18 | MAE=1.248 | MAPE=1.60%
16:19:32 |  Iter-19 | MAE=0.293 | MAPE=0.37%
16:28:37 |  Iter-20 | MAE=1.730 | MAPE=2.24%
16:37:59 |  Iter-21 | MAE=0.083 | MAPE=0.11%
16:49:17 |  Iter-22 | MAE=1.104 | MAPE=1.39%
16:59:10 |  Iter-23 | MAE=0.540 | MAPE=0.68%
17:08:53 |  Iter-24 | MAE=0.817 | MAPE=1.01%
17:18:19 |  Iter-25 | MAE=0.275 | MAPE=0.33%
17:29:20 |  Iter-26 | MAE=2.142 | MAPE=2.62%
17:38:59 |  Iter-27 | MAE=1.358 | MAPE=1.66%
17:48:57 |  Iter-28 | MAE=0.355 | MAPE=0.43%
17:57:46 |  Iter-29 | MAE=0.314 | MAPE=0.38%
18:07:07 |  Iter-30 | MAE=0.842 | MAPE=1.00%
18:15:55 |  Iter-31 | MAE=1.517 | MAPE=1.78%
18:26:03 |  Iter-32 | MAE=0.099 | MAPE=0.12%
18:35:55 |  Iter-33 | MAE=0.371 | MAPE=0.43%
18:45:48 |  Iter-34 | MAE=1.544 | MAPE=1.84%
18:54:35 |  Iter-35 | MAE=1.248 | MAPE=1.44%
19:03:38 |  Iter-36 | MAE=1.456 | MAPE=1.64%
19:13:47 |  Iter-37 | MAE=1.409 | MAPE=1.59%
19:22:51 |  Iter-38 | MAE=1.786 | MAPE=2.05%
19:31:54 |  Iter-39 | MAE=1.402 | MAPE=1.62%
19:41:31 |  Iter-40 | MAE=0.133 | MAPE=0.15%
19:50:35 |  Iter-41 | MAE=1.028 | MAPE=1.17%
20:01:15 |  Iter-42 | MAE=1.907 | MAPE=2.15%
20:09:57 |  Iter-43 | MAE=1.844 | MAPE=2.11%
20:22:54 |  Iter-44 | MAE=1.095 | MAPE=1.24%
20:32:33 |  Iter-45 | MAE=1.114 | MAPE=1.25%
20:42:12 |  Iter-46 | MAE=0.430 | MAPE=0.48%
20:51:18 |  Iter-47 | MAE=0.995 | MAPE=1.15%
21:00:42 |  Iter-48 | MAE=0.601 | MAPE=0.70%
21:12:21 |  Iter-49 | MAE=0.478 | MAPE=0.55%
21:22:36 |  Iter-50 | MAE=0.097 | MAPE=0.11%
21:32:18 |  Iter-51 | MAE=2.859 | MAPE=3.13%
21:42:49 |  Iter-52 | MAE=1.657 | MAPE=1.79%
21:52:11 |  Iter-53 | MAE=0.758 | MAPE=0.83%
22:01:33 |  Iter-54 | MAE=1.015 | MAPE=1.10%
22:11:44 |  Iter-55 | MAE=0.529 | MAPE=0.58%
22:20:49 |  Iter-56 | MAE=0.020 | MAPE=0.02%
22:32:24 |  Iter-57 | MAE=0.161 | MAPE=0.17%
22:42:37 |  Iter-58 | MAE=21.251 | MAPE=18.51%
22:52:17 |  Iter-59 | MAE=12.299 | MAPE=9.80%
23:01:24 |  Iter-60 | MAE=15.337 | MAPE=10.71%
23:10:32 |  Iter-61 | MAE=19.475 | MAPE=12.76%
23:20:12 |  Iter-62 | MAE=9.191 | MAPE=5.92%
23:30:26 |  Iter-63 | MAE=34.534 | MAPE=18.67%
23:40:06 |  Iter-64 | MAE=27.559 | MAPE=17.13%
23:48:55 |  Iter-65 | MAE=0.729 | MAPE=0.45%
23:58:38 |  Iter-66 | MAE=22.036 | MAPE=11.36%
00:10:50 |  Iter-67 | MAE=4.705 | MAPE=2.45%
00:20:00 |  Iter-68 | MAE=11.064 | MAPE=5.81%
00:29:43 |  Iter-69 | MAE=15.301 | MAPE=7.74%
00:41:39 |  Iter-70 | MAE=3.794 | MAPE=1.91%
00:51:05 |  Iter-71 | MAE=20.259 | MAPE=9.04%
01:00:48 |  Iter-72 | MAE=0.765 | MAPE=0.34%
01:11:05 |  Iter-73 | MAE=10.587 | MAPE=4.37%
01:21:21 |  Iter-74 | MAE=7.473 | MAPE=3.41%
01:31:37 |  Iter-75 | MAE=21.632 | MAPE=10.55%
01:42:42 |  Iter-76 | MAE=12.630 | MAPE=5.85%
