06:14:24 | ================================================================================
06:14:24 |  GUMNet_iTrans | XANG | H1 | walkforward | seed=777
06:14:24 | ================================================================================
06:14:24 | Data: 4513 rows | Features: 15
06:21:52 |  Iter-01 | MAE=0.074 | MAPE=0.09%
06:28:35 |  Iter-02 | MAE=0.580 | MAPE=0.74%
06:35:55 |  Iter-03 | MAE=0.344 | MAPE=0.44%
06:40:37 |  Iter-04 | MAE=2.566 | MAPE=3.41%
06:47:36 |  Iter-05 | MAE=0.427 | MAPE=0.57%
06:53:28 |  Iter-06 | MAE=0.746 | MAPE=1.00%
07:00:35 |  Iter-07 | MAE=1.669 | MAPE=2.28%
07:07:07 |  Iter-08 | MAE=0.468 | MAPE=0.63%
07:14:44 |  Iter-09 | MAE=1.026 | MAPE=1.39%
07:20:30 |  Iter-10 | MAE=0.265 | MAPE=0.36%
07:27:05 |  Iter-11 | MAE=0.012 | MAPE=0.02%
07:34:19 |  Iter-12 | MAE=0.354 | MAPE=0.49%
07:40:09 |  Iter-13 | MAE=0.383 | MAPE=0.53%
07:47:21 |  Iter-14 | MAE=0.290 | MAPE=0.40%
07:53:47 |  Iter-15 | MAE=0.114 | MAPE=0.16%
08:00:10 |  Iter-16 | MAE=0.536 | MAPE=0.74%
08:06:07 |  Iter-17 | MAE=0.621 | MAPE=0.86%
08:11:40 |  Iter-18 | MAE=1.205 | MAPE=1.70%
08:18:07 |  Iter-19 | MAE=0.145 | MAPE=0.20%
08:24:47 |  Iter-20 | MAE=1.243 | MAPE=1.77%
08:30:45 |  Iter-21 | MAE=0.870 | MAPE=1.23%
08:38:08 |  Iter-22 | MAE=1.138 | MAPE=1.57%
08:43:41 |  Iter-23 | MAE=1.084 | MAPE=1.50%
08:51:26 |  Iter-24 | MAE=0.395 | MAPE=0.54%
08:57:20 |  Iter-25 | MAE=1.484 | MAPE=2.05%
09:03:52 |  Iter-26 | MAE=1.645 | MAPE=2.28%
09:09:41 |  Iter-27 | MAE=0.621 | MAPE=0.87%
09:15:42 |  Iter-28 | MAE=0.277 | MAPE=0.39%
09:21:44 |  Iter-29 | MAE=0.302 | MAPE=0.42%
09:28:24 |  Iter-30 | MAE=0.861 | MAPE=1.19%
09:35:30 |  Iter-31 | MAE=0.472 | MAPE=0.65%
09:42:23 |  Iter-32 | MAE=0.719 | MAPE=1.01%
09:48:15 |  Iter-33 | MAE=0.455 | MAPE=0.62%
09:55:13 |  Iter-34 | MAE=1.429 | MAPE=2.01%
10:02:10 |  Iter-35 | MAE=0.761 | MAPE=1.03%
10:09:07 |  Iter-36 | MAE=0.855 | MAPE=1.14%
10:16:19 |  Iter-37 | MAE=1.615 | MAPE=2.17%
10:23:29 |  Iter-38 | MAE=2.769 | MAPE=3.86%
10:29:50 |  Iter-39 | MAE=2.749 | MAPE=3.82%
10:36:46 |  Iter-40 | MAE=1.508 | MAPE=2.04%
10:42:46 |  Iter-41 | MAE=0.794 | MAPE=1.07%
10:49:22 |  Iter-42 | MAE=0.680 | MAPE=0.91%
10:56:33 |  Iter-43 | MAE=0.921 | MAPE=1.22%
11:03:24 |  Iter-44 | MAE=1.864 | MAPE=2.40%
11:10:08 |  Iter-45 | MAE=0.298 | MAPE=0.39%
11:17:30 |  Iter-46 | MAE=1.543 | MAPE=2.03%
11:22:52 |  Iter-47 | MAE=2.476 | MAPE=3.41%
11:30:39 |  Iter-48 | MAE=0.289 | MAPE=0.40%
11:35:59 |  Iter-49 | MAE=0.131 | MAPE=0.18%
11:43:45 |  Iter-50 | MAE=0.768 | MAPE=1.05%
11:49:45 |  Iter-51 | MAE=2.546 | MAPE=3.30%
11:54:55 |  Iter-52 | MAE=1.523 | MAPE=1.93%
12:01:15 |  Iter-53 | MAE=0.485 | MAPE=0.62%
12:07:30 |  Iter-54 | MAE=2.123 | MAPE=2.65%
12:13:36 |  Iter-55 | MAE=0.963 | MAPE=1.20%
12:20:02 |  Iter-56 | MAE=1.199 | MAPE=1.49%
12:28:00 |  Iter-57 | MAE=0.274 | MAPE=0.34%
12:33:30 |  Iter-58 | MAE=9.966 | MAPE=10.89%
12:40:00 |  Iter-59 | MAE=4.161 | MAPE=4.28%
12:45:51 |  Iter-60 | MAE=2.999 | MAPE=2.92%
12:51:44 |  Iter-61 | MAE=9.712 | MAPE=8.95%
12:57:29 |  Iter-62 | MAE=6.474 | MAPE=5.46%
13:05:01 |  Iter-63 | MAE=21.511 | MAPE=15.01%
13:11:18 |  Iter-64 | MAE=37.377 | MAPE=30.32%
13:21:13 |  Iter-65 | MAE=6.094 | MAPE=5.05%
13:27:45 |  Iter-66 | MAE=4.866 | MAPE=3.58%
13:35:09 |  Iter-67 | MAE=1.205 | MAPE=0.82%
13:40:14 |  Iter-68 | MAE=3.644 | MAPE=2.49%
13:46:55 |  Iter-69 | MAE=10.408 | MAPE=7.15%
13:54:42 |  Iter-70 | MAE=3.611 | MAPE=2.49%
14:01:04 |  Iter-71 | MAE=6.113 | MAPE=3.84%
14:06:27 |  Iter-72 | MAE=3.636 | MAPE=2.32%
14:13:55 |  Iter-73 | MAE=2.843 | MAPE=1.74%
14:21:42 |  Iter-74 | MAE=4.756 | MAPE=3.25%
14:28:48 |  Iter-75 | MAE=8.606 | MAPE=6.46%
14:35:36 |  Iter-76 | MAE=4.671 | MAPE=3.60%
14:41:23 |  Iter-77 | MAE=2.869 | MAPE=2.16%
14:49:11 |  Iter-78 | MAE=1.704 | MAPE=1.17%
14:54:49 |  Iter-79 | MAE=2.044 | MAPE=1.44%
15:00:01 |  Iter-80 | MAE=2.354 | MAPE=1.68%
15:07:18 |  Iter-81 | MAE=8.030 | MAPE=5.42%
15:15:32 |  Iter-82 | MAE=3.705 | MAPE=2.55%
15:20:53 |  Iter-83 | MAE=9.134 | MAPE=6.41%
15:27:09 |  Iter-84 | MAE=22.234 | MAPE=18.12%
15:32:28 |  Iter-85 | MAE=13.872 | MAPE=10.44%
15:38:56 |  Iter-86 | MAE=2.986 | MAPE=2.30%
15:43:46 |  Iter-87 | MAE=0.987 | MAPE=0.74%
15:48:37 |  Iter-88 | MAE=6.800 | MAPE=5.36%
15:55:58 |  Iter-89 | MAE=0.724 | MAPE=0.60%
16:04:30 |  Iter-90 | MAE=3.451 | MAPE=2.83%
16:09:45 |  Iter-91 | MAE=2.343 | MAPE=1.87%
16:15:01 |  Iter-92 | MAE=3.649 | MAPE=3.01%
16:20:37 |  Iter-93 | MAE=3.515 | MAPE=2.91%
16:25:29 |  Iter-94 | MAE=4.359 | MAPE=3.45%
16:31:53 |  Iter-95 | MAE=2.776 | MAPE=2.16%
16:40:27 |  Iter-96 | MAE=4.206 | MAPE=3.31%
16:45:48 |  Iter-97 | MAE=2.364 | MAPE=1.83%
16:51:55 |  Iter-98 | MAE=0.281 | MAPE=0.22%
16:57:54 |  Iter-99 | MAE=0.327 | MAPE=0.25%
17:03:46 |  Iter-100 | MAE=0.457 | MAPE=0.34%
17:03:46 | 
 OVERALL: MAE=3.118, MAPE=2.74%, R2=0.9607 (38963.6s)
17:03:46 | Saved model checkpoint: /data/quyhv/oil_forecast_tail_risk/results_v4/walkforward/GUMNet_iTrans/XANG_H1_seed777/model_checkpoint.pth
17:03:46 | Saved processor/scaler: /data/quyhv/oil_forecast_tail_risk/results_v4/walkforward/GUMNet_iTrans/XANG_H1_seed777/processor.pkl
