target,horizon,model,n_seeds,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,crps_mean,crps_std,picp_mean,picp_std,pinaw_mean,pinaw_std
DAU,60,NBEATS,3,15.762641,0.3196725418862246,34.331697,0.3702207867111167,12.0426,0.2955888868005704,12.763052333333334,0.20908763850915052,83.67,0.42142615011411544,0.14931366666666665,0.0013525698996108696
DAU,60,NHits,3,16.868827333333332,0.19348345224936606,35.68985033333333,0.5162028881789916,13.1128,0.2024208240275687,13.394121666666669,0.08770253887051041,82.55,0.8150460109711576,0.163712,0.0015859858133035064
DAU,60,PatchTST,3,15.637827999999999,0.38226640715213206,33.435541,0.9304960623328856,12.089133333333335,0.2689472872763976,12.583662666666667,0.41984546393206673,82.68,0.45398237851264733,0.14965933333333334,0.002382416490316793
DAU,60,TFT,3,16.293102,0.6976188691513452,34.53772566666667,2.038019388452997,12.579266666666667,0.4987453993104435,13.029474666666667,0.8434827804646241,83.35333333333334,0.8927112261718906,0.17258533333333334,0.0021622660181701303
DAU,60,TimesNet,1,22.577948,,53.561344,,17.3758,,19.017367,,80.21,,0.172964,
XANG,1,DLinear,3,4.0584196666666665,0.03361264345946791,6.089906666666667,0.14477094071785704,3.395666666666667,0.022359859868374198,3.022225,0.031328878195683876,53.666666666666664,1.5275252316519474,0.06860733333333334,6.281984824347227e-05
XANG,1,GUMNetHet,3,4.021436666666666,0.0023626037190636728,6.105759666666667,0.01674535208149822,3.3544666666666667,0.006268439465555515,2.7471363333333336,0.011816811470669092,66.0,2.179449471770337,0.10723033333333333,0.00325626616438726
XANG,1,GUMNet_Adaptive,3,3.9780233333333332,0.33014726768267133,6.12427,0.3304043895365193,3.3038000000000003,0.25378287964321,2.781528,0.2393707301989951,62.833333333333336,4.752192476461086,0.097728,0.0032259533474617973
XANG,1,GUMNet_Decomp,3,3.8866293333333335,0.08948289321056499,6.134766,0.4022359195646258,3.2561666666666667,0.08465839198409875,2.6643393333333334,0.017000866752413857,69.0,0.5,0.11647833333333334,0.0009655487213669414
XANG,1,GUMNet_Fusion,3,4.162466,0.18582381448296653,6.296035333333333,0.3166244729523187,3.4440000000000004,0.1469634988696172,2.8258093333333334,0.13251959913285768,58.333333333333336,1.5275252316519468,0.10526666666666666,0.004201264373177834
XANG,1,GUMNet_Mamba,3,3.9796393333333335,0.05760816002384868,6.008973,0.07709658974948308,3.3323666666666667,0.04037887236332063,2.709946,0.018261705205155482,65.66666666666667,2.7537852736430493,0.10795233333333333,0.0021045841236057425
XANG,1,GUMNet_Patch,3,4.033101666666667,0.12406404567534167,6.249033,0.23318091773770813,3.3714,0.10194984060801665,2.7856826666666668,0.10333785571770569,66.33333333333333,0.5773502691896247,0.10055200000000002,0.002233276516690222
XANG,1,GUMNet_Wavelet,3,3.999549666666667,0.03257832362681256,6.100991666666666,0.07332393627140717,3.3405,0.03160427186315167,2.7678743333333333,0.046489288103103016,59.5,1.5,0.09480966666666667,0.002078962802296697
XANG,1,GUMNet_iTrans,3,4.005045666666667,0.1578987061135497,6.057939666666667,0.23942741009611535,3.3411666666666666,0.13876733525341362,2.8239966666666665,0.13891889688711664,60.5,1.3228756555322954,0.095654,0.0032551724992694333
