,Autoformer,Chronos,DLinear,GUMNet,GUMNetHet,GUMNet_Adaptive,GUMNet_Decomp,GUMNet_Diffusion,GUMNet_Fourier,GUMNet_Fusion,GUMNet_Graph,GUMNet_Mamba,GUMNet_MoE_Sparse,GUMNet_Patch,GUMNet_RL,GUMNet_Wavelet,GUMNet_iTrans,LTSF_Linear,Moirai,NBEATS,NHits,PatchTST,RLinear,TFT,TTM,TimeMixer,TimesFM,TimesNet,iTransformer
Autoformer,0.0,0.11117173379122607,0.7229568275180751,-0.31108634462153195,-1.4251285356073267,0.18837861733232242,-0.790930794593452,-1.4841214498877298,-0.71007936079337,1.2089896979187902,-0.1739053368739212,-0.5651532933069919,-1.9854611767877768,-2.1714973007230243,1.0107434510169955,-0.6106941062220008,-0.5680867381079188,0.1919122594846353,0.16027089163463834,-1.7964195393323785,-1.768078986348473,-1.015904087223276,-1.1748918222355724,-0.9588996751060365,-0.8572511640740529,-0.11424589143303078,-0.3547231184220311,-0.6776882136558637,-1.3144367104361343
Chronos,-0.11117173379122607,0.0,0.5425575724045499,-0.47788682143769146,-1.4389357744727178,0.0986559130756095,-0.8011240469057113,-1.5609707861970084,-0.7006064160220588,1.1479979796307451,-0.26733738723785044,-0.7159973184934074,-1.7622772406716642,-2.422735154387439,0.5681788290281355,-0.5350891520404452,-0.599185868421594,0.01055816320563813,-0.020700676433152196,-1.5679338170366264,-1.82093459252761,-1.2825687125571885,-1.1457640553724873,-0.8386604670034807,-1.1614007704603102,-0.2671027062377583,-0.4931847624787726,-0.6888214201046371,-1.3949374450987546
DLinear,-0.7229568275180751,-0.5425575724045499,0.0,-1.03994508808074,-2.267837158703232,-0.1831639232545148,-1.3206801148286968,-2.1835085012592788,-1.1580590435590372,1.0012474105669211,-0.7267304429183113,-1.3444205266914653,-2.172700342210284,-2.977167714342432,0.3170909148474807,-1.1311647359735513,-1.0859874932979778,-0.8126850962526099,-0.7161298744382636,-2.579483997380126,-2.6824265190263614,-1.9439249733717847,-1.785225542349963,-1.5468177205962483,-1.9803273105341919,-0.9563937993039532,-1.132773035683144,-1.0440613785101476,-1.8249051494822675
GUMNet,0.31108634462153195,0.47788682143769146,1.03994508808074,0.0,-0.7794168497041125,0.4068466461055511,-0.5197954025799966,-1.130259506345667,-0.339245263447563,1.3573062687956485,0.13202578422330824,-0.20780486107734086,-1.440054297043861,-1.4811022724723522,1.107184893091464,-0.17047154237515388,-0.31415191200983367,0.5388979827994204,0.48232576737541166,-0.9014080290679668,-1.2074981840862418,-0.5066172921242031,-0.7962331316038223,-0.4316476856529373,-0.36249086227315114,0.2417529063063585,0.07126810099888879,-0.3044143040354208,-1.0433954965894154
GUMNetHet,1.4251285356073267,1.4389357744727178,2.267837158703232,0.7794168497041125,0.0,1.0358519234497452,0.36059101712275643,-0.3130539360945008,0.4439223006814567,2.126885107346666,1.1043193214547196,0.645987008862282,-0.6486211904588205,-0.9009090399719373,2.0844439722359565,0.6999481547489319,0.33206327496893123,1.8788184076730838,1.5736233084521722,-0.12181376275233734,-0.6226930468853052,0.49377868720469464,0.1560292667881202,0.5549209476682897,0.7259574097741016,1.4988232352267519,1.1673391898209742,0.30809940526509066,-0.45115262941712336
GUMNet_Adaptive,-0.18837861733232242,-0.0986559130756095,0.1831639232545148,-0.4068466461055511,-1.0358519234497452,0.0,-0.7706292718619249,-1.3676137835415751,-0.6090282840625993,0.7431062684641614,-0.31314924235695585,-0.5791202076298059,-1.703446768917585,-1.6547728288554688,0.4648886013648346,-0.5770263505530159,-0.5823664415557088,-0.09329569545383778,-0.1114921488065989,-1.0709991823772649,-1.3295405190977807,-0.7224590475740484,-1.05435248040702,-0.8483538764787967,-0.6467721518798558,-0.2652789065905995,-0.42748567119048914,-0.629617583232046,-1.1578778573502122
GUMNet_Decomp,0.790930794593452,0.8011240469057113,1.3206801148286968,0.5197954025799966,-0.36059101712275643,0.7706292718619249,0.0,-0.7318256564593992,0.04928693149559646,1.4241033420838054,0.46752613578584207,0.20888510244934555,-1.3264068548635126,-1.199616821067702,1.7182651592481988,0.274260452944548,0.006577414828220458,0.956076610998882,0.7958321438843421,-0.5196825738519033,-0.7255146433234343,3.309263563314563e-05,-0.3091112123733839,0.0475886330779776,0.19056505407299515,0.6514765241346717,0.6114078770532527,-0.029756722144947335,-0.7083780481313553
GUMNet_Diffusion,1.4841214498877298,1.5609707861970084,2.1835085012592788,1.130259506345667,0.3130539360945008,1.3676137835415751,0.7318256564593992,0.0,0.6007222741702558,2.0479154052125303,1.348004828116218,1.0648482651075613,-0.4526058995965817,-0.5076057465647478,2.400067473768302,0.9430027738000557,0.4958600498983991,1.5993358539867413,1.5273969387753068,0.21889688541033417,-0.11088344786039045,0.6759255454093849,0.5158318138082376,1.1877827060727175,1.041636677284011,1.6386060776603568,1.2899883233142537,0.5011178778138459,-0.2302766363255697
GUMNet_Fourier,0.71007936079337,0.7006064160220588,1.1580590435590372,0.339245263447563,-0.4439223006814567,0.6090282840625993,-0.04928693149559646,-0.6007222741702558,0.0,1.6241547987725988,0.47146310877192926,0.14575635321003416,-0.8440092103087029,-1.0160085411400666,1.3758495064966663,0.19426174294776782,-0.03172072067910167,0.8489508944715927,0.7466064797605609,-0.46660316090670245,-0.7644832271259893,-0.059420437859552165,-0.299944995178155,-0.013051797786740772,0.11390523728485599,0.5604402635638799,0.4498369877932674,-0.07481733921624882,-0.858839674287753
GUMNet_Fusion,-1.2089896979187902,-1.1479979796307451,-1.0012474105669211,-1.3573062687956485,-2.126885107346666,-0.7431062684641614,-1.4241033420838054,-2.0479154052125303,-1.6241547987725988,0.0,-1.3748392461085732,-1.5509675205187388,-1.9823328169841048,-2.3351478086950412,-0.6327157526161705,-1.5283571798574316,-1.8123385342951626,-1.2568591879255073,-1.2087102669812728,-2.007266213762481,-2.424463605487896,-1.7525513751959583,-1.8963063204743063,-1.7175382614894115,-1.6877008629397066,-1.412950411423963,-1.4046029902010595,-1.8274834610103519,-2.2090027559321395
GUMNet_Graph,0.1739053368739212,0.26733738723785044,0.7267304429183113,-0.13202578422330824,-1.1043193214547196,0.31314924235695585,-0.46752613578584207,-1.348004828116218,-0.47146310877192926,1.3748392461085732,0.0,-0.43225488159801423,-1.524857680464001,-1.8714985201145569,0.918177210430125,-0.34722066450898526,-0.4265748965660309,0.2751275199844713,0.25468153541994504,-1.0638981524559967,-1.4052658200213342,-0.641755639903464,-0.8111010050797819,-0.6981579378223393,-0.4819045365128747,0.08135097198566243,-0.10692965271715495,-0.5401045491101193,-1.2694211880119948
GUMNet_Mamba,0.5651532933069919,0.7159973184934074,1.3444205266914653,0.20780486107734086,-0.645987008862282,0.5791202076298059,-0.20888510244934555,-1.0648482651075613,-0.14575635321003416,1.5509675205187388,0.43225488159801423,0.0,-1.278101706611172,-1.6797142882953895,1.2808786287167833,0.03731750804116074,-0.14754610068133694,0.7357009712890848,0.6504749396792356,-0.7521227359584288,-1.033627042335268,-0.23310180379074735,-0.506566364163997,-0.24321066901625657,-0.060823130465932296,0.643786896400313,0.30602988038209106,-0.1936652921626154,-1.0020194734127204
GUMNet_MoE_Sparse,1.9854611767877768,1.7622772406716642,2.172700342210284,1.440054297043861,0.6486211904588205,1.703446768917585,1.3264068548635126,0.4526058995965817,0.8440092103087029,1.9823328169841048,1.524857680464001,1.278101706611172,0.0,-0.038725166190834576,2.7369469438378333,1.3146616765888028,0.6767274577072782,1.8846480892827173,1.8320774632122399,0.6759373476906615,0.25422118000772725,1.1117738770009251,0.8851803853329966,1.318019311864666,1.3645329163036082,1.784058744696499,1.9550119698515216,0.6751643288657143,0.08512510074299956
GUMNet_Patch,2.1714973007230243,2.422735154387439,2.977167714342432,1.4811022724723522,0.9009090399719373,1.6547728288554688,1.199616821067702,0.5076057465647478,1.0160085411400666,2.3351478086950412,1.8714985201145569,1.6797142882953895,0.038725166190834576,0.0,2.7762164738636392,1.495530002961143,0.8352449377361361,2.332847290213646,2.180494540769023,0.8865089326773719,0.3728457038570584,1.2734132668564468,0.9430576698940136,1.4643669785052265,1.6433347638111149,2.051068614372792,1.9140538264541052,0.8687478886026524,0.1161566635281046
GUMNet_RL,-1.0107434510169955,-0.5681788290281355,-0.3170909148474807,-1.107184893091464,-2.0844439722359565,-0.4648886013648346,-1.7182651592481988,-2.400067473768302,-1.3758495064966663,0.6327157526161705,-0.918177210430125,-1.2808786287167833,-2.7369469438378333,-2.7762164738636392,0.0,-1.6754661211676336,-1.1672455578408354,-0.7657158962155847,-0.8122419512900612,-2.1478302437392416,-2.3987120749554522,-1.51726039425162,-1.8615212058292514,-1.8811761006890115,-1.4866307410265662,-0.9281268248114167,-1.2910170237207637,-1.191528194366557,-1.8721248721522612
GUMNet_Wavelet,0.6106941062220008,0.5350891520404452,1.1311647359735513,0.17047154237515388,-0.6999481547489319,0.5770263505530159,-0.274260452944548,-0.9430027738000557,-0.19426174294776782,1.5283571798574316,0.34722066450898526,-0.03731750804116074,-1.3146616765888028,-1.495530002961143,1.6754661211676336,0.0,-0.18835966169209697,0.6673886202218268,0.6682930914291991,-0.7854975360498138,-1.0257920958883828,-0.25189050325583073,-0.5452532831769078,-0.24517565629204854,-0.08790361884603852,0.42478369260454835,0.2783858865402972,-0.21906923936154832,-0.8889275060356564
GUMNet_iTrans,0.5680867381079188,0.599185868421594,1.0859874932979778,0.31415191200983367,-0.33206327496893123,0.5823664415557088,-0.006577414828220458,-0.4958600498983991,0.03172072067910167,1.8123385342951626,0.4265748965660309,0.14754610068133694,-0.6767274577072782,-0.8352449377361361,1.1672455578408354,0.18835966169209697,0.0,0.7267054668363736,0.6971099778676935,-0.36874875886266534,-0.671405925631056,-0.008077054403593414,-0.20001312005536945,0.02398162113610817,0.1281676479825677,0.5048942147286342,0.36390902911288414,-0.04136563748051348,-0.6461150321526924
LTSF_Linear,-0.1919122594846353,-0.01055816320563813,0.8126850962526099,-0.5388979827994204,-1.8788184076730838,0.09329569545383778,-0.956076610998882,-1.5993358539867413,-0.8489508944715927,1.2568591879255073,-0.2751275199844713,-0.7357009712890848,-1.8846480892827173,-2.332847290213646,0.7657158962155847,-0.6673886202218268,-0.7267054668363736,0.0,-0.04624720840537965,-2.097852210952738,-2.200013502850966,-1.395569253580221,-1.455119226042271,-1.0403242254510767,-1.3338634696514713,-0.3032656734037037,-0.6178377642301611,-0.7396771943442731,-1.5484063011635927
Moirai,-0.16027089163463834,0.020700676433152196,0.7161298744382636,-0.48232576737541166,-1.5736233084521722,0.1114921488065989,-0.7958321438843421,-1.5273969387753068,-0.7466064797605609,1.2087102669812728,-0.25468153541994504,-0.6504749396792356,-1.8320774632122399,-2.180494540769023,0.8122419512900612,-0.6682930914291991,-0.6971099778676935,0.04624720840537965,0.0,-1.7264225725111886,-1.9413511867245663,-1.1704234899994912,-1.1734828903049401,-0.9426256832807229,-1.1469367716743988,-0.2513514979978882,-0.5304266364353181,-0.7277636487608793,-1.3654098910625867
NBEATS,1.7964195393323785,1.5679338170366264,2.579483997380126,0.9014080290679668,0.12181376275233734,1.0709991823772649,0.5196825738519033,-0.21889688541033417,0.46660316090670245,2.007266213762481,1.0638981524559967,0.7521227359584288,-0.6759373476906615,-0.8865089326773719,2.1478302437392416,0.7854975360498138,0.36874875886266534,2.097852210952738,1.7264225725111886,0.0,-0.4199266672920481,0.7136836351071376,0.23999589886754866,0.613811071406812,0.9074773320339949,1.5509937892833334,1.4717338321685343,0.3427789824634548,-0.37392850458665294
NHits,1.768078986348473,1.82093459252761,2.6824265190263614,1.2074981840862418,0.6226930468853052,1.3295405190977807,0.7255146433234343,0.11088344786039045,0.7644832271259893,2.424463605487896,1.4052658200213342,1.033627042335268,-0.25422118000772725,-0.3728457038570584,2.3987120749554522,1.0257920958883828,0.671405925631056,2.200013502850966,1.9413511867245663,0.4199266672920481,0.0,1.0270238498485433,0.6178276894518242,1.051885918069181,1.2026292690914502,1.8953472818743462,1.5900169053292186,0.7300105766484131,-0.1239530328440809
