,Autoformer,Chronos,DLinear,GUMNet,GUMNetHet,GUMNet_Adaptive,GUMNet_Decomp,GUMNet_Diffusion,GUMNet_Fourier,GUMNet_Fusion,GUMNet_Graph,GUMNet_Mamba,GUMNet_MoE_Sparse,GUMNet_Patch,GUMNet_RL,GUMNet_Wavelet,GUMNet_iTrans,LTSF_Linear,Moirai,PatchTST,RLinear,TFT,TTM,TimeMixer,TimesFM,TimesNet,iTransformer
Autoformer,1.0,0.26759095330504135,0.7839734815222945,0.28968523240430155,0.031820645049650986,0.12458075467855334,0.1230341386674969,0.8225818055681873,0.04838511735115181,0.1465783009125543,0.7333162574873,0.9775682877536576,0.3015009227519798,0.13820606369578603,0.20465976651126616,0.15546630830574548,0.14318303512385322,0.9842991454107144,0.628910809745713,0.41824152246300805,0.6066155339470902,0.12443315369561159,0.27129263287738636,0.631423579964171,0.10706881322644057,0.44771027195877133,0.7934576757931231
Chronos,0.26759095330504135,1.0,0.44823225719775883,0.1424099992769723,0.03417224869939517,0.37038572126186886,0.2582571499504849,0.8817812330622474,0.14430543658414052,0.43783882433192023,0.9983830706751828,0.5116011384805144,0.1982091692210024,0.6335080160014357,0.5851143166624877,0.7367403841659252,0.36444650908395104,0.48712151633059,0.5631671373395188,0.4344700755324995,0.7915219754890017,0.2346538717992359,0.5399030255614883,0.7645893296166304,0.2595655601245621,0.996421078131785,0.4224212336192368
DLinear,0.7839734815222945,0.44823225719775883,1.0,0.6730959033351582,0.03203589801757745,0.2635087367380786,0.23921441923971454,0.6881901448627143,0.17031426395284144,0.2590048204819133,0.6981269431687407,0.8384322331903467,0.7567859696223607,0.29643808383676373,0.3352899859769751,0.39996534080122803,0.22486441461627993,0.5412826361168421,0.6212998002143832,0.6151592519093807,0.6145051216826356,0.1543285955446856,0.35681954597464083,0.5212610011221219,0.30381517847964346,0.39136821242216513,0.9782830737382948
GUMNet,0.28968523240430155,0.1424099992769723,0.6730959033351582,1.0,0.03677351878288815,0.05958542903190023,0.0840372034612602,0.37243697686141664,0.04005365308068476,0.05279539258028554,0.4115053470730532,0.36488002605569525,0.9059817573080595,0.0651272322130303,0.08843108776083985,0.08063396298056524,0.07430586694297836,0.49302845692057007,0.10065200176261735,0.17870419006067184,0.12410530126107489,0.08911398563820327,0.19369686703894784,0.21194434511664584,0.10056138389180846,0.16948047832649782,0.11763950746321572
GUMNetHet,0.031820645049650986,0.03417224869939517,0.03203589801757745,0.03677351878288815,1.0,0.4751574640409444,0.04965755681159645,0.26986465610160515,0.3494917064888392,0.5824439484640003,0.5191598508720139,0.07994296563682046,0.05385370457934746,0.26513390226152067,0.3372624039521841,0.23069622585180571,0.4815516801197457,0.01012267954237478,0.038013356772230944,0.05567383879032306,0.14853390649706055,0.5024121256893439,0.34901943229659205,0.06152922270514849,0.1304869275659526,0.14841197552317742,0.0987446268978045
GUMNet_Adaptive,0.12458075467855334,0.37038572126186886,0.2635087367380786,0.05958542903190023,0.4751574640409444,1.0,0.7203948103130635,0.48249765556858226,0.8300062723181281,0.8912024510732228,0.6192124869174576,0.029024134932918777,0.014908614133126274,0.4762202082772662,0.33976178602392393,0.2694561663018651,0.8593962435000309,0.24078851610802943,0.21549273121994283,0.23286983646626047,0.16303067263616589,0.7300128404720003,0.7364778659911253,0.20598355918697497,0.6635942898043798,0.3268116082057826,0.12798936584867437
GUMNet_Decomp,0.1230341386674969,0.2582571499504849,0.23921441923971454,0.0840372034612602,0.04965755681159645,0.7203948103130635,1.0,0.6543569162359004,0.458790507617882,0.7446606192613578,0.8186498056670066,0.22400425517508937,0.11058546759341392,0.9196549221897585,0.9985387219506003,0.7303772740264729,0.6328839705843183,0.18860481992971923,0.18903092407918964,0.199336454736454,0.4704179405614124,0.4650439436459677,0.9600541684934958,0.383560720881464,0.7704951340214792,0.6278592895103938,0.2350195738425518
GUMNet_Diffusion,0.8225818055681873,0.8817812330622474,0.6881901448627143,0.37243697686141664,0.26986465610160515,0.48249765556858226,0.6543569162359004,1.0,0.43667928630139574,0.4078248241372875,0.9013695220080917,0.7651373014984773,0.5233068723663656,0.6318169020313045,0.613405549725365,0.7632518501561361,0.4486581035685999,0.8278438167208391,0.9509465063396463,0.9887275482931306,0.9979786479075883,0.40357417681523744,0.6838493609148641,0.9950214727236082,0.7544515143500417,0.8478123433707767,0.6262534599587362
GUMNet_Fourier,0.04838511735115181,0.14430543658414052,0.17031426395284144,0.04005365308068476,0.3494917064888392,0.8300062723181281,0.458790507617882,0.43667928630139574,1.0,0.9634890956870492,0.6287316900867721,0.05693523148998181,0.025080425860131816,0.36263020466600127,0.45390909811336044,0.2567412697513056,0.963134303508826,0.12188007378196142,0.08937711636737733,0.1076962448633143,0.15919060527336915,0.7691788381700237,0.6426346643635026,0.11869386383858083,0.46974649963774606,0.2553334901229849,0.11416280460292016
GUMNet_Fusion,0.1465783009125543,0.43783882433192023,0.2590048204819133,0.05279539258028554,0.5824439484640003,0.8912024510732228,0.7446606192613578,0.4078248241372875,0.9634890956870492,1.0,0.5409950379627526,0.0681746833997221,0.013099861453655048,0.46342281594254375,0.5543065981262738,0.3835229010497403,0.9928064642555654,0.2671565456095746,0.2535121810659844,0.2974373222532569,0.06942279770659154,0.8177491630310505,0.7460914044573923,0.18573034125600207,0.6841080943819158,0.21727781323602513,0.11707160419680673
