,Autoformer,Chronos,DLinear,GUMNet,GUMNetHet,GUMNet_Adaptive,GUMNet_Decomp,GUMNet_Diffusion,GUMNet_Fourier,GUMNet_Fusion,GUMNet_Graph,GUMNet_Mamba,GUMNet_MoE_Sparse,GUMNet_Patch,GUMNet_RL,GUMNet_Wavelet,GUMNet_iTrans,LTSF_Linear,Moirai,PatchTST,RLinear,TFT,TTM,TimeMixer,TimesFM,TimesNet,iTransformer
Autoformer,1.0,0.15391776890910647,0.07159151448749679,0.42700602925661446,0.06465878539928371,0.1333362503040283,0.1032077401161624,0.9581240621143357,0.6976431227284685,0.11505257919194967,0.010942980810639824,0.07866465931508304,0.9941564068550157,0.04882832693238259,0.17738316220894879,0.20029947592365116,0.031645273137770547,0.7380806176966495,0.3290091297324591,0.667827338778145,0.6186762884673838,0.754415693785383,0.21660138249908223,0.6572773087656043,0.6761132524250049,0.01969186393676381,0.6925116457414964
Chronos,0.15391776890910647,1.0,0.06583663355396885,0.6531193297096403,0.04951417733090402,0.07142301088505731,0.05790235100516972,0.3636541318657056,0.3072316482068165,0.08773286786473,0.0021426770756085567,0.03972957331523408,0.1980411443032546,0.03611374863001582,0.03412192967321559,0.09622927987903518,0.015238920594739858,0.5594620613456636,0.21038607656371333,0.5019219014454208,0.4696073405054104,0.24821567654029142,0.6495039220536862,0.21084052952376564,0.5621210739532767,0.37617059035325506,0.14000878605344136
DLinear,0.07159151448749679,0.06583663355396885,1.0,0.010144640173399555,0.17578585464780816,0.22772714220231016,0.5206915214275185,0.19670995586237794,0.04355277141295533,0.6651413329444344,0.8318280735491623,0.5929452771626602,0.09892231766018433,0.870788935712574,0.2943158167474853,0.9087449316559579,0.21778089260975841,0.0666097138216255,0.8562790638097528,0.03968273942801681,0.02503987071448499,0.12220115107137342,0.08969172619806987,0.01926928883524215,0.05384296756808693,0.01917163774594499,0.1474401534046461
GUMNet,0.42700602925661446,0.6531193297096403,0.010144640173399555,1.0,0.002567524011945377,0.0865049490249552,9.055633974042188e-05,0.627918837131018,0.10593117895439419,0.0016125695347157798,0.009712863934971061,0.002778529080848191,0.3702920106037699,6.676067613065051e-05,0.049433602745073246,0.08207006672786799,0.004172781872176179,0.7808820025705212,0.06128858275686433,0.34825113903812355,0.4208587303317668,0.09795022889934835,0.502101906724296,0.2963114134959599,0.43991325772277157,0.31124893696806866,0.6966746906006973
GUMNetHet,0.06465878539928371,0.04951417733090402,0.17578585464780816,0.002567524011945377,1.0,0.10976457384077865,0.18058737936105307,0.09167068227451014,0.006211738461397109,0.1134500212482572,0.3066935911339499,0.18344150170462625,0.04731422838817134,0.11218029910935257,0.10562709141483517,0.21379318256487667,0.6211885182495025,0.020909987945788133,0.06196124107688816,0.006529759703499893,0.00921861654817202,0.011258397761764405,0.07573080275302879,0.04625541530459287,0.0076517496000581,0.011992114515138486,0.05202965776261825
GUMNet_Adaptive,0.1333362503040283,0.07142301088505731,0.22772714220231016,0.0865049490249552,0.10976457384077865,1.0,0.1943484652258094,0.5845764623986687,0.6778591984690778,0.26380285756376876,0.10333915331796195,0.21341658342992176,0.12946221348121,0.19200334676828867,0.9334117372195012,0.4387607025594402,0.10559290485939155,0.40198621821869285,0.5275491233872422,0.18199675778880886,0.08318005070386891,0.5997720409149565,0.09727103004126714,0.5323091337403234,0.214535544540563,0.02094397521222402,0.23762313952884861
GUMNet_Decomp,0.1032077401161624,0.05790235100516972,0.5206915214275185,9.055633974042188e-05,0.18058737936105307,0.1943484652258094,1.0,0.23804242859018898,0.020015567770403697,0.25959282634851966,0.7066912298549437,0.9885852787778979,0.07794050719832502,0.3006530520983697,0.16896718616583195,0.748171418977889,0.5965793986245673,0.10101091381842098,0.7187854830735234,0.0009620567183323825,0.003162301672706036,0.013883859336205173,0.10802070982720169,0.11104094818569199,0.00034431451168770444,0.022843046848168402,0.07442351110886758
GUMNet_Diffusion,0.9581240621143357,0.3636541318657056,0.19670995586237794,0.627918837131018,0.09167068227451014,0.5845764623986687,0.23804242859018898,1.0,0.811558134910384,0.33873026836369435,0.12692747531527937,0.15222397389112174,0.9651345414971513,0.2654833465868114,0.6025821782785332,0.18815942796535268,0.04233691168548903,0.6250853462831913,0.3846734770974951,0.78340590773711,0.772941159441205,0.8755502243295228,0.25862077337701406,0.7942316060050227,0.7793986316757002,0.03041499192117647,0.7915225412014635
GUMNet_Fourier,0.6976431227284685,0.3072316482068165,0.04355277141295533,0.10593117895439419,0.006211738461397109,0.6778591984690778,0.020015567770403697,0.811558134910384,1.0,0.0373560134828268,0.1435443551418989,0.03235481734946588,0.6842957622526977,0.03747532649605101,0.6757555612400732,0.22785322159936028,0.016914143641977963,0.43759833817006744,0.17047178331096657,0.3026656240817309,0.26064673604322364,0.8899006942226464,0.25596065856413097,0.9143270878979823,0.3414429749931136,0.08363714723782034,0.6119644680045111
GUMNet_Fusion,0.11505257919194967,0.08773286786473,0.6651413329444344,0.0016125695347157798,0.1134500212482572,0.26380285756376876,0.25959282634851966,0.33873026836369435,0.0373560134828268,1.0,0.6504488768084671,0.43266591010950384,0.10214342514847075,0.8163846278823232,0.38485720631720977,0.7725448723572748,0.22915165269552262,0.1577075478495371,0.7198587421490119,0.011356608469720975,0.0022934527361555546,0.12771794547907644,0.09253623810121425,0.14061702541565557,0.01105683686782033,0.027911620414177385,0.1734711772908455
GUMNet_Graph,0.010942980810639824,0.0021426770756085567,0.8318280735491623,0.009712863934971061,0.3066935911339499,0.10333915331796195,0.7066912298549437,0.12692747531527937,0.1435443551418989,0.6504488768084671,1.0,0.6542339282671983,0.010090415777565864,0.6234789173993018,0.0382667983939291,0.9868376176255096,0.25052915548535504,0.08348973485499522,0.9700863693019433,0.030462987420158738,0.017937508716636685,0.05685646140918843,0.07372978789655305,0.04347901170048196,0.05271647931040779,0.0005179833730240002,0.000790917855588491
