Target,Horizon,Model,Loss_Type,MCS_pvalue,In_MCS
XANG,5,TFT,mae,0.008,0
XANG,5,TTM,mae,0.007,0
XANG,5,TimeMachine,mae,0.01,0
XANG,5,TimeMixer,mae,0.025,0
XANG,5,TimeXer,mae,1.0,1
XANG,5,Time_MoE,mae,0.006,0
XANG,5,TimesFM,mae,0.046,0
XANG,5,TimesNet,mae,0.005,0
XANG,5,UniTS,mae,0.032,0
XANG,5,iTransformer,mae,1.0,1
XANG,5,Autoformer,mse,0.022,0
XANG,5,BiMamba,mse,0.013,0
XANG,5,CARD,mse,0.047,0
XANG,5,Chronos,mse,0.023,0
XANG,5,CoST,mse,0.047,0
XANG,5,Crossformer,mse,0.041,0
XANG,5,DLinear,mse,0.019,0
XANG,5,FITS,mse,0.027,0
XANG,5,FedFormer,mse,0.044,0
XANG,5,GPT4TS,mse,0.039,0
XANG,5,GUMNet,mse,1.0,1
XANG,5,GUMNetHet,mse,0.057,0
XANG,5,GUMNet_Adaptive,mse,1.0,1
XANG,5,GUMNet_Decomp,mse,1.0,1
XANG,5,GUMNet_Diffusion,mse,0.05,0
XANG,5,GUMNet_Fourier,mse,1.0,1
XANG,5,GUMNet_Fusion,mse,1.0,1
XANG,5,GUMNet_Graph,mse,1.0,1
XANG,5,GUMNet_Mamba,mse,1.0,1
XANG,5,GUMNet_MoE_Sparse,mse,1.0,1
XANG,5,GUMNet_Patch,mse,1.0,1
XANG,5,GUMNet_RL,mse,1.0,1
XANG,5,GUMNet_Wavelet,mse,0.055,0
XANG,5,GUMNet_iTrans,mse,1.0,1
XANG,5,Gated_TabNet,mse,0.038,0
XANG,5,Informer,mse,0.016,0
XANG,5,LTSF_Linear,mse,0.034,0
XANG,5,Lag_Llama,mse,1.0,1
XANG,5,MambaFormer,mse,1.0,1
XANG,5,Moirai,mse,1.0,1
XANG,5,NBEATS,mse,1.0,1
XANG,5,NHits,mse,0.046,0
XANG,5,PatchTST,mse,1.0,1
XANG,5,RLinear,mse,0.066,0
XANG,5,Reformer,mse,0.016,0
XANG,5,S_Mamba,mse,1.0,1
XANG,5,TEMPO,mse,0.012,0
XANG,5,TFT,mse,0.04,0
XANG,5,TTM,mse,0.019,0
XANG,5,TimeMachine,mse,0.051,0
XANG,5,TimeMixer,mse,0.052,0
XANG,5,TimeXer,mse,1.0,1
XANG,5,Time_MoE,mse,0.019,0
XANG,5,TimesFM,mse,0.066,0
XANG,5,TimesNet,mse,0.028,0
XANG,5,UniTS,mse,0.026,0
XANG,5,iTransformer,mse,1.0,1
XANG,7,Autoformer,mae,0.098,0
XANG,7,BiMamba,mae,0.0,0
XANG,7,CARD,mae,1.0,1
XANG,7,Chronos,mae,1.0,1
XANG,7,CoST,mae,0.027,0
XANG,7,Crossformer,mae,0.043,0
XANG,7,DLinear,mae,1.0,1
XANG,7,FITS,mae,0.036,0
XANG,7,FedFormer,mae,1.0,1
XANG,7,GPT4TS,mae,1.0,1
XANG,7,GUMNet,mae,1.0,1
XANG,7,GUMNetHet,mae,1.0,1
XANG,7,GUMNet_Adaptive,mae,1.0,1
XANG,7,GUMNet_Decomp,mae,1.0,1
XANG,7,GUMNet_Diffusion,mae,0.006,0
XANG,7,GUMNet_Fourier,mae,1.0,1
XANG,7,GUMNet_Fusion,mae,1.0,1
XANG,7,GUMNet_Graph,mae,1.0,1
XANG,7,GUMNet_Mamba,mae,1.0,1
XANG,7,GUMNet_MoE_Sparse,mae,1.0,1
XANG,7,GUMNet_Patch,mae,1.0,1
XANG,7,GUMNet_RL,mae,0.061,0
XANG,7,GUMNet_Wavelet,mae,1.0,1
XANG,7,GUMNet_iTrans,mae,1.0,1
XANG,7,Gated_TabNet,mae,1.0,1
XANG,7,Informer,mae,1.0,1
XANG,7,LTSF_Linear,mae,0.016,0
XANG,7,Lag_Llama,mae,0.001,0
XANG,7,MambaFormer,mae,0.03,0
XANG,7,Moirai,mae,0.0,0
XANG,7,NBEATS,mae,1.0,1
XANG,7,NHits,mae,1.0,1
XANG,7,PatchTST,mae,0.062,0
XANG,7,RLinear,mae,0.001,0
XANG,7,Reformer,mae,0.031,0
XANG,7,S_Mamba,mae,0.017,0
XANG,7,TEMPO,mae,1.0,1
XANG,7,TFT,mae,0.019,0
XANG,7,TTM,mae,0.031,0
XANG,7,TimeMachine,mae,0.0,0
XANG,7,TimeMixer,mae,1.0,1
XANG,7,TimeXer,mae,0.022,0
XANG,7,Time_MoE,mae,0.0,0
XANG,7,TimesFM,mae,0.024,0
XANG,7,TimesNet,mae,1.0,1
XANG,7,UniTS,mae,0.026,0
XANG,7,iTransformer,mae,1.0,1
XANG,7,Autoformer,mse,1.0,1
XANG,7,BiMamba,mse,0.008,0
XANG,7,CARD,mse,1.0,1
XANG,7,Chronos,mse,1.0,1
XANG,7,CoST,mse,1.0,1
XANG,7,Crossformer,mse,0.063,0
XANG,7,DLinear,mse,1.0,1
XANG,7,FITS,mse,1.0,1
XANG,7,FedFormer,mse,1.0,1
XANG,7,GPT4TS,mse,1.0,1
XANG,7,GUMNet,mse,1.0,1
XANG,7,GUMNetHet,mse,1.0,1
XANG,7,GUMNet_Adaptive,mse,1.0,1
XANG,7,GUMNet_Decomp,mse,1.0,1
XANG,7,GUMNet_Diffusion,mse,1.0,1
XANG,7,GUMNet_Fourier,mse,1.0,1
XANG,7,GUMNet_Fusion,mse,1.0,1
XANG,7,GUMNet_Graph,mse,1.0,1
XANG,7,GUMNet_Mamba,mse,1.0,1
XANG,7,GUMNet_MoE_Sparse,mse,1.0,1
XANG,7,GUMNet_Patch,mse,1.0,1
XANG,7,GUMNet_RL,mse,1.0,1
XANG,7,GUMNet_Wavelet,mse,1.0,1
XANG,7,GUMNet_iTrans,mse,1.0,1
XANG,7,Gated_TabNet,mse,1.0,1
XANG,7,Informer,mse,1.0,1
XANG,7,LTSF_Linear,mse,1.0,1
XANG,7,Lag_Llama,mse,0.007,0
XANG,7,MambaFormer,mse,0.065,0
XANG,7,Moirai,mse,0.005,0
XANG,7,NBEATS,mse,1.0,1
XANG,7,NHits,mse,1.0,1
XANG,7,PatchTST,mse,1.0,1
XANG,7,RLinear,mse,0.067,0
XANG,7,Reformer,mse,0.055,0
XANG,7,S_Mamba,mse,1.0,1
XANG,7,TEMPO,mse,1.0,1
XANG,7,TFT,mse,1.0,1
XANG,7,TTM,mse,1.0,1
XANG,7,TimeMachine,mse,0.064,0
XANG,7,TimeMixer,mse,1.0,1
XANG,7,TimeXer,mse,1.0,1
XANG,7,Time_MoE,mse,0.019,0
XANG,7,TimesFM,mse,1.0,1
XANG,7,TimesNet,mse,1.0,1
XANG,7,UniTS,mse,1.0,1
XANG,7,iTransformer,mse,1.0,1
XANG,10,Autoformer,mae,0.009,0
XANG,10,BiMamba,mae,0.0,0
XANG,10,CARD,mae,1.0,1
XANG,10,Chronos,mae,0.07,0
XANG,10,CoST,mae,0.0,0
XANG,10,Crossformer,mae,0.002,0
XANG,10,DLinear,mae,0.008,0
XANG,10,FITS,mae,0.081,0
XANG,10,FedFormer,mae,1.0,1
XANG,10,GPT4TS,mae,0.0,0
XANG,10,GUMNet,mae,1.0,1
XANG,10,GUMNetHet,mae,1.0,1
XANG,10,GUMNet_Adaptive,mae,1.0,1
XANG,10,GUMNet_Decomp,mae,1.0,1
XANG,10,GUMNet_Diffusion,mae,0.023,0
XANG,10,GUMNet_Fourier,mae,1.0,1
XANG,10,GUMNet_Fusion,mae,1.0,1
XANG,10,GUMNet_Graph,mae,0.027,0
XANG,10,GUMNet_Mamba,mae,0.021,0
XANG,10,GUMNet_MoE_Sparse,mae,0.088,0
XANG,10,GUMNet_Patch,mae,1.0,1
XANG,10,GUMNet_RL,mae,0.016,0
XANG,10,GUMNet_Wavelet,mae,1.0,1
XANG,10,GUMNet_iTrans,mae,1.0,1
XANG,10,Gated_TabNet,mae,1.0,1
XANG,10,Informer,mae,0.027,0
XANG,10,LTSF_Linear,mae,0.008,0
XANG,10,Lag_Llama,mae,0.043,0
XANG,10,MambaFormer,mae,0.04,0
XANG,10,Moirai,mae,1.0,1
XANG,10,NBEATS,mae,1.0,1
XANG,10,NHits,mae,1.0,1
XANG,10,PatchTST,mae,1.0,1
XANG,10,RLinear,mae,1.0,1
XANG,10,Reformer,mae,0.001,0
XANG,10,S_Mamba,mae,0.002,0
XANG,10,TEMPO,mae,0.0,0
XANG,10,TFT,mae,0.024,0
XANG,10,TTM,mae,0.026,0
XANG,10,TimeMachine,mae,0.0,0
XANG,10,TimeMixer,mae,0.019,0
XANG,10,TimeXer,mae,0.051,0
XANG,10,Time_MoE,mae,0.01,0
XANG,10,TimesFM,mae,1.0,1
XANG,10,TimesNet,mae,0.002,0
XANG,10,UniTS,mae,0.001,0
XANG,10,iTransformer,mae,1.0,1
XANG,10,Autoformer,mse,0.03,0
XANG,10,BiMamba,mse,0.002,0
XANG,10,CARD,mse,0.098,0
XANG,10,Chronos,mse,0.041,0
XANG,10,CoST,mse,0.0,0
XANG,10,Crossformer,mse,0.008,0
XANG,10,DLinear,mse,0.006,0
XANG,10,FITS,mse,0.053,0
XANG,10,FedFormer,mse,1.0,1
XANG,10,GPT4TS,mse,0.0,0
XANG,10,GUMNet,mse,1.0,1
XANG,10,GUMNetHet,mse,1.0,1
XANG,10,GUMNet_Adaptive,mse,1.0,1
XANG,10,GUMNet_Decomp,mse,1.0,1
XANG,10,GUMNet_Diffusion,mse,1.0,1
XANG,10,GUMNet_Fourier,mse,1.0,1
XANG,10,GUMNet_Fusion,mse,1.0,1
XANG,10,GUMNet_Graph,mse,0.031,0
XANG,10,GUMNet_Mamba,mse,0.074,0
XANG,10,GUMNet_MoE_Sparse,mse,1.0,1
XANG,10,GUMNet_Patch,mse,1.0,1
XANG,10,GUMNet_RL,mse,1.0,1
XANG,10,GUMNet_Wavelet,mse,0.072,0
XANG,10,GUMNet_iTrans,mse,1.0,1
XANG,10,Gated_TabNet,mse,1.0,1
XANG,10,Informer,mse,0.022,0
XANG,10,LTSF_Linear,mse,0.006,0
XANG,10,Lag_Llama,mse,0.056,0
XANG,10,MambaFormer,mse,0.046,0
XANG,10,Moirai,mse,1.0,1
XANG,10,NBEATS,mse,0.047,0
XANG,10,NHits,mse,1.0,1
XANG,10,PatchTST,mse,1.0,1
XANG,10,RLinear,mse,0.019,0
XANG,10,Reformer,mse,0.0,0
XANG,10,S_Mamba,mse,0.008,0
XANG,10,TEMPO,mse,0.0,0
XANG,10,TFT,mse,0.022,0
XANG,10,TTM,mse,0.009,0
XANG,10,TimeMachine,mse,0.002,0
XANG,10,TimeMixer,mse,0.039,0
XANG,10,TimeXer,mse,0.069,0
XANG,10,Time_MoE,mse,0.027,0
XANG,10,TimesFM,mse,1.0,1
XANG,10,TimesNet,mse,0.012,0
XANG,10,UniTS,mse,0.011,0
XANG,10,iTransformer,mse,1.0,1
XANG,20,Autoformer,mae,0.0,0
XANG,20,BiMamba,mae,0.0,0
XANG,20,CARD,mae,1.0,1
XANG,20,Chronos,mae,0.0,0
XANG,20,CoST,mae,0.0,0
XANG,20,Crossformer,mae,1.0,1
XANG,20,DLinear,mae,0.0,0
XANG,20,FITS,mae,1.0,1
XANG,20,FedFormer,mae,0.0,0
XANG,20,GPT4TS,mae,0.0,0
XANG,20,GUMNet,mae,1.0,1
XANG,20,GUMNetHet,mae,1.0,1
XANG,20,GUMNet_Adaptive,mae,1.0,1
XANG,20,GUMNet_Decomp,mae,1.0,1
XANG,20,GUMNet_Diffusion,mae,0.0,0
XANG,20,GUMNet_Fourier,mae,1.0,1
XANG,20,GUMNet_Fusion,mae,1.0,1
XANG,20,GUMNet_Graph,mae,0.002,0
XANG,20,GUMNet_Mamba,mae,1.0,1
XANG,20,GUMNet_MoE_Sparse,mae,1.0,1
XANG,20,GUMNet_Patch,mae,0.0,0
XANG,20,GUMNet_RL,mae,0.0,0
XANG,20,GUMNet_Wavelet,mae,0.012,0
XANG,20,GUMNet_iTrans,mae,1.0,1
XANG,20,Gated_TabNet,mae,1.0,1
XANG,20,Informer,mae,0.0,0
XANG,20,LTSF_Linear,mae,0.0,0
XANG,20,Lag_Llama,mae,0.0,0
XANG,20,MambaFormer,mae,0.0,0
XANG,20,Moirai,mae,1.0,1
XANG,20,NBEATS,mae,1.0,1
XANG,20,NHits,mae,0.0,0
XANG,20,PatchTST,mae,1.0,1
XANG,20,RLinear,mae,0.0,0
XANG,20,Reformer,mae,1.0,1
XANG,20,S_Mamba,mae,0.0,0
XANG,20,TEMPO,mae,0.0,0
XANG,20,TFT,mae,0.0,0
XANG,20,TTM,mae,0.0,0
XANG,20,TimeMachine,mae,0.0,0
XANG,20,TimeMixer,mae,0.0,0
XANG,20,TimeXer,mae,1.0,1
XANG,20,Time_MoE,mae,1.0,1
XANG,20,TimesFM,mae,1.0,1
XANG,20,TimesNet,mae,0.0,0
XANG,20,UniTS,mae,1.0,1
XANG,20,iTransformer,mae,0.001,0
XANG,20,Autoformer,mse,0.0,0
XANG,20,BiMamba,mse,0.003,0
XANG,20,CARD,mse,0.014,0
XANG,20,Chronos,mse,0.0,0
XANG,20,CoST,mse,0.0,0
XANG,20,Crossformer,mse,0.009,0
XANG,20,DLinear,mse,0.0,0
XANG,20,FITS,mse,0.025,0
XANG,20,FedFormer,mse,0.005,0
XANG,20,GPT4TS,mse,0.0,0
XANG,20,GUMNet,mse,0.024,0
XANG,20,GUMNetHet,mse,0.017,0
XANG,20,GUMNet_Adaptive,mse,0.02,0
XANG,20,GUMNet_Decomp,mse,0.006,0
XANG,20,GUMNet_Diffusion,mse,0.003,0
XANG,20,GUMNet_Fourier,mse,0.035,0
XANG,20,GUMNet_Fusion,mse,0.001,0
XANG,20,GUMNet_Graph,mse,0.002,0
XANG,20,GUMNet_Mamba,mse,0.0,0
XANG,20,GUMNet_MoE_Sparse,mse,0.0,0
XANG,20,GUMNet_Patch,mse,0.0,0
XANG,20,GUMNet_RL,mse,0.0,0
XANG,20,GUMNet_Wavelet,mse,0.0,0
XANG,20,GUMNet_iTrans,mse,0.015,0
XANG,20,Gated_TabNet,mse,0.01,0
XANG,20,Informer,mse,0.001,0
XANG,20,LTSF_Linear,mse,0.005,0
XANG,20,Lag_Llama,mse,0.001,0
XANG,20,MambaFormer,mse,0.0,0
XANG,20,Moirai,mse,0.028,0
XANG,20,NBEATS,mse,0.006,0
XANG,20,NHits,mse,0.002,0
XANG,20,PatchTST,mse,0.0,0
XANG,20,RLinear,mse,0.0,0
XANG,20,Reformer,mse,0.0,0
XANG,20,S_Mamba,mse,0.0,0
XANG,20,TEMPO,mse,0.0,0
XANG,20,TFT,mse,0.0,0
XANG,20,TTM,mse,0.001,0
XANG,20,TimeMachine,mse,0.0,0
XANG,20,TimeMixer,mse,0.0,0
XANG,20,TimeXer,mse,1.0,1
XANG,20,Time_MoE,mse,0.038,0
XANG,20,TimesFM,mse,0.026,0
XANG,20,TimesNet,mse,0.0,0
XANG,20,UniTS,mse,0.011,0
XANG,20,iTransformer,mse,0.001,0
XANG,60,Autoformer,mae,0.0,0
XANG,60,BiMamba,mae,0.0,0
XANG,60,CARD,mae,0.0,0
XANG,60,Chronos,mae,0.039,0
XANG,60,CoST,mae,0.0,0
XANG,60,Crossformer,mae,0.042,0
XANG,60,DLinear,mae,0.006,0
XANG,60,FITS,mae,0.001,0
XANG,60,FedFormer,mae,1.0,1
XANG,60,GPT4TS,mae,1.0,1
XANG,60,GUMNet,mae,0.033,0
XANG,60,GUMNetHet,mae,1.0,1
XANG,60,GUMNet_Adaptive,mae,1.0,1
XANG,60,GUMNet_Decomp,mae,0.0,0
XANG,60,GUMNet_Diffusion,mae,1.0,1
XANG,60,GUMNet_Fourier,mae,1.0,1
XANG,60,GUMNet_Fusion,mae,1.0,1
XANG,60,GUMNet_Graph,mae,1.0,1
XANG,60,GUMNet_Mamba,mae,1.0,1
XANG,60,GUMNet_MoE_Sparse,mae,1.0,1
XANG,60,GUMNet_Patch,mae,0.023,0
XANG,60,GUMNet_RL,mae,1.0,1
XANG,60,GUMNet_Wavelet,mae,1.0,1
XANG,60,GUMNet_iTrans,mae,1.0,1
XANG,60,Gated_TabNet,mae,1.0,1
XANG,60,Informer,mae,0.003,0
XANG,60,LTSF_Linear,mae,0.001,0
XANG,60,Lag_Llama,mae,0.039,0
XANG,60,MambaFormer,mae,0.0,0
XANG,60,Moirai,mae,0.044,0
XANG,60,NBEATS,mae,0.0,0
XANG,60,NHits,mae,0.0,0
XANG,60,PatchTST,mae,0.0,0
XANG,60,RLinear,mae,1.0,1
XANG,60,Reformer,mae,0.02,0
XANG,60,S_Mamba,mae,1.0,1
XANG,60,TEMPO,mae,1.0,1
XANG,60,TFT,mae,0.0,0
XANG,60,TTM,mae,0.007,0
XANG,60,TimeMachine,mae,1.0,1
XANG,60,TimeMixer,mae,1.0,1
XANG,60,TimeXer,mae,1.0,1
XANG,60,Time_MoE,mae,0.0,0
XANG,60,TimesFM,mae,0.0,0
XANG,60,TimesNet,mae,0.0,0
XANG,60,UniTS,mae,0.0,0
XANG,60,iTransformer,mae,1.0,1
XANG,60,Autoformer,mse,0.067,0
XANG,60,BiMamba,mse,0.0,0
XANG,60,CARD,mse,0.019,0
XANG,60,Chronos,mse,0.054,0
XANG,60,CoST,mse,0.0,0
XANG,60,Crossformer,mse,0.028,0
XANG,60,DLinear,mse,0.055,0
XANG,60,FITS,mse,0.025,0
XANG,60,FedFormer,mse,0.055,0
XANG,60,GPT4TS,mse,0.011,0
XANG,60,GUMNet,mse,0.039,0
XANG,60,GUMNetHet,mse,1.0,1
XANG,60,GUMNet_Adaptive,mse,0.018,0
XANG,60,GUMNet_Decomp,mse,0.028,0
XANG,60,GUMNet_Diffusion,mse,1.0,1
XANG,60,GUMNet_Fourier,mse,1.0,1
XANG,60,GUMNet_Fusion,mse,1.0,1
XANG,60,GUMNet_Graph,mse,0.088,0
XANG,60,GUMNet_Mamba,mse,0.037,0
XANG,60,GUMNet_MoE_Sparse,mse,1.0,1
XANG,60,GUMNet_Patch,mse,0.055,0
XANG,60,GUMNet_RL,mse,1.0,1
XANG,60,GUMNet_Wavelet,mse,1.0,1
XANG,60,GUMNet_iTrans,mse,1.0,1
XANG,60,Gated_TabNet,mse,1.0,1
XANG,60,Informer,mse,0.006,0
XANG,60,LTSF_Linear,mse,0.08,0
XANG,60,Lag_Llama,mse,0.032,0
XANG,60,MambaFormer,mse,0.0,0
XANG,60,Moirai,mse,0.072,0
XANG,60,NBEATS,mse,0.0,0
XANG,60,NHits,mse,0.0,0
XANG,60,PatchTST,mse,0.006,0
XANG,60,RLinear,mse,0.056,0
XANG,60,Reformer,mse,0.007,0
XANG,60,S_Mamba,mse,0.011,0
XANG,60,TEMPO,mse,0.044,0
XANG,60,TFT,mse,0.068,0
XANG,60,TTM,mse,0.043,0
XANG,60,TimeMachine,mse,1.0,1
XANG,60,TimeMixer,mse,1.0,1
XANG,60,TimeXer,mse,0.035,0
XANG,60,Time_MoE,mse,0.0,0
XANG,60,TimesFM,mse,0.001,0
XANG,60,TimesNet,mse,0.0,0
XANG,60,UniTS,mse,0.0,0
XANG,60,iTransformer,mse,0.013,0
