,Autoformer,Chronos,DLinear,GUMNet,GUMNetHet,GUMNet_Adaptive,GUMNet_Decomp,GUMNet_Diffusion,GUMNet_Fourier,GUMNet_Fusion,GUMNet_Graph,GUMNet_Mamba,GUMNet_MoE_Sparse,GUMNet_Patch,GUMNet_RL,GUMNet_Wavelet,GUMNet_iTrans,LTSF_Linear,Moirai,NBEATS,NHits,PatchTST,RLinear,TFT,TTM,TimeMixer,TimesFM,TimesNet,iTransformer
GUMNet_Graph,0.3387883301085456,-0.03316540201524149,1.3225584980469747,0.3105535886016772,0.2780661966924841,0.6936847471338657,0.07161747433775603,-0.21027505979767952,0.4474621482440018,1.6526750808379733,0.0,0.1555744481581139,-1.5801242706271912,-1.6341168020465147,1.0872240942134594,0.09044919475738612,0.19190929132047152,1.2383400105109716,-0.1726377144912437,-0.22868643450569906,0.423193186564059,-0.6416667708924937,0.6764078375598841,0.739554004927354,-0.2597501026524441,0.7839631379195051,0.264279283576987,-0.13689126668742913,-0.6631509200719049
GUMNet_Mamba,0.141151823649935,-0.16662234072440993,1.2694816543792111,0.2186345844366845,0.0818257179969609,0.7085778579250493,-0.045586035761787526,-0.5043796343267426,0.35194468385768174,1.563165868106189,-0.1555744481581139,0.0,-2.00453964867462,-2.3305392625320445,1.1392570527744252,-0.03828999307664916,0.1312779578740671,1.029815548330433,-0.26608992422379935,-0.4502970378880159,0.35551514202234674,-0.5053006722754659,0.7801962141412381,0.9498098775768995,-0.35534873344078144,0.6983194910251719,0.045548973918907054,-0.23442774673515382,-0.8856915687587253
GUMNet_MoE_Sparse,2.226961676446412,1.4051133582051412,2.4330094026061655,1.922348024351975,1.9135222761694657,2.2069001508989583,2.1217087330830577,1.9845387680860833,1.7501693178340119,2.1635458069960967,1.5801242706271912,2.00453964867462,0.0,0.723733166627892,3.1748771454608273,1.7015047224772855,1.2276033042312176,2.4034348932295417,1.5575901117333533,1.816804798080499,1.941682570152729,1.2036766363273108,2.4354088769966658,2.876148449618051,1.6347943341963052,2.3439772076639187,2.3811960246853467,1.2149636284072878,1.085015582995331
GUMNet_Patch,1.8504602842965023,1.5775088444661123,3.2469327576433407,1.735279850879818,2.2635968706246143,1.6038752373772427,1.4272120289817216,1.7285488808490954,1.7135076106203466,2.2738530608735172,1.6341168020465147,2.3305392625320445,-0.723733166627892,0.0,2.6675293761765873,1.4046281869536146,1.072884241190601,2.851954963117461,1.5135566870175958,1.9195795516862717,2.1371211067380003,1.07826262582105,2.285938902949538,2.622962888000997,1.7986864599442876,2.716355590489641,2.5454101338059325,1.1341814042121374,0.79117144723496
GUMNet_RL,-1.356816251072306,-0.8899950769550388,-0.263551170575612,-1.0443469052456305,-1.2907679868870914,-0.05842102605645075,-1.5348453587028175,-1.7233647924878845,-0.8454724562108433,0.8151664484119509,-1.0872240942134594,-1.1392570527744252,-3.1748771454608273,-2.6675293761765873,0.0,-1.6973215433131477,-0.69564124991056,-0.3162992586040554,-1.4307538825588393,-1.6508011471932416,-1.0058223143653247,-1.2734987805138858,-0.6235643408333945,-0.9007532752163124,-1.3082798982060555,-0.7668937089093942,-1.4265685369823176,-1.13708856697973,-1.756234023825995
GUMNet_Wavelet,0.1823521279379878,-0.08999226776364927,0.949237727818113,0.243610679706962,0.10550195237184225,0.9231182523247635,-0.00515730424379036,-0.280766293081255,0.44609809357203767,1.5969037313006154,-0.09044919475738612,0.03828999307664916,-1.7015047224772855,-1.4046281869536146,1.6973215433131477,0.0,0.1757587856957121,0.804193914378943,-0.1979938322455682,-0.2717995987901815,0.37075777209979977,-0.35933642656316256,0.7021349978058576,0.8012988235796626,-0.2063821618564884,0.44367637592132847,0.07603676951558495,-0.17550648893106316,-0.5842787010814026
GUMNet_iTrans,-0.02951875712956277,-0.19354656642412446,0.5608262141890841,0.012375281718534154,-0.09539957533335511,0.5171054429244176,-0.15335581384356248,-0.3485352054184431,0.1378942426419244,1.482575709860542,-0.19190929132047152,-0.1312779578740671,-1.2276033042312176,-1.072884241190601,0.69564124991056,-0.1757587856957121,0.0,0.4911305850768685,-0.29433978167448643,-0.36224511564437334,0.10220359108193758,-0.4244201153494758,0.3586283637296044,0.31004364913625565,-0.3042337548938621,0.1657214372397959,-0.1019458136057291,-0.2931310878241869,-0.6181361796972556
LTSF_Linear,-1.2294948585929761,-1.1395207107058214,0.11484720721765616,-0.8282858207859447,-1.791942573897762,0.13762707329776405,-0.7714088933502116,-1.590724930473468,-0.6192441450362278,1.2260367830285803,-1.2383400105109716,-1.029815548330433,-2.4034348932295417,-2.851954963117461,0.3162992586040554,-0.804193914378943,-0.4911305850768685,0.0,-2.0214621174785483,-2.6537766396842266,-0.8332189618953267,-1.84423369853093,-0.3129160040709276,-0.37578167313023325,-1.9828076791918772,-0.8083543176516037,-1.387832349514731,-1.3247994099565548,-1.8313968125858455
Moirai,0.6215598181578795,0.10506745604951728,1.8951013663104788,0.48737607999747207,0.5114319968145161,0.7856698121746308,0.16082199788652354,-0.09664223399207467,0.5992696081892728,1.8464899012800462,0.1726377144912437,0.26608992422379935,-1.5575901117333533,-1.5135566870175958,1.4307538825588393,0.1979938322455682,0.29433978167448643,2.0214621174785483,0.0,-0.11393036255770199,0.6243976270536655,-0.43223942636835444,0.8450729665785458,0.9546650089017346,-0.07470055114696626,1.047253385206543,0.49654621165455143,-0.020928569421970706,-0.5490592647889346
NBEATS,0.8556935823714344,0.18720082924187742,2.3871340615630725,0.6396713953223885,0.846605773662406,0.9139255143894891,0.2725136350485169,-0.017965960738508237,0.7616766553383394,1.9208724669827357,0.22868643450569906,0.4502970378880159,-1.816804798080499,-1.9195795516862717,1.6508011471932416,0.2717995987901815,0.36224511564437334,2.6537766396842266,0.11393036255770199,0.0,0.9481254155076405,-0.3331037736850571,1.290673831953648,1.3754875353000031,0.05587421420505873,1.4710224063855661,0.7613979596041763,0.05948394464247657,-0.5141218604252833
NHits,-0.19134286469303521,-0.43223721775063906,1.0005451675089632,-0.146696972134902,-0.442753178375348,0.5448784937373666,-0.3637789783846338,-0.7831173401208702,0.0812741634534884,1.6526133151468152,-0.423193186564059,-0.35551514202234674,-1.941682570152729,-2.1371211067380003,1.0058223143653247,-0.37075777209979977,-0.10220359108193758,0.8332189618953267,-0.6243976270536655,-0.9481254155076405,0.0,-0.8481570618190912,0.5401524676395202,0.42584554565913013,-0.6674664144081411,0.17138994767636564,-0.37718535993387003,-0.6069846437702889,-0.9754820787451798
PatchTST,0.7881841020478408,0.7269460192654176,1.7790137350156465,0.6784375204140018,0.7844709150778966,0.8517281529250009,0.34086695767612213,0.22370822327652323,0.8149727794650319,1.7756683317027462,0.6416667708924937,0.5053006722754659,-1.2036766363273108,-1.07826262582105,1.2734987805138858,0.35933642656316256,0.4244201153494758,1.84423369853093,0.43223942636835444,0.3331037736850571,0.8481570618190912,0.0,1.059696816722609,0.9935286528087494,0.5764457106803836,1.1436125574284652,0.8554158122463948,0.30249618343214313,-0.20405747626640142
RLinear,-0.6126375526599647,-0.6615651928815377,0.3707251587456627,-0.6611978919662844,-0.8164101041899982,0.3787529648052927,-0.8332221970322687,-1.2412251017833726,-0.3625661343013183,1.352217449846561,-0.6764078375598841,-0.7801962141412381,-2.4354088769966658,-2.285938902949538,0.6235643408333945,-0.7021349978058576,-0.3586283637296044,0.3129160040709276,-0.8450729665785458,-1.290673831953648,-0.5401524676395202,-1.059696816722609,0.0,-0.07289058600785375,-0.9895068375875684,-0.26211489162831647,-0.8294159964725473,-0.7785675641526145,-1.2887014786639492
TFT,-0.6255223721715277,-0.6363469307243594,0.47811788803286764,-0.5982300619156636,-0.8234854304489806,0.410330256131371,-0.8248424593451554,-1.6987973451908982,-0.2686620080250294,1.3305247170452223,-0.739554004927354,-0.9498098775768995,-2.876148449618051,-2.622962888000997,0.9007532752163124,-0.8012988235796626,-0.31004364913625565,0.37578167313023325,-0.9546650089017346,-1.3754875353000031,-0.42584554565913013,-0.9935286528087494,0.07289058600785375,0.0,-1.0268844239886532,-0.29673766056706113,-0.93253485653479,-0.7933199268720675,-1.5000482819893
TTM,0.5813194629970416,0.22236591679052914,2.066742399340031,0.5273975812744459,0.5642138425720715,0.7826070313093844,0.1969588494430483,-0.05722305549063213,0.6138946399368239,1.7605709621854182,0.2597501026524441,0.35534873344078144,-1.6347943341963052,-1.7986864599442876,1.3082798982060555,0.2063821618564884,0.3042337548938621,1.9828076791918772,0.07470055114696626,-0.05587421420505873,0.6674664144081411,-0.5764457106803836,0.9895068375875684,1.0268844239886532,0.0,1.290532420510185,0.7071422352334239,0.024584634000122473,-0.6323702276127895
TimeMixer,-0.3753712584180394,-0.7177536836175273,0.985491269091309,-0.2891180867934967,-0.709552474030513,0.4218247151668835,-0.4182645521194462,-1.2948003612631571,-0.06465896516535176,1.502691177836897,-0.7839631379195051,-0.6983194910251719,-2.3439772076639187,-2.716355590489641,0.7668937089093942,-0.44367637592132847,-0.1657214372397959,0.8083543176516037,-1.047253385206543,-1.4710224063855661,-0.17138994767636564,-1.1436125574284652,0.26211489162831647,0.29673766056706113,-1.290532420510185,0.0,-0.7832156006410586,-0.760279612884976,-1.4785971555584965
