,Autoformer,Chronos,DLinear,GUMNet,GUMNetHet,GUMNet_Adaptive,GUMNet_Decomp,GUMNet_Diffusion,GUMNet_Fourier,GUMNet_Fusion,GUMNet_Graph,GUMNet_Mamba,GUMNet_MoE_Sparse,GUMNet_Patch,GUMNet_RL,GUMNet_Wavelet,GUMNet_iTrans,LTSF_Linear,Moirai,PatchTST,RLinear,TFT,TTM,TimeMixer,TimesFM,TimesNet,iTransformer
Autoformer,1.0,0.01886713943348517,0.06767207536475461,0.008768802874844273,0.02346730246578299,0.042545941215536676,0.018512779035600113,0.28279046833840815,0.23842548244516704,0.10535276661449311,0.03983210921966718,0.1481725340776816,0.03162391952708177,0.054254045513526084,0.08470133692756221,0.020602646413446557,0.032480787783929266,0.0346110761953915,0.013057216902387037,0.06811871262040148,0.5935532647591986,0.0253313414307188,0.6737528952483798,0.06702621261999786,0.04127737105227669,0.8041184516109126,0.05179166325716489
Chronos,0.01886713943348517,1.0,0.12130487321806704,0.6456503072228794,0.11393452926550562,0.3272490787299924,0.5313573568474474,0.015893573266400507,0.03353039377578426,0.03353747359674175,0.8468036250482232,0.1410127582009939,0.49877289192426133,0.08492332516703271,0.08447825795972763,0.9695910302425621,0.39425951110729884,0.188981284965817,0.6333386916732304,0.025633127886188323,0.060440970581785436,0.6634753582963038,0.0706648169769939,0.18245408690756615,0.027646710542911013,0.03389854929246239,0.24190569553712238
DLinear,0.06767207536475461,0.12130487321806704,1.0,0.025415096520728042,0.10280292752971198,0.15367007754744666,0.038057347954778775,0.08780881378499772,0.2628214902469701,0.33045326901215777,0.0304111741879316,0.7807067986325325,0.20395856643770283,0.9673654026616547,0.7963882495166761,0.008241211021920547,0.048173773408274334,0.4222017438918182,0.08275499286127852,0.9522478552776139,0.05552725797291336,0.3250356000915582,0.08013248003581452,0.6819979017772342,0.863036416071199,0.0574326802480869,0.2705771039683573
GUMNet,0.008768802874844273,0.6456503072228794,0.025415096520728042,1.0,0.13826266903788742,0.12686669522505167,0.1578471133884789,0.00672279014964583,0.004698200008568021,0.007642332204034874,0.5514994505534467,0.049207077773612884,0.33633785698517604,0.010456745680651913,0.01590255727815504,0.643044674543698,0.14517049496553658,0.04974523678176079,0.2949853767409003,0.0027181125227995206,0.027451381921246965,0.807893554462848,0.04731928046378853,0.08355792412489693,0.000967111376928953,0.01546880543312712,0.0698601347442247
GUMNetHet,0.02346730246578299,0.11393452926550562,0.10280292752971198,0.13826266903788742,1.0,0.12302150711274829,0.1303828444937456,0.03715838841356023,0.08528660921946929,0.0811962607696659,0.15739983006289004,0.11090094523631722,0.11744797386699068,0.09408681243700645,0.09740559765765999,0.15448980508527765,0.1295428135925374,0.1076329881367748,0.11297440487834987,0.09039458338072182,0.08918359267367282,0.08239994221245928,0.0903610010528697,0.0951599744474727,0.08292879939865827,0.07797014105033462,0.11760930332585118
GUMNet_Adaptive,0.042545941215536676,0.3272490787299924,0.15367007754744666,0.12686669522505167,0.12302150711274829,1.0,0.48078561119377294,0.03165984080939643,0.006712484836377763,0.012768418449185193,0.1850126687570608,0.06539260704008631,0.4986984176440308,0.0940667128997612,0.029118056205733378,0.01591655532396863,0.7381270265331099,0.5271720323228912,0.42663436241618236,0.08584337028573064,0.030006840818307845,0.481789975566167,0.051964906705330716,0.2633731039105984,0.27398815998372994,0.01200759780486238,0.6733284196296196
GUMNet_Decomp,0.018512779035600113,0.5313573568474474,0.038057347954778775,0.1578471133884789,0.1303828444937456,0.48078561119377294,1.0,0.0135956112807043,0.0035347747950926767,0.012515006389910432,0.5563350650801246,0.05934489192700254,0.8823854203436552,0.0033483886164009657,0.01750893751461291,0.2676189231960533,0.5701239368399198,0.1971578640652012,0.6419736703110304,0.00022194348844251088,0.022859252794750207,0.566063718865152,0.04656004108110312,0.1490078611585477,0.014371753973656753,0.010316682508130004,0.17283721262942375
GUMNet_Diffusion,0.28279046833840815,0.015893573266400507,0.08780881378499772,0.00672279014964583,0.03715838841356023,0.03165984080939643,0.0135956112807043,1.0,0.3244592140850697,0.1032265900987761,0.03568234981773455,0.1668534676913609,0.02179930681336195,0.05040110676330012,0.07916077006006805,0.012470298457532891,0.026737708478155264,0.03064007056383078,0.012382646246778872,0.07410331949656346,0.8711624925911852,0.038564753410163854,0.4602354487328859,0.0923215772659538,0.04606509556196725,0.9077638702722135,0.04492020518179407
GUMNet_Fourier,0.23842548244516704,0.03353039377578426,0.2628214902469701,0.004698200008568021,0.08528660921946929,0.006712484836377763,0.0035347747950926767,0.3244592140850697,1.0,0.8222748062768714,1.9036717817000337e-05,0.11342139735572743,0.016676644243896588,0.2513224093635831,0.1903650751558219,6.53451886367673e-05,0.0007234400195084145,0.072279279528495,0.033313044884205834,0.2734289839674955,0.26147212913002127,0.22829291473318292,0.11720584384439281,0.7115877055356425,0.2604849664967932,0.11038973810302033,0.022021403805437822
GUMNet_Fusion,0.10535276661449311,0.03353747359674175,0.33045326901215777,0.007642332204034874,0.0811962607696659,0.012768418449185193,0.012515006389910432,0.1032265900987761,0.8222748062768714,1.0,0.02407795159266546,0.49874270231471796,0.018193817663000766,0.2226131686316677,0.23306548437171948,0.0008072812978254795,0.005234255316616032,0.046975669041676715,0.033566623435686616,0.345571632361124,0.21722445791208456,0.18941080596061233,0.13362461789150082,0.7614536417298148,0.2998392373675616,0.15526803344220452,0.09657423538361432
GUMNet_Graph,0.03983210921966718,0.8468036250482232,0.0304111741879316,0.5514994505534467,0.15739983006289004,0.1850126687570608,0.5563350650801246,0.03568234981773455,1.9036717817000337e-05,0.02407795159266546,1.0,0.0027489111644429798,0.7829670600177889,0.04074926053184491,0.014469022635675177,0.7304622396540705,0.21696916379408626,0.17093222257133633,0.9562360406214816,0.018655141765539618,0.009244376431047252,0.7026200439293739,0.025683446619577888,0.14991290218418563,0.09687134251462926,0.001840443339415243,0.08148566498161891
