,Autoformer,Chronos,DLinear,GUMNet,GUMNetHet,GUMNet_Adaptive,GUMNet_Decomp,GUMNet_Diffusion,GUMNet_Fourier,GUMNet_Fusion,GUMNet_Graph,GUMNet_Mamba,GUMNet_MoE_Sparse,GUMNet_Patch,GUMNet_RL,GUMNet_Wavelet,GUMNet_iTrans,LTSF_Linear,Moirai,PatchTST,RLinear,TFT,TTM,TimeMixer,TimesFM,TimesNet,iTransformer
Autoformer,1.0,0.044293454241999486,0.3543957664958737,0.2659501657448513,0.015738516621141452,0.016311233121669266,0.023734062492651198,0.995575957240544,0.009541821393480587,0.07454298476434107,0.6898382527640856,0.6332132950356377,0.9827319577021261,0.047345621777122426,0.028091958006544848,0.03006020526833142,0.018635484009278835,0.8192770885523173,0.4511726579973092,0.09592079298349154,0.7081267246632539,0.017962691603542247,0.046754738467662094,0.3678565285492137,0.06992130416705633,0.38549134112514594,0.5215338771074505
Chronos,0.044293454241999486,1.0,0.17772931472967435,0.11432235100475507,0.05794799305398102,0.11162854474106276,0.15824367375294734,0.705345375692128,0.059270043030225095,0.3847908887058029,0.9320642211952959,0.5535776856660375,0.35794629638910025,0.48353621182015916,0.2588150856348639,0.6119379298673895,0.11072139490498101,0.27268370019296073,0.5976500963203843,0.30056461143054136,0.5501654514559751,0.05744799873716788,0.12453918688699339,0.8592307652454054,0.7228717242024554,0.8041168969618697,0.2478072147281145
DLinear,0.3543957664958737,0.17772931472967435,1.0,0.904911168561112,0.02883414571379128,0.07079928746782693,0.0812598287801436,0.5952606483030309,0.0568967008283956,0.09770876489912306,0.4437595721562313,0.2575059223257363,0.46316549612731794,0.08121915368970578,0.08352945982999538,0.14450148263222062,0.046946083834627395,0.1344685644404886,0.2350481141597669,0.24497387329675835,0.33055259882737653,0.04191934765451322,0.0977664262899347,0.12720568167775403,0.16387120108476383,0.12152165631049883,0.8692911084210815
GUMNet,0.2659501657448513,0.11432235100475507,0.904911168561112,1.0,0.043434606480871274,0.023677091140746453,0.05424112322496155,0.3805081009896829,0.03133568323639069,0.02886177674333701,0.2916339266080752,0.0761500765869878,0.31139325391224437,0.04179957474612994,0.03412451565446317,0.06027009926072502,0.0279544854405811,0.446545895919801,0.06313831290021832,0.14543003746783612,0.03992354437700074,0.03259163030400947,0.09302205488064264,0.07857562886550062,0.13743872021054893,0.09976033701023246,0.10095018070822803
GUMNetHet,0.015738516621141452,0.05794799305398102,0.02883414571379128,0.043434606480871274,1.0,0.856116419076,0.11858415302728154,0.3572889549813587,0.6818900804635795,0.7066643621717628,0.5195131905865107,0.08113960356402772,0.10408101999382202,0.4001024332507557,0.5592386369434461,0.23612742244605567,0.8219333153840458,0.01623976126995741,0.06874456717024802,0.06589853570946036,0.1445124945245988,0.7933891938058344,0.8377783926528917,0.14806110001285955,0.10188480546522838,0.12327951140131055,0.09215599981016198
GUMNet_Adaptive,0.016311233121669266,0.11162854474106276,0.07079928746782693,0.023677091140746453,0.856116419076,1.0,0.42334441077327956,0.34549545979041296,0.8127349158185853,0.5335690556630928,0.43214134038814556,0.02966669238342945,0.028839482720534493,0.24176929318302953,0.27429859549420144,0.072446651713445,0.5302568763389885,0.08356411473309966,0.04971242287077504,0.074889939089958,0.03769918995000099,0.605926645423359,0.9595474051648492,0.09942040319554724,0.2543980628230904,0.06544670728918245,0.05697508334915491
GUMNet_Decomp,0.023734062492651198,0.15824367375294734,0.0812598287801436,0.05424112322496155,0.11858415302728154,0.42334441077327956,1.0,0.5258713286630927,0.3317251914103656,0.7754255998326487,0.7245401058102412,0.19056629147770354,0.19707945499432178,0.9885890648702225,0.6901072496010405,0.6211812661188176,0.23205317421052762,0.08587347208355167,0.13794485296255354,0.08400496556103199,0.27693103862532986,0.1906318918586425,0.5731512520019098,0.41704194831757335,0.27000523594146286,0.3968032856172745,0.12704869067944324
GUMNet_Diffusion,0.995575957240544,0.705345375692128,0.5952606483030309,0.3805081009896829,0.3572889549813587,0.34549545979041296,0.5258713286630927,1.0,0.3727569504547317,0.3617581731100099,0.7638525693074389,0.8333518118558254,0.9905484938371307,0.467515099978427,0.4134961866737896,0.6014747792882211,0.2971755182342952,0.9422273216108257,0.7861204750417601,0.7942867020795612,0.8525703656523604,0.3099030347391678,0.47934040506313647,0.6803317865056469,0.6977038623628151,0.7067685562117783,0.54036040098888
GUMNet_Fourier,0.009541821393480587,0.059270043030225095,0.0568967008283956,0.03133568323639069,0.6818900804635795,0.8127349158185853,0.3317251914103656,0.3727569504547317,1.0,0.7478466496536487,0.5031007782880752,0.04675727601750568,0.050632613028332996,0.33666969268561964,0.5087251572451685,0.12151242777075488,0.42629468727953457,0.055361925331529616,0.05088398742123634,0.05578180311389436,0.07916831062165408,0.3495129628640732,0.9813548221197212,0.12386816973184889,0.19280101463933375,0.08586981478088296,0.07496823499975669
GUMNet_Fusion,0.07454298476434107,0.3847908887058029,0.09770876489912306,0.02886177674333701,0.7066643621717628,0.5335690556630928,0.7754255998326487,0.3617581731100099,0.7478466496536487,1.0,0.47770134934749553,0.07166072548090296,0.04920963429243175,0.6087509631116124,0.948820879039123,0.40921895025325394,0.45234469281806833,0.15947526270564305,0.16662268468895336,0.2808517593454294,0.03642304576246569,0.5037555577825521,0.850222697300252,0.17199434370261346,0.5327695445857312,0.08428601471543451,0.0681712685033633
