target,horizon,model,n_seeds,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,crps_mean,crps_std
DAU,1,DLinear,3,7.3188666666666675,0.23593783190987652,11.982897666666666,0.42536843065316166,4.204066666666667,0.12645530172093744,5.7843219999999995,0.21267056699035683
DAU,1,GUMNetHet,3,7.056839,0.11185529767963609,11.747347333333332,0.39965346316069006,4.067566666666667,0.08596070807836187,4.818634,0.021201932270431968
DAU,1,GUMNet_Adaptive,3,7.504959666666667,0.43409750489761306,12.461784,0.9677704086925786,4.278433333333333,0.20940955883945098,5.240857666666667,0.311897233186403
DAU,1,GUMNet_Decomp,3,7.220530666666666,0.22571034488107325,12.077751000000001,0.5327984849424777,4.123966666666667,0.13570594435518776,4.928815666666667,0.20921424045540843
DAU,1,GUMNet_Fusion,3,7.5438513333333335,0.35079609189005084,12.096760666666666,0.8626528581951918,4.3459,0.1913939131738522,5.176079666666666,0.3045920024759896
DAU,1,GUMNet_Mamba,3,7.104514666666667,0.0875929614542935,12.042152999999999,0.23356910906410402,4.0703000000000005,0.04955734052589962,4.931741,0.030768586886628327
DAU,1,GUMNet_Patch,3,7.389350666666666,0.26365243576408176,12.045852333333334,0.25182101644686755,4.229066666666667,0.14646994003321423,5.1350283333333335,0.17194473265073634
DAU,1,GUMNet_Wavelet,3,7.238466,0.1543368977820921,11.714666666666666,0.4388838048622138,4.131233333333333,0.07635144617709154,5.109187333333334,0.15676771844143592
DAU,1,GUMNet_iTrans,3,7.334125666666666,0.06582549753958046,11.690820666666667,0.3658291666028472,4.269100000000001,0.028296112807239038,5.034153666666667,0.07290496433257003
DAU,1,NBEATS,3,7.089007666666666,0.34539542435060305,11.748911,0.38560365646995576,4.076,0.17963521369709196,5.537532666666666,0.27702087203915426
DAU,1,NHits,3,7.259532333333333,0.060921111991929955,11.745481,0.10446821628131736,4.184333333333334,0.04380551715632827,5.690041333333333,0.04762862024385421
DAU,1,PatchTST,3,7.2202839999999995,0.11744613927669148,12.085287333333333,0.22207426544364292,4.151566666666667,0.05558429034658352,5.703316,0.1179384447540327
DAU,1,TFT,3,7.081987666666667,0.1516542627371,11.612534333333334,0.07423164732331732,4.078833333333333,0.08437400863615102,5.541978,0.11246744191987308
DAU,1,TimeMixer,1,7.15003,,11.802588,,4.1677,,5.653293,
DAU,1,TimesNet,1,6.83291,,11.169296,,3.9324,,5.259809,
DAU,1,iTransformer,1,7.656947,,12.566053,,4.4297,,6.029605,
DAU,3,DLinear,3,10.785820666666666,0.35212225286302584,17.946925333333336,0.49080664534450935,6.193300000000001,0.17645619853096675,8.538905666666667,0.27187500051555674
DAU,3,GUMNetHet,3,10.539565000000001,0.1652338033091287,17.343187,0.32648030949967,6.0334666666666665,0.08042514117695614,7.333592333333333,0.14988629321700284
DAU,3,GUMNet_Adaptive,3,11.033595,0.19574577447035751,18.086477,0.6055167301000038,6.302933333333333,0.13874675972192432,7.8821606666666675,0.13553528138582002
DAU,3,GUMNet_Decomp,3,11.285119666666667,0.15397735169931015,17.986326000000002,0.19178915806426555,6.4447,0.09771059307976784,7.611513333333334,0.1218449157508564
DAU,3,GUMNet_Fusion,3,10.879394666666665,0.4238258172885804,17.709443333333336,0.21124482129589223,6.273033333333333,0.23368205607905218,7.329034666666668,0.2558519935281595
DAU,3,GUMNet_Mamba,3,10.833348666666666,0.37060326908209146,17.860984666666667,0.35440995329185204,6.163466666666667,0.21848874875684854,7.590123666666667,0.29821046529981676
DAU,3,GUMNet_Patch,3,10.768476,0.14456083040367518,17.586881333333334,0.24260369286211134,6.174666666666667,0.08731634058601728,7.443934666666666,0.13035378888752425
DAU,3,GUMNet_Wavelet,3,10.144673666666668,0.6278332220465358,16.452648,1.640760047728186,5.882366666666667,0.32244468259429143,6.963169000000001,0.3723764749833161
DAU,3,GUMNet_iTrans,3,11.184999,0.017925915123082857,18.383690333333334,0.260680198968647,6.344166666666666,0.009382075108062948,7.618447,0.16262499108992992
DAU,3,NBEATS,3,10.861769,0.09361392795946522,17.655784,0.4243270444586321,6.281333333333333,0.0679012027384882,8.485680333333333,0.025583543779807465
DAU,3,NHits,3,10.964247,0.22517511846782656,18.051083666666667,0.550467370413845,6.346,0.1207127582320941,8.576435666666667,0.22134750926164445
DAU,3,PatchTST,3,11.754828666666668,0.11950140863325986,18.735052999999997,0.031010123056835256,6.6926,0.08327976945213027,9.231771333333333,0.0658032745107208
DAU,3,TFT,3,11.315333,0.2998096804124248,18.325055333333335,0.3894761328455643,6.5349,0.15001543253945648,8.853906,0.3098062012807359
DAU,3,TimeMixer,1,11.020993,,17.878326,,6.4041,,8.703588,
DAU,3,TimesNet,1,11.036525,,17.910053,,6.4895,,8.614499,
DAU,3,iTransformer,1,10.793291,,17.37869,,6.2008,,8.406045,
DAU,5,DLinear,3,14.456137666666669,0.29783636567809063,22.126005666666668,0.6488645801685686,8.610033333333334,0.13583785677539695,11.352793,0.27371888328538796
DAU,5,GUMNetHet,3,14.200089333333333,0.2525932505537976,21.55032266666667,0.6497933025988589,8.441466666666667,0.1297163957768391,9.936573000000001,0.22091899055536174
DAU,5,GUMNet_Adaptive,3,15.028184333333334,0.6883532442535111,23.240688333333335,2.785249917887143,8.953899999999999,0.3296773574269244,10.822672333333335,0.6764070990020239
DAU,5,GUMNet_Decomp,3,14.005452666666665,0.16938228905447444,21.458616666666668,0.08817871950949298,8.313966666666666,0.11691109157532192,9.614252333333333,0.1024237539652459
DAU,5,GUMNet_Fusion,3,13.897985333333333,0.09837340896976822,20.812375666666668,0.22989177452952586,8.270866666666668,0.040031529240504994,9.392316333333333,0.18192121449224455
DAU,5,GUMNet_Mamba,3,13.629116666666667,0.348952060235118,20.606536333333334,0.43405268573795724,8.122266666666667,0.21638785394132776,9.297775666666666,0.5129624092361272
DAU,5,GUMNet_Patch,3,14.349411666666667,0.00702580631197119,21.680336,0.2904724802748117,8.575733333333334,0.00820751687986877,9.924245333333333,0.04830936245008201
DAU,5,GUMNet_Wavelet,3,13.676017666666667,0.46743503131486974,20.274266333333333,1.131155964081582,8.127899999999999,0.2854263302500312,9.381944666666667,0.3851016587270606
DAU,5,GUMNet_iTrans,3,13.925732000000002,0.07922715511742277,20.286019999999997,0.5620062440640677,8.371166666666667,0.0384148842681224,9.476513666666667,0.2359255529321329
DAU,5,NBEATS,3,14.558622999999999,0.16851409743994727,22.052099666666667,0.24146625690835746,8.706333333333333,0.15731599833879992,11.446474333333335,0.11559961725859347
DAU,5,NHits,3,14.453797333333332,0.6789501986687485,21.458185333333333,0.5429716179915244,8.635133333333334,0.41362844840911633,11.281366333333333,0.5324154838566725
