,Autoformer,Chronos,DLinear,GUMNet,GUMNetHet,GUMNet_Adaptive,GUMNet_Decomp,GUMNet_Diffusion,GUMNet_Fourier,GUMNet_Fusion,GUMNet_Graph,GUMNet_Mamba,GUMNet_MoE_Sparse,GUMNet_Patch,GUMNet_RL,GUMNet_Wavelet,GUMNet_iTrans,LTSF_Linear,Moirai,PatchTST,RLinear,TFT,TTM,TimeMixer,TimesFM,TimesNet,iTransformer
Autoformer,0.0,2.3546109328767018,1.8305323852845292,2.6296610398558404,2.271613466819451,2.0325215195363553,2.361716950927297,1.0750479623930638,1.180120464184493,1.6219164107001613,2.0600233208669088,1.4479034533560775,2.1542347791582603,1.9286280287486992,1.7269280645399707,2.321411721603516,2.1434788939803937,2.1177578292658583,2.48972043619024,1.8275550869919424,0.5339832037493644,2.241983606551961,-0.4212120164686587,1.8348665213876765,2.0451858090531907,0.24813164463715487,1.9487904591175347
Chronos,-2.3546109328767018,0.0,-1.5515440152033355,0.46004812641438547,1.5830881227147666,-0.9804799927534879,-0.6263027947334388,-2.4182969756995303,-2.1306308330297696,-2.1305453486138,-0.19328286778290396,-1.4739980536681723,-0.6768376568418175,-1.7256944703790968,-1.7281703640987642,-0.03813732092558326,-0.8525384244114247,-1.3151098639334042,-0.47727987561650786,-2.2373658519731734,-1.8811517432129572,0.435338207578846,-1.8108833931896564,-1.3347998954063494,-2.207707666672604,-2.1262059680806376,-1.1714069496694353
DLinear,-1.8305323852845292,1.5515440152033355,0.0,2.240697272890166,1.6339365439531055,1.428515302422745,2.0788834864628742,-1.709892770093393,-1.1208122257797706,-0.9740008233056383,2.169894408813981,-0.2785245733096721,1.2717554129780455,-0.04093009381957177,-0.2581402278989365,2.6509413001119015,1.979925477745664,0.8031640085698163,1.7378578104742204,-0.05990955304744428,-1.918501510138984,0.9849799966487848,-1.752919895072621,-0.4099401510750363,0.17258514429720329,-1.9037031267815543,1.102763758137132
GUMNet,-2.6296610398558404,-0.46004812641438547,-2.240697272890166,0.0,1.4842925011231605,-1.52872158667894,-1.4141348143961217,-2.7198399028395928,-2.837784385228699,-2.676631772644689,-0.5958549976903134,-1.9708378018153263,-0.9622069256085418,-2.5685276426444257,-2.4180892802532865,-0.4636834915406489,-1.4587241561998772,-1.9661682414244745,-1.048174181487685,-3.0106122213654776,-2.210501245070182,0.2432529718515131,-1.987565411535458,-1.7333239044705453,-3.3165398387257645,-2.4282370732227445,-1.816098185434913
GUMNetHet,-2.271613466819451,-1.5830881227147666,-1.6339365439531055,-1.4842925011231605,0.0,-1.5444141163135912,-1.5146935281127694,-2.0887243075652067,-1.7236813205273367,-1.7467625406578868,-1.4156607641209193,-1.5965403115603545,-1.5678568505843926,-1.6769114434126802,-1.6601864659226662,-1.425669925288475,-1.5180178804887898,-1.6113617596264005,-1.5873147777071897,-1.6960852715583243,-1.7025114553049692,-1.7398740755870215,-1.6962625386383738,-1.6714521542447007,-1.7368733578206075,-1.7656440764511647,-1.5671661289588288
GUMNet_Adaptive,-2.0325215195363553,0.9804799927534879,-1.428515302422745,1.52872158667894,1.5444141163135912,0.0,0.7054848084868997,-2.1537788744004964,-2.7203536064714497,-2.4977453452913454,1.327020363403104,-1.845984940254512,0.6769551122610538,-1.6770141682383704,-2.187195895770656,2.41776587471146,0.3344914302239996,-0.6327021851930671,0.7955114413951422,-1.7206094582687181,-2.1752349813367458,0.7038700786826669,-1.9473459292902087,-1.119516483543617,-1.094938361791946,-2.5196844999537458,-0.42179376387040984
GUMNet_Decomp,-2.361716950927297,0.6263027947334388,-2.0788834864628742,1.4141348143961217,1.5146935281127694,-0.7054848084868997,0.0,-2.4751711557020637,-2.9286820465450885,-2.5049207311824304,0.5886278724830398,-1.8892579289006606,0.1480097067410193,-2.945728123489542,-2.3825156449472065,1.10960527427542,-0.5681857328987828,-1.2911410309578422,0.4651795295621782,-3.7155442475768505,-2.2817221574329394,0.5741800129808794,-1.994451908316199,-1.4449224622821804,-2.4550704448392047,-2.5732511092083445,-1.364788296059459
GUMNet_Diffusion,-1.0750479623930638,2.4182969756995303,1.709892770093393,2.7198399028395928,2.0887243075652067,2.1537788744004964,2.4751711557020637,0.0,0.9861550668941127,1.6319230343748201,2.1053322570036066,1.3840837968269069,2.299917463375597,1.96053439161057,1.7586027924142524,2.506200003297646,2.2208565603249233,2.1668981206985647,2.5087199444145916,1.789135074275899,0.16225224105647887,2.073416163094648,-0.7389405886580538,1.6860012829360944,1.998992382664961,-0.11590904100733529,2.009655247927512
GUMNet_Fourier,-1.180120464184493,2.1306308330297696,1.1208122257797706,2.837784385228699,1.7236813205273367,2.7203536064714497,2.9286820465450885,-0.9861550668941127,0.0,0.22471962622346342,4.310911054148879,1.5853435147939225,2.400570502569428,1.148264421969256,1.3110003843438935,4.021324880572509,3.398334817431691,1.8005662996460703,2.1332627477792,1.0962165855357398,-1.1239898348512336,1.2060143435090565,-1.568894917069906,0.3699018282778747,1.1263217076868426,-1.5988357968807414,2.2960419796929363
GUMNet_Fusion,-1.6219164107001613,2.1305453486138,0.9740008233056383,2.676631772644689,1.7467625406578868,2.4977453452913454,2.5049207311824304,-1.6319230343748201,-0.22471962622346342,0.0,2.2616883797741973,0.6768852685722,2.368215901697598,1.220889242452487,1.1937183355152055,3.3676331749931356,2.8026431267274026,1.9906704230259007,2.130193545464349,0.9439656536960133,-1.2352558778377327,1.3138319312561477,-1.5020185240494006,0.30371226859778067,1.0376859211267153,-1.4229792180560168,1.6643326611346472
GUMNet_Graph,-2.0600233208669088,0.19328286778290396,-2.169894408813981,0.5958549976903134,1.4156607641209193,-1.327020363403104,-0.5886278724830398,-2.1053322570036066,-4.310911054148879,-2.2616883797741973,0.0,-3.0071359675318323,-0.2755794965459891,-2.0505556071786626,-2.4526194851482392,0.34467324402198674,-1.2359428451847008,-1.3708760132942315,-0.05490073105212331,-2.358847922033359,-2.611440134995804,0.3819705586970169,-2.2366004961415276,-1.441707085972247,-1.6628476452864611,-3.1289526725719097,-1.7450987835294194
