20:19:08 | ================================================================================
20:19:08 |  GUMNet_Adaptive | XANG | H1 | walkforward | seed=9999
20:19:08 | ================================================================================
20:19:08 | Data: 4513 rows | Features: 15
20:26:49 |  Iter-01 | MAE=0.103 | MAPE=0.13%
20:32:56 |  Iter-02 | MAE=0.482 | MAPE=0.62%
20:38:53 |  Iter-03 | MAE=0.460 | MAPE=0.59%
20:44:38 |  Iter-04 | MAE=2.354 | MAPE=3.13%
20:49:57 |  Iter-05 | MAE=0.386 | MAPE=0.52%
20:55:45 |  Iter-06 | MAE=0.752 | MAPE=1.01%
21:02:14 |  Iter-07 | MAE=1.092 | MAPE=1.49%
21:08:18 |  Iter-08 | MAE=0.468 | MAPE=0.63%
21:15:42 |  Iter-09 | MAE=1.008 | MAPE=1.36%
21:22:22 |  Iter-10 | MAE=0.528 | MAPE=0.71%
21:28:53 |  Iter-11 | MAE=0.039 | MAPE=0.05%
21:35:21 |  Iter-12 | MAE=0.356 | MAPE=0.49%
21:42:27 |  Iter-13 | MAE=0.061 | MAPE=0.08%
21:48:28 |  Iter-14 | MAE=0.459 | MAPE=0.63%
21:53:45 |  Iter-15 | MAE=0.135 | MAPE=0.18%
21:59:23 |  Iter-16 | MAE=0.277 | MAPE=0.38%
22:05:36 |  Iter-17 | MAE=0.574 | MAPE=0.79%
22:11:47 |  Iter-18 | MAE=1.234 | MAPE=1.74%
22:18:47 |  Iter-19 | MAE=0.229 | MAPE=0.32%
22:24:50 |  Iter-20 | MAE=1.413 | MAPE=2.01%
22:30:16 |  Iter-21 | MAE=0.816 | MAPE=1.16%
22:36:13 |  Iter-22 | MAE=1.041 | MAPE=1.44%
22:41:38 |  Iter-23 | MAE=0.946 | MAPE=1.31%
22:47:18 |  Iter-24 | MAE=0.480 | MAPE=0.66%
22:53:29 |  Iter-25 | MAE=1.077 | MAPE=1.49%
23:00:40 |  Iter-26 | MAE=1.600 | MAPE=2.22%
23:05:54 |  Iter-27 | MAE=0.593 | MAPE=0.83%
23:11:40 |  Iter-28 | MAE=0.314 | MAPE=0.44%
23:16:37 |  Iter-29 | MAE=0.416 | MAPE=0.58%
23:21:40 |  Iter-30 | MAE=0.487 | MAPE=0.67%
23:28:18 |  Iter-31 | MAE=0.599 | MAPE=0.82%
