16:53:44 | ================================================================================
16:53:44 |  NHits | DAU | H1 | walkforward | seed=777
16:53:44 | ================================================================================
16:53:44 | Data: 4513 rows | Features: 16
16:57:22 |  Iter-01 | MAE=1.337 | MAPE=1.62%
17:01:04 |  Iter-02 | MAE=0.044 | MAPE=0.05%
17:04:43 |  Iter-03 | MAE=1.109 | MAPE=1.36%
17:08:25 |  Iter-04 | MAE=1.372 | MAPE=1.72%
17:12:33 |  Iter-05 | MAE=0.170 | MAPE=0.21%
17:16:19 |  Iter-06 | MAE=0.940 | MAPE=1.17%
17:20:21 |  Iter-07 | MAE=1.138 | MAPE=1.44%
17:24:14 |  Iter-08 | MAE=0.567 | MAPE=0.72%
17:27:49 |  Iter-09 | MAE=0.459 | MAPE=0.57%
17:31:29 |  Iter-10 | MAE=0.136 | MAPE=0.17%
17:35:12 |  Iter-11 | MAE=0.848 | MAPE=1.05%
17:38:56 |  Iter-12 | MAE=0.966 | MAPE=1.20%
17:42:40 |  Iter-13 | MAE=0.624 | MAPE=0.79%
17:46:15 |  Iter-14 | MAE=0.702 | MAPE=0.88%
17:49:55 |  Iter-15 | MAE=0.836 | MAPE=1.04%
17:53:50 |  Iter-16 | MAE=0.537 | MAPE=0.67%
17:57:25 |  Iter-17 | MAE=0.636 | MAPE=0.80%
18:01:05 |  Iter-18 | MAE=0.741 | MAPE=0.95%
18:04:53 |  Iter-19 | MAE=0.063 | MAPE=0.08%
18:08:48 |  Iter-20 | MAE=2.752 | MAPE=3.56%
18:12:24 |  Iter-21 | MAE=0.092 | MAPE=0.12%
18:15:59 |  Iter-22 | MAE=1.645 | MAPE=2.07%
18:19:41 |  Iter-23 | MAE=1.189 | MAPE=1.49%
18:23:23 |  Iter-24 | MAE=0.467 | MAPE=0.57%
18:27:05 |  Iter-25 | MAE=0.782 | MAPE=0.95%
18:30:40 |  Iter-26 | MAE=1.898 | MAPE=2.32%
18:34:15 |  Iter-27 | MAE=1.630 | MAPE=2.00%
18:37:51 |  Iter-28 | MAE=1.374 | MAPE=1.67%
18:41:32 |  Iter-29 | MAE=0.782 | MAPE=0.95%
18:45:20 |  Iter-30 | MAE=1.702 | MAPE=2.03%
18:48:55 |  Iter-31 | MAE=1.957 | MAPE=2.29%
18:52:31 |  Iter-32 | MAE=0.238 | MAPE=0.28%
18:56:06 |  Iter-33 | MAE=0.387 | MAPE=0.45%
18:59:34 |  Iter-34 | MAE=1.675 | MAPE=1.99%
19:03:10 |  Iter-35 | MAE=1.063 | MAPE=1.23%
19:06:52 |  Iter-36 | MAE=0.788 | MAPE=0.89%
19:10:46 |  Iter-37 | MAE=1.671 | MAPE=1.88%
19:14:28 |  Iter-38 | MAE=2.206 | MAPE=2.54%
19:18:23 |  Iter-39 | MAE=2.115 | MAPE=2.45%
19:21:58 |  Iter-40 | MAE=1.285 | MAPE=1.46%
19:25:33 |  Iter-41 | MAE=0.171 | MAPE=0.19%
19:29:15 |  Iter-42 | MAE=1.796 | MAPE=2.02%
19:32:57 |  Iter-43 | MAE=1.288 | MAPE=1.47%
19:36:29 |  Iter-44 | MAE=0.519 | MAPE=0.59%
19:40:01 |  Iter-45 | MAE=1.591 | MAPE=1.79%
19:43:36 |  Iter-46 | MAE=0.813 | MAPE=0.91%
19:47:08 |  Iter-47 | MAE=0.492 | MAPE=0.57%
19:50:53 |  Iter-48 | MAE=0.294 | MAPE=0.34%
19:54:27 |  Iter-49 | MAE=0.570 | MAPE=0.66%
19:58:09 |  Iter-50 | MAE=1.082 | MAPE=1.25%
20:02:01 |  Iter-51 | MAE=3.869 | MAPE=4.24%
20:05:54 |  Iter-52 | MAE=0.349 | MAPE=0.38%
20:09:39 |  Iter-53 | MAE=0.445 | MAPE=0.49%
20:13:18 |  Iter-54 | MAE=1.131 | MAPE=1.23%
20:17:05 |  Iter-55 | MAE=0.384 | MAPE=0.42%
20:20:53 |  Iter-56 | MAE=0.975 | MAPE=1.06%
20:24:31 |  Iter-57 | MAE=0.420 | MAPE=0.45%
20:28:29 |  Iter-58 | MAE=22.918 | MAPE=19.96%
20:32:14 |  Iter-59 | MAE=13.057 | MAPE=10.40%
20:36:05 |  Iter-60 | MAE=12.224 | MAPE=8.54%
20:40:09 |  Iter-61 | MAE=21.194 | MAPE=13.89%
20:43:47 |  Iter-62 | MAE=3.972 | MAPE=2.56%
20:47:25 |  Iter-63 | MAE=20.807 | MAPE=11.25%
20:51:06 |  Iter-64 | MAE=19.610 | MAPE=12.19%
20:54:58 |  Iter-65 | MAE=6.488 | MAPE=3.96%
20:58:43 |  Iter-66 | MAE=30.669 | MAPE=15.81%
21:02:20 |  Iter-67 | MAE=7.908 | MAPE=4.12%
21:05:58 |  Iter-68 | MAE=11.583 | MAPE=6.09%
21:09:30 |  Iter-69 | MAE=11.675 | MAPE=5.91%
21:13:05 |  Iter-70 | MAE=9.252 | MAPE=4.66%
21:16:42 |  Iter-71 | MAE=23.223 | MAPE=10.37%
21:20:14 |  Iter-72 | MAE=2.430 | MAPE=1.09%
21:23:46 |  Iter-73 | MAE=15.699 | MAPE=6.48%
21:27:29 |  Iter-74 | MAE=7.715 | MAPE=3.52%
21:31:01 |  Iter-75 | MAE=16.760 | MAPE=8.17%
21:34:34 |  Iter-76 | MAE=4.473 | MAPE=2.07%
21:38:14 |  Iter-77 | MAE=17.900 | MAPE=7.54%
21:41:47 |  Iter-78 | MAE=10.734 | MAPE=4.27%
21:45:20 |  Iter-79 | MAE=16.849 | MAPE=7.07%
21:48:52 |  Iter-80 | MAE=0.860 | MAPE=0.35%
21:52:27 |  Iter-81 | MAE=48.771 | MAPE=16.68%
21:56:10 |  Iter-82 | MAE=19.373 | MAPE=7.25%
21:59:44 |  Iter-83 | MAE=28.509 | MAPE=11.74%
22:03:17 |  Iter-84 | MAE=55.640 | MAPE=29.14%
22:07:02 |  Iter-85 | MAE=8.287 | MAPE=3.93%
22:10:42 |  Iter-86 | MAE=0.225 | MAPE=0.11%
22:14:24 |  Iter-87 | MAE=3.197 | MAPE=1.66%
22:18:04 |  Iter-88 | MAE=10.935 | MAPE=6.03%
22:21:43 |  Iter-89 | MAE=12.230 | MAPE=7.39%
22:25:16 |  Iter-90 | MAE=3.287 | MAPE=2.05%
22:29:04 |  Iter-91 | MAE=9.793 | MAPE=6.00%
22:32:51 |  Iter-92 | MAE=15.588 | MAPE=10.55%
22:37:06 |  Iter-93 | MAE=11.164 | MAPE=7.65%
22:40:45 |  Iter-94 | MAE=11.819 | MAPE=7.37%
22:44:18 |  Iter-95 | MAE=0.831 | MAPE=0.51%
22:47:50 |  Iter-96 | MAE=3.059 | MAPE=1.85%
22:51:29 |  Iter-97 | MAE=1.620 | MAPE=0.99%
22:55:03 |  Iter-98 | MAE=7.200 | MAPE=4.49%
22:58:35 |  Iter-99 | MAE=1.877 | MAPE=1.18%
23:02:13 |  Iter-100 | MAE=6.146 | MAPE=3.58%
23:02:13 | 
 OVERALL: MAE=6.247, MAPE=3.68%, R2=0.9609 (22110.0s)
23:02:13 | Saved model checkpoint: /data/quyhv/oil_forecast_tail_risk/results_v4/walkforward/NHits/DAU_H1_seed777/model_checkpoint.pth
23:02:13 | Saved processor/scaler: /data/quyhv/oil_forecast_tail_risk/results_v4/walkforward/NHits/DAU_H1_seed777/processor.pkl
