04:12:57 | ================================================================================
04:12:57 |  PatchTST | DAU | H1 | walkforward | seed=123
04:12:57 | ================================================================================
04:12:57 | Data: 4513 rows | Features: 16
04:20:01 |  Iter-01 | MAE=1.179 | MAPE=1.43%
04:26:13 |  Iter-02 | MAE=0.805 | MAPE=0.97%
04:31:52 |  Iter-03 | MAE=1.051 | MAPE=1.29%
04:40:34 |  Iter-04 | MAE=1.143 | MAPE=1.43%
04:47:12 |  Iter-05 | MAE=0.723 | MAPE=0.91%
04:55:13 |  Iter-06 | MAE=0.486 | MAPE=0.61%
05:01:43 |  Iter-07 | MAE=1.192 | MAPE=1.51%
05:08:37 |  Iter-08 | MAE=0.629 | MAPE=0.79%
05:15:23 |  Iter-09 | MAE=0.331 | MAPE=0.41%
05:23:40 |  Iter-10 | MAE=0.316 | MAPE=0.39%
05:30:10 |  Iter-11 | MAE=0.548 | MAPE=0.68%
05:37:04 |  Iter-12 | MAE=0.465 | MAPE=0.58%
05:44:32 |  Iter-13 | MAE=0.259 | MAPE=0.33%
05:51:10 |  Iter-14 | MAE=0.453 | MAPE=0.57%
05:59:36 |  Iter-15 | MAE=0.736 | MAPE=0.92%
06:06:14 |  Iter-16 | MAE=0.424 | MAPE=0.53%
06:14:41 |  Iter-17 | MAE=0.595 | MAPE=0.75%
06:22:35 |  Iter-18 | MAE=1.546 | MAPE=1.98%
06:30:04 |  Iter-19 | MAE=0.480 | MAPE=0.60%
06:36:26 |  Iter-20 | MAE=1.535 | MAPE=1.99%
06:43:22 |  Iter-21 | MAE=0.633 | MAPE=0.82%
06:50:49 |  Iter-22 | MAE=1.346 | MAPE=1.69%
06:57:27 |  Iter-23 | MAE=0.871 | MAPE=1.09%
07:04:45 |  Iter-24 | MAE=0.742 | MAPE=0.91%
07:12:12 |  Iter-25 | MAE=0.282 | MAPE=0.34%
07:21:11 |  Iter-26 | MAE=2.149 | MAPE=2.63%
07:26:33 |  Iter-27 | MAE=2.407 | MAPE=2.95%
07:33:11 |  Iter-28 | MAE=0.706 | MAPE=0.86%
07:41:19 |  Iter-29 | MAE=0.629 | MAPE=0.76%
07:47:48 |  Iter-30 | MAE=0.492 | MAPE=0.59%
07:53:53 |  Iter-31 | MAE=1.758 | MAPE=2.06%
08:03:07 |  Iter-32 | MAE=0.154 | MAPE=0.18%
08:10:25 |  Iter-33 | MAE=0.218 | MAPE=0.25%
08:17:44 |  Iter-34 | MAE=0.989 | MAPE=1.18%
08:27:23 |  Iter-35 | MAE=0.230 | MAPE=0.27%
08:37:10 |  Iter-36 | MAE=2.303 | MAPE=2.60%
08:43:31 |  Iter-37 | MAE=1.060 | MAPE=1.20%
08:50:36 |  Iter-38 | MAE=2.247 | MAPE=2.58%
08:59:39 |  Iter-39 | MAE=0.996 | MAPE=1.15%
09:07:53 |  Iter-40 | MAE=0.858 | MAPE=0.98%
09:15:28 |  Iter-41 | MAE=0.579 | MAPE=0.66%
09:22:13 |  Iter-42 | MAE=2.026 | MAPE=2.28%
09:29:40 |  Iter-43 | MAE=1.661 | MAPE=1.90%
