08:49:26 | ================================================================================
08:49:26 |  GUMNet | DAU | H1 | walkforward | seed=123
08:49:26 | ================================================================================
08:49:26 | Data: 4513 rows | Features: 16
08:56:00 |  Iter-01 | MAE=1.971 | MAPE=2.39%
09:02:31 |  Iter-02 | MAE=0.572 | MAPE=0.69%
09:08:56 |  Iter-03 | MAE=1.167 | MAPE=1.43%
09:16:07 |  Iter-04 | MAE=1.547 | MAPE=1.93%
09:23:03 |  Iter-05 | MAE=0.234 | MAPE=0.30%
09:29:37 |  Iter-06 | MAE=0.984 | MAPE=1.23%
09:36:25 |  Iter-07 | MAE=1.655 | MAPE=2.10%
09:43:11 |  Iter-08 | MAE=0.240 | MAPE=0.30%
09:50:21 |  Iter-09 | MAE=0.524 | MAPE=0.66%
09:56:57 |  Iter-10 | MAE=0.074 | MAPE=0.09%
10:03:32 |  Iter-11 | MAE=0.211 | MAPE=0.26%
10:10:08 |  Iter-12 | MAE=0.214 | MAPE=0.27%
10:17:18 |  Iter-13 | MAE=0.484 | MAPE=0.61%
10:24:16 |  Iter-14 | MAE=0.033 | MAPE=0.04%
10:30:40 |  Iter-15 | MAE=0.098 | MAPE=0.12%
10:37:28 |  Iter-16 | MAE=0.525 | MAPE=0.65%
10:44:12 |  Iter-17 | MAE=0.374 | MAPE=0.47%
10:50:32 |  Iter-18 | MAE=1.049 | MAPE=1.34%
10:57:06 |  Iter-19 | MAE=0.442 | MAPE=0.56%
11:03:40 |  Iter-20 | MAE=2.865 | MAPE=3.71%
11:10:13 |  Iter-21 | MAE=0.033 | MAPE=0.04%
11:16:58 |  Iter-22 | MAE=1.939 | MAPE=2.44%
11:24:07 |  Iter-23 | MAE=0.673 | MAPE=0.84%
11:31:16 |  Iter-24 | MAE=0.888 | MAPE=1.09%
11:38:13 |  Iter-25 | MAE=0.716 | MAPE=0.87%
11:44:58 |  Iter-26 | MAE=1.506 | MAPE=1.84%
11:52:06 |  Iter-27 | MAE=0.429 | MAPE=0.52%
11:58:28 |  Iter-28 | MAE=0.745 | MAPE=0.91%
12:05:01 |  Iter-29 | MAE=0.514 | MAPE=0.62%
12:11:46 |  Iter-30 | MAE=0.353 | MAPE=0.42%
12:18:19 |  Iter-31 | MAE=1.959 | MAPE=2.30%
12:24:51 |  Iter-32 | MAE=0.100 | MAPE=0.12%
12:31:48 |  Iter-33 | MAE=1.609 | MAPE=1.88%
