14:19:53 | ================================================================================
14:19:53 |  GUMNet_Graph | XANG | H1 | walkforward | seed=123
14:19:53 | ================================================================================
14:19:53 | Data: 4513 rows | Features: 15
14:25:35 |  Iter-01 | MAE=0.203 | MAPE=0.26%
14:31:41 |  Iter-02 | MAE=0.200 | MAPE=0.26%
14:37:21 |  Iter-03 | MAE=0.279 | MAPE=0.36%
14:43:15 |  Iter-04 | MAE=2.588 | MAPE=3.44%
14:49:20 |  Iter-05 | MAE=0.451 | MAPE=0.61%
14:54:40 |  Iter-06 | MAE=0.578 | MAPE=0.78%
15:00:19 |  Iter-07 | MAE=1.112 | MAPE=1.52%
15:05:40 |  Iter-08 | MAE=0.450 | MAPE=0.61%
15:11:45 |  Iter-09 | MAE=0.893 | MAPE=1.21%
15:17:07 |  Iter-10 | MAE=0.602 | MAPE=0.81%
15:22:36 |  Iter-11 | MAE=0.099 | MAPE=0.13%
15:28:41 |  Iter-12 | MAE=0.739 | MAPE=1.01%
15:34:55 |  Iter-13 | MAE=0.322 | MAPE=0.44%
15:40:07 |  Iter-14 | MAE=0.274 | MAPE=0.38%
15:45:28 |  Iter-15 | MAE=0.090 | MAPE=0.12%
15:51:07 |  Iter-16 | MAE=0.420 | MAPE=0.58%
15:57:12 |  Iter-17 | MAE=0.591 | MAPE=0.81%
16:03:44 |  Iter-18 | MAE=1.326 | MAPE=1.88%
16:09:22 |  Iter-19 | MAE=0.387 | MAPE=0.54%
16:14:34 |  Iter-20 | MAE=0.896 | MAPE=1.28%
16:20:13 |  Iter-21 | MAE=0.984 | MAPE=1.39%
16:25:16 |  Iter-22 | MAE=0.667 | MAPE=0.92%
16:31:27 |  Iter-23 | MAE=1.035 | MAPE=1.43%
16:36:46 |  Iter-24 | MAE=0.065 | MAPE=0.09%
16:42:05 |  Iter-25 | MAE=1.370 | MAPE=1.89%
16:47:23 |  Iter-26 | MAE=1.907 | MAPE=2.65%
16:53:17 |  Iter-27 | MAE=0.545 | MAPE=0.77%
16:58:38 |  Iter-28 | MAE=0.055 | MAPE=0.08%
17:04:24 |  Iter-29 | MAE=0.425 | MAPE=0.59%
17:10:02 |  Iter-30 | MAE=0.595 | MAPE=0.82%
17:15:13 |  Iter-31 | MAE=0.673 | MAPE=0.92%
17:20:24 |  Iter-32 | MAE=0.669 | MAPE=0.92%
17:25:44 |  Iter-33 | MAE=0.693 | MAPE=0.95%
17:31:12 |  Iter-34 | MAE=1.154 | MAPE=1.62%
17:37:34 |  Iter-35 | MAE=0.582 | MAPE=0.79%
17:43:12 |  Iter-36 | MAE=1.134 | MAPE=1.52%
17:48:59 |  Iter-37 | MAE=1.268 | MAPE=1.70%
17:54:02 |  Iter-38 | MAE=3.028 | MAPE=4.22%
17:59:30 |  Iter-39 | MAE=1.776 | MAPE=2.47%
18:04:41 |  Iter-40 | MAE=1.077 | MAPE=1.46%
18:10:09 |  Iter-41 | MAE=0.498 | MAPE=0.67%
18:16:04 |  Iter-42 | MAE=1.403 | MAPE=1.89%
18:21:41 |  Iter-43 | MAE=1.170 | MAPE=1.55%
18:26:57 |  Iter-44 | MAE=1.302 | MAPE=1.68%
18:33:33 |  Iter-45 | MAE=0.416 | MAPE=0.55%
18:39:25 |  Iter-46 | MAE=1.044 | MAPE=1.38%
18:44:31 |  Iter-47 | MAE=2.231 | MAPE=3.07%
18:50:23 |  Iter-48 | MAE=0.444 | MAPE=0.61%
18:56:14 |  Iter-49 | MAE=0.483 | MAPE=0.66%
19:02:32 |  Iter-50 | MAE=0.090 | MAPE=0.12%
19:07:56 |  Iter-51 | MAE=3.001 | MAPE=3.89%
19:13:56 |  Iter-52 | MAE=1.446 | MAPE=1.83%
19:19:12 |  Iter-53 | MAE=0.240 | MAPE=0.30%
19:24:35 |  Iter-54 | MAE=1.730 | MAPE=2.16%
19:30:17 |  Iter-55 | MAE=0.663 | MAPE=0.83%
19:35:42 |  Iter-56 | MAE=0.739 | MAPE=0.92%
19:40:57 |  Iter-57 | MAE=0.129 | MAPE=0.16%
19:46:30 |  Iter-58 | MAE=10.245 | MAPE=11.19%
19:52:03 |  Iter-59 | MAE=6.281 | MAPE=6.46%
19:57:28 |  Iter-60 | MAE=3.650 | MAPE=3.56%
20:03:01 |  Iter-61 | MAE=18.299 | MAPE=16.86%
20:08:07 |  Iter-62 | MAE=2.651 | MAPE=2.22%
20:13:59 |  Iter-63 | MAE=19.307 | MAPE=13.48%
20:19:14 |  Iter-64 | MAE=16.215 | MAPE=13.16%
20:24:29 |  Iter-65 | MAE=2.118 | MAPE=1.78%
20:29:54 |  Iter-66 | MAE=12.889 | MAPE=9.43%
20:35:00 |  Iter-67 | MAE=3.041 | MAPE=2.13%
20:40:43 |  Iter-68 | MAE=5.323 | MAPE=3.62%
20:46:18 |  Iter-69 | MAE=5.658 | MAPE=3.89%
20:52:11 |  Iter-70 | MAE=7.120 | MAPE=4.85%
20:57:19 |  Iter-71 | MAE=4.555 | MAPE=2.89%
21:02:09 |  Iter-72 | MAE=0.403 | MAPE=0.25%
21:07:35 |  Iter-73 | MAE=1.987 | MAPE=1.21%
21:12:51 |  Iter-74 | MAE=9.571 | MAPE=6.60%
21:17:59 |  Iter-75 | MAE=16.368 | MAPE=12.29%
21:23:25 |  Iter-76 | MAE=6.549 | MAPE=5.05%
21:28:14 |  Iter-77 | MAE=0.911 | MAPE=0.68%
21:33:47 |  Iter-78 | MAE=4.546 | MAPE=3.14%
21:38:55 |  Iter-79 | MAE=2.914 | MAPE=2.05%
21:44:11 |  Iter-80 | MAE=3.844 | MAPE=2.75%
21:49:01 |  Iter-81 | MAE=9.503 | MAPE=6.42%
