10:19:37 | ================================================================================
10:19:37 |  iTransformer | XANG | H1 | walkforward | seed=2025
10:19:37 | ================================================================================
10:19:38 | Data: 4513 rows | Features: 15
10:22:05 |  Iter-01 | MAE=0.167 | MAPE=0.21%
10:25:11 |  Iter-02 | MAE=0.301 | MAPE=0.39%
10:28:32 |  Iter-03 | MAE=0.492 | MAPE=0.63%
10:31:27 |  Iter-04 | MAE=2.499 | MAPE=3.32%
10:34:42 |  Iter-05 | MAE=0.449 | MAPE=0.60%
10:38:10 |  Iter-06 | MAE=0.444 | MAPE=0.60%
10:40:56 |  Iter-07 | MAE=1.170 | MAPE=1.59%
10:43:35 |  Iter-08 | MAE=0.508 | MAPE=0.69%
10:46:55 |  Iter-09 | MAE=1.171 | MAPE=1.58%
10:49:30 |  Iter-10 | MAE=0.658 | MAPE=0.89%
10:52:16 |  Iter-11 | MAE=0.218 | MAPE=0.30%
10:55:13 |  Iter-12 | MAE=0.380 | MAPE=0.52%
10:58:29 |  Iter-13 | MAE=0.801 | MAPE=1.10%
11:01:42 |  Iter-14 | MAE=0.288 | MAPE=0.39%
11:04:06 |  Iter-15 | MAE=0.470 | MAPE=0.64%
11:07:28 |  Iter-16 | MAE=0.290 | MAPE=0.40%
11:11:02 |  Iter-17 | MAE=0.463 | MAPE=0.64%
11:13:40 |  Iter-18 | MAE=1.228 | MAPE=1.73%
11:16:23 |  Iter-19 | MAE=0.216 | MAPE=0.30%
11:19:46 |  Iter-20 | MAE=1.297 | MAPE=1.85%
11:22:16 |  Iter-21 | MAE=0.942 | MAPE=1.34%
11:25:12 |  Iter-22 | MAE=0.521 | MAPE=0.72%
11:28:35 |  Iter-23 | MAE=1.269 | MAPE=1.75%
11:31:44 |  Iter-24 | MAE=0.364 | MAPE=0.50%
11:34:47 |  Iter-25 | MAE=1.150 | MAPE=1.59%
11:37:27 |  Iter-26 | MAE=1.450 | MAPE=2.01%
11:40:38 |  Iter-27 | MAE=0.046 | MAPE=0.06%
11:43:00 |  Iter-28 | MAE=0.507 | MAPE=0.71%
11:45:25 |  Iter-29 | MAE=0.979 | MAPE=1.37%
11:48:37 |  Iter-30 | MAE=0.681 | MAPE=0.94%
11:51:06 |  Iter-31 | MAE=0.699 | MAPE=0.96%
11:53:39 |  Iter-32 | MAE=0.570 | MAPE=0.79%
11:56:15 |  Iter-33 | MAE=0.615 | MAPE=0.84%
11:58:39 |  Iter-34 | MAE=1.298 | MAPE=1.82%
12:01:18 |  Iter-35 | MAE=0.537 | MAPE=0.73%
12:03:52 |  Iter-36 | MAE=0.677 | MAPE=0.91%
12:06:40 |  Iter-37 | MAE=0.880 | MAPE=1.18%
12:09:31 |  Iter-38 | MAE=3.036 | MAPE=4.23%
12:12:12 |  Iter-39 | MAE=2.816 | MAPE=3.91%
12:15:46 |  Iter-40 | MAE=2.218 | MAPE=3.00%
12:18:00 |  Iter-41 | MAE=0.619 | MAPE=0.84%
