16:00:33 | ================================================================================
16:00:33 |  CoST | XANG | H1 | walkforward | seed=9999
16:00:33 | ================================================================================
16:00:33 | Data: 4513 rows | Features: 15
16:01:59 |  Iter-01 | MAE=0.103 | MAPE=0.13%
16:03:51 |  Iter-02 | MAE=0.255 | MAPE=0.33%
16:05:28 |  Iter-03 | MAE=0.308 | MAPE=0.39%
16:07:49 |  Iter-04 | MAE=2.671 | MAPE=3.55%
16:09:44 |  Iter-05 | MAE=0.410 | MAPE=0.55%
16:11:03 |  Iter-06 | MAE=0.732 | MAPE=0.98%
16:13:01 |  Iter-07 | MAE=0.956 | MAPE=1.30%
16:14:52 |  Iter-08 | MAE=0.426 | MAPE=0.58%
16:16:38 |  Iter-09 | MAE=1.193 | MAPE=1.61%
16:18:35 |  Iter-10 | MAE=1.213 | MAPE=1.64%
16:20:26 |  Iter-11 | MAE=0.392 | MAPE=0.53%
16:22:15 |  Iter-12 | MAE=0.591 | MAPE=0.81%
16:24:20 |  Iter-13 | MAE=0.535 | MAPE=0.74%
16:25:55 |  Iter-14 | MAE=0.018 | MAPE=0.02%
16:28:04 |  Iter-15 | MAE=0.324 | MAPE=0.44%
16:29:53 |  Iter-16 | MAE=0.445 | MAPE=0.61%
16:31:49 |  Iter-17 | MAE=0.525 | MAPE=0.72%
16:33:17 |  Iter-18 | MAE=1.162 | MAPE=1.64%
16:34:53 |  Iter-19 | MAE=0.124 | MAPE=0.17%
16:36:33 |  Iter-20 | MAE=0.727 | MAPE=1.04%
16:38:14 |  Iter-21 | MAE=1.160 | MAPE=1.64%
16:39:41 |  Iter-22 | MAE=0.899 | MAPE=1.24%
16:41:12 |  Iter-23 | MAE=1.130 | MAPE=1.56%
16:42:47 |  Iter-24 | MAE=0.134 | MAPE=0.18%
16:44:29 |  Iter-25 | MAE=1.281 | MAPE=1.77%
16:45:50 |  Iter-26 | MAE=2.131 | MAPE=2.96%
16:47:30 |  Iter-27 | MAE=0.390 | MAPE=0.55%
16:48:54 |  Iter-28 | MAE=0.261 | MAPE=0.37%
16:50:25 |  Iter-29 | MAE=0.539 | MAPE=0.75%
16:52:11 |  Iter-30 | MAE=0.487 | MAPE=0.67%
16:54:06 |  Iter-31 | MAE=0.328 | MAPE=0.45%
16:55:35 |  Iter-32 | MAE=0.657 | MAPE=0.91%
16:57:16 |  Iter-33 | MAE=0.977 | MAPE=1.34%
16:59:19 |  Iter-34 | MAE=1.147 | MAPE=1.61%
17:01:25 |  Iter-35 | MAE=0.666 | MAPE=0.91%
17:03:06 |  Iter-36 | MAE=0.545 | MAPE=0.73%
17:05:14 |  Iter-37 | MAE=1.574 | MAPE=2.11%
17:07:02 |  Iter-38 | MAE=3.565 | MAPE=4.97%
17:08:51 |  Iter-39 | MAE=2.722 | MAPE=3.78%
17:10:30 |  Iter-40 | MAE=1.795 | MAPE=2.43%
17:12:51 |  Iter-41 | MAE=0.348 | MAPE=0.47%
17:14:46 |  Iter-42 | MAE=0.415 | MAPE=0.56%
17:16:44 |  Iter-43 | MAE=1.590 | MAPE=2.10%
17:18:26 |  Iter-44 | MAE=1.160 | MAPE=1.50%
17:20:01 |  Iter-45 | MAE=0.359 | MAPE=0.47%
17:22:00 |  Iter-46 | MAE=1.399 | MAPE=1.84%
17:23:46 |  Iter-47 | MAE=1.961 | MAPE=2.70%
17:25:29 |  Iter-48 | MAE=0.199 | MAPE=0.27%
17:27:26 |  Iter-49 | MAE=0.431 | MAPE=0.59%
17:29:29 |  Iter-50 | MAE=0.454 | MAPE=0.63%
17:31:20 |  Iter-51 | MAE=2.931 | MAPE=3.80%
17:33:01 |  Iter-52 | MAE=1.786 | MAPE=2.27%
17:34:51 |  Iter-53 | MAE=0.409 | MAPE=0.52%
17:36:28 |  Iter-54 | MAE=1.754 | MAPE=2.19%
17:38:03 |  Iter-55 | MAE=0.891 | MAPE=1.11%
17:39:46 |  Iter-56 | MAE=1.224 | MAPE=1.52%
17:41:46 |  Iter-57 | MAE=0.091 | MAPE=0.11%
17:43:17 |  Iter-58 | MAE=10.611 | MAPE=11.59%
17:45:04 |  Iter-59 | MAE=7.148 | MAPE=7.36%
17:46:56 |  Iter-60 | MAE=1.961 | MAPE=1.90%
17:48:47 |  Iter-61 | MAE=19.436 | MAPE=17.91%
17:50:16 |  Iter-62 | MAE=6.295 | MAPE=5.32%
17:51:41 |  Iter-63 | MAE=19.131 | MAPE=13.36%
17:53:14 |  Iter-64 | MAE=16.492 | MAPE=13.39%
17:55:43 |  Iter-65 | MAE=14.858 | MAPE=12.19%
17:57:07 |  Iter-66 | MAE=12.593 | MAPE=9.22%
17:58:29 |  Iter-67 | MAE=3.965 | MAPE=2.77%
17:59:56 |  Iter-68 | MAE=3.058 | MAPE=2.08%
18:01:22 |  Iter-69 | MAE=0.450 | MAPE=0.31%
18:02:48 |  Iter-70 | MAE=2.913 | MAPE=1.99%
18:04:12 |  Iter-71 | MAE=6.316 | MAPE=4.00%
18:05:35 |  Iter-72 | MAE=1.957 | MAPE=1.25%
18:07:01 |  Iter-73 | MAE=0.771 | MAPE=0.47%
18:08:26 |  Iter-74 | MAE=11.854 | MAPE=8.18%
18:11:05 |  Iter-75 | MAE=14.200 | MAPE=10.66%
18:12:41 |  Iter-76 | MAE=7.955 | MAPE=6.13%
18:14:34 |  Iter-77 | MAE=0.531 | MAPE=0.40%
18:16:02 |  Iter-78 | MAE=6.017 | MAPE=4.17%
18:17:30 |  Iter-79 | MAE=2.482 | MAPE=1.75%
18:18:58 |  Iter-80 | MAE=1.294 | MAPE=0.93%
18:20:27 |  Iter-81 | MAE=9.305 | MAPE=6.28%
18:21:53 |  Iter-82 | MAE=2.341 | MAPE=1.61%
18:23:15 |  Iter-83 | MAE=6.493 | MAPE=4.55%
18:24:37 |  Iter-84 | MAE=23.054 | MAPE=18.78%
18:26:05 |  Iter-85 | MAE=10.551 | MAPE=7.95%
18:27:33 |  Iter-86 | MAE=1.100 | MAPE=0.85%
18:29:01 |  Iter-87 | MAE=1.753 | MAPE=1.32%
18:30:29 |  Iter-88 | MAE=7.322 | MAPE=5.77%
18:32:03 |  Iter-89 | MAE=2.569 | MAPE=2.12%
18:33:27 |  Iter-90 | MAE=2.481 | MAPE=2.04%
18:35:00 |  Iter-91 | MAE=3.344 | MAPE=2.64%
18:36:27 |  Iter-92 | MAE=0.623 | MAPE=0.51%
18:37:50 |  Iter-93 | MAE=1.000 | MAPE=0.82%
18:39:14 |  Iter-94 | MAE=3.211 | MAPE=2.54%
18:40:44 |  Iter-95 | MAE=0.221 | MAPE=0.17%
18:42:19 |  Iter-96 | MAE=1.165 | MAPE=0.90%
18:43:50 |  Iter-97 | MAE=2.351 | MAPE=1.82%
18:45:22 |  Iter-98 | MAE=0.823 | MAPE=0.64%
18:46:56 |  Iter-99 | MAE=1.375 | MAPE=1.05%
18:48:21 |  Iter-100 | MAE=2.151 | MAPE=1.59%
18:48:21 | 
 OVERALL: MAE=3.084, MAPE=2.73%, R2=0.9661 (10068.6s)
18:48:21 | Saved model checkpoint: /data/quyhv/oil_forecast_tail_risk/results_v4/walkforward/CoST/XANG_H1_seed9999/model_checkpoint.pth
18:48:21 | Saved processor/scaler: /data/quyhv/oil_forecast_tail_risk/results_v4/walkforward/CoST/XANG_H1_seed9999/processor.pkl
